Território;Nome do território;Sexo;Ano;Meio de agressão;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
SE;Sergipe;Ambos;2007;Demais meios especificados;18;0.89;0.97
SE;Sergipe;Ambos;2007;Meios não especificados;4;0.2;0.23
SE;Sergipe;Ambos;2008;Arma de fogo;368;18.03;16.92
SE;Sergipe;Ambos;2008;Arma branca ou objeto contundente;149;7.3;7.55
SE;Sergipe;Ambos;2008;Estrangulamento;9;0.44;0.38
SE;Sergipe;Ambos;2008;Força corporal;1;0.05;0.06
SE;Sergipe;Ambos;2008;Demais meios especificados;22;1.08;1.32
SE;Sergipe;Ambos;2008;Meios não especificados;6;0.29;0.36
SE;Sergipe;Ambos;2009;Arma de fogo;451;21.83;20.95
SE;Sergipe;Ambos;2009;Arma branca ou objeto contundente;166;8.04;8.55
SE;Sergipe;Ambos;2009;Estrangulamento;5;0.24;0.26
SE;Sergipe;Ambos;2009;Força corporal;2;0.1;0.08
SE;Sergipe;Ambos;2009;Demais meios especificados;29;1.4;1.55
SE;Sergipe;Ambos;2010;Arma de fogo;452;21.65;20.6
SE;Sergipe;Ambos;2010;Arma branca ou objeto contundente;173;8.29;8.59
SE;Sergipe;Ambos;2010;Estrangulamento;8;0.38;0.51
SE;Sergipe;Ambos;2010;Demais meios especificados;38;1.82;2.06
SE;Sergipe;Ambos;2010;Meios não especificados;5;0.24;0.28
SE;Sergipe;Ambos;2011;Arma de fogo;523;24.82;23.36
SE;Sergipe;Ambos;2011;Arma branca ou objeto contundente;171;8.11;8.14
SE;Sergipe;Ambos;2011;Estrangulamento;6;0.28;0.3
SE;Sergipe;Ambos;2011;Força corporal;1;0.05;0.04
SE;Sergipe;Ambos;2011;Demais meios especificados;28;1.33;1.52
SE;Sergipe;Ambos;2011;Meios não especificados;2;0.09;0.1
SE;Sergipe;Ambos;2012;Arma de fogo;648;30.47;28.34
SE;Sergipe;Ambos;2012;Arma branca ou objeto contundente;187;8.79;8.72
SE;Sergipe;Ambos;2012;Estrangulamento;7;0.33;0.42
SE;Sergipe;Ambos;2012;Força corporal;5;0.24;0.23
SE;Sergipe;Ambos;2012;Demais meios especificados;32;1.5;1.66
SE;Sergipe;Ambos;2013;Arma de fogo;732;34.12;31.69
SE;Sergipe;Ambos;2013;Arma branca ou objeto contundente;188;8.76;8.86
SE;Sergipe;Ambos;2013;Estrangulamento;7;0.33;0.39
SE;Sergipe;Ambos;2013;Força corporal;21;0.98;0.86
SE;Sergipe;Ambos;2013;Demais meios especificados;11;0.51;0.54
SE;Sergipe;Ambos;2013;Meios não especificados;6;0.28;0.26
SE;Sergipe;Ambos;2014;Arma de fogo;898;41.49;38.56
SE;Sergipe;Ambos;2014;Arma branca ou objeto contundente;156;7.21;7.12
SE;Sergipe;Ambos;2014;Estrangulamento;3;0.14;0.14
SE;Sergipe;Ambos;2014;Força corporal;20;0.92;1.01
SE;Sergipe;Ambos;2014;Demais meios especificados;13;0.6;0.55
SE;Sergipe;Ambos;2014;Meios não especificados;7;0.32;0.36
SE;Sergipe;Ambos;2015;Arma de fogo;1108;50.77;47.49
SE;Sergipe;Ambos;2015;Arma branca ou objeto contundente;148;6.78;6.8
SE;Sergipe;Ambos;2015;Estrangulamento;3;0.14;0.12
SE;Sergipe;Ambos;2015;Força corporal;16;0.73;0.79
SE;Sergipe;Ambos;2015;Demais meios especificados;21;0.96;0.99
SE;Sergipe;Ambos;2015;Meios não especificados;6;0.27;0.26
SE;Sergipe;Ambos;2016;Arma de fogo;1259;57.27;52.9
SE;Sergipe;Ambos;2016;Arma branca ou objeto contundente;160;7.28;7.15
SE;Sergipe;Ambos;2016;Estrangulamento;5;0.23;0.26
SE;Sergipe;Ambos;2016;Força corporal;14;0.64;0.65
SE;Sergipe;Ambos;2016;Demais meios especificados;19;0.86;0.85
SE;Sergipe;Ambos;2016;Meios não especificados;7;0.32;0.32
SE;Sergipe;Ambos;2017;Arma de fogo;1106;49.98;46.64
SE;Sergipe;Ambos;2017;Arma branca ou objeto contundente;154;6.96;7.03
SE;Sergipe;Ambos;2017;Estrangulamento;6;0.27;0.28
SE;Sergipe;Ambos;2017;Força corporal;14;0.63;0.61
SE;Sergipe;Ambos;2017;Demais meios especificados;19;0.86;0.92
SE;Sergipe;Ambos;2017;Meios não especificados;11;0.5;0.5
SE;Sergipe;Ambos;2018;Arma de fogo;959;43.06;40.3
SE;Sergipe;Ambos;2018;Arma branca ou objeto contundente;150;6.74;6.79
SE;Sergipe;Ambos;2018;Estrangulamento;5;0.22;0.23
SE;Sergipe;Ambos;2018;Força corporal;6;0.27;0.28
SE;Sergipe;Ambos;2018;Demais meios especificados;10;0.45;0.46
SE;Sergipe;Ambos;2018;Meios não especificados;3;0.13;0.16
SE;Sergipe;Ambos;2019;Arma de fogo;771;34.4;32.64
SE;Sergipe;Ambos;2019;Arma branca ou objeto contundente;170;7.58;7.46
SE;Sergipe;Ambos;2019;Estrangulamento;4;0.18;0.17
SE;Sergipe;Ambos;2019;Força corporal;12;0.54;0.55
SE;Sergipe;Ambos;2019;Demais meios especificados;3;0.13;0.16
SE;Sergipe;Ambos;2019;Meios não especificados;8;0.36;0.38
SE;Sergipe;Ambos;2020;Arma de fogo;821;36.42;34.73
SE;Sergipe;Ambos;2020;Arma branca ou objeto contundente;125;5.55;5.51
SE;Sergipe;Ambos;2020;Estrangulamento;5;0.22;0.22
SE;Sergipe;Ambos;2020;Força corporal;20;0.89;0.93
SE;Sergipe;Ambos;2020;Demais meios especificados;4;0.18;0.17
SE;Sergipe;Ambos;2020;Meios não especificados;1;0.04;0.04
SE;Sergipe;Ambos;2021;Arma de fogo;662;29.23;28.1
SE;Sergipe;Ambos;2021;Arma branca ou objeto contundente;101;4.46;4.41
SE;Sergipe;Ambos;2021;Estrangulamento;4;0.18;0.19
SE;Sergipe;Ambos;2021;Força corporal;14;0.62;0.63
SE;Sergipe;Ambos;2021;Demais meios especificados;6;0.26;0.29
SE;Sergipe;Ambos;2022;Arma de fogo;641;28.19;27.29
SE;Sergipe;Ambos;2022;Arma branca ou objeto contundente;101;4.44;4.44
SE;Sergipe;Ambos;2022;Estrangulamento;5;0.22;0.22
SE;Sergipe;Ambos;2022;Força corporal;11;0.48;0.49
SE;Sergipe;Ambos;2022;Demais meios especificados;4;0.18;0.18
SE;Sergipe;Ambos;2022;Meios não especificados;2;0.09;0.09
SE;Sergipe;Ambos;2023;Arma de fogo;572;25.07;24.51
SE;Sergipe;Ambos;2023;Arma branca ou objeto contundente;82;3.59;3.61
SE;Sergipe;Ambos;2023;Estrangulamento;4;0.18;0.17
SE;Sergipe;Ambos;2023;Força corporal;27;1.18;1.2
SE;Sergipe;Ambos;2023;Demais meios especificados;4;0.18;0.18
SE;Sergipe;Ambos;2023;Meios não especificados;3;0.13;0.13
SE;Sergipe;Ambos;2024;Arma de fogo;395;17.24;17.01
SE;Sergipe;Ambos;2024;Arma branca ou objeto contundente;85;3.71;3.67
SE;Sergipe;Ambos;2024;Estrangulamento;3;0.13;0.13
SE;Sergipe;Ambos;2024;Força corporal;33;1.44;1.46
SE;Sergipe;Ambos;2024;Demais meios especificados;5;0.22;0.22
SE;Sergipe;Ambos;2024;Meios não especificados;3;0.13;0.13
SE;Sergipe;Ambos;2025;Arma de fogo;378;16.44;16.39
SE;Sergipe;Ambos;2025;Arma branca ou objeto contundente;84;3.65;3.66
SE;Sergipe;Ambos;2025;Estrangulamento;7;0.3;0.31
SE;Sergipe;Ambos;2025;Força corporal;15;0.65;0.65
SE;Sergipe;Ambos;2025;Demais meios especificados;3;0.13;0.13
SE;Sergipe;Ambos;2025;Meios não especificados;8;0.35;0.35
SE;Sergipe;Homens;2000;Arma de fogo;261;29.32;30.74
SE;Sergipe;Homens;2000;Arma branca ou objeto contundente;82;9.21;10.38
SE;Sergipe;Homens;2000;Estrangulamento;2;0.22;0.33
SE;Sergipe;Homens;2000;Força corporal;1;0.11;0.11
SE;Sergipe;Homens;2000;Demais meios especificados;15;1.69;1.77
SE;Sergipe;Homens;2000;Meios não especificados;11;1.24;1.37
SE;Sergipe;Homens;2001;Arma de fogo;347;38.4;38.93
SE;Sergipe;Homens;2001;Arma branca ou objeto contundente;96;10.62;11.39
SE;Sergipe;Homens;2001;Estrangulamento;3;0.33;0.34
SE;Sergipe;Homens;2001;Força corporal;1;0.11;0.09
SE;Sergipe;Homens;2001;Demais meios especificados;17;1.88;2.37
SE;Sergipe;Homens;2001;Meios não especificados;22;2.43;3.19
SE;Sergipe;Homens;2002;Arma de fogo;388;42.32;42.33
SE;Sergipe;Homens;2002;Arma branca ou objeto contundente;89;9.71;10.16
SE;Sergipe;Homens;2002;Estrangulamento;1;0.11;0.11
SE;Sergipe;Homens;2002;Força corporal;5;0.55;0.71
SE;Sergipe;Homens;2002;Demais meios especificados;24;2.62;2.92
SE;Sergipe;Homens;2002;Meios não especificados;11;1.2;1.47
SE;Sergipe;Homens;2003;Arma de fogo;321;34.53;34
SE;Sergipe;Homens;2003;Arma branca ou objeto contundente;88;9.47;10.26
SE;Sergipe;Homens;2003;Estrangulamento;1;0.11;0.1
SE;Sergipe;Homens;2003;Força corporal;2;0.22;0.21
SE;Sergipe;Homens;2003;Demais meios especificados;16;1.72;2.1
SE;Sergipe;Homens;2003;Meios não especificados;7;0.75;0.96
SE;Sergipe;Homens;2004;Arma de fogo;286;30.36;29.52
SE;Sergipe;Homens;2004;Arma branca ou objeto contundente;101;10.72;10.97
SE;Sergipe;Homens;2004;Estrangulamento;5;0.53;0.61
SE;Sergipe;Homens;2004;Força corporal;1;0.11;0.07
SE;Sergipe;Homens;2004;Demais meios especificados;17;1.8;2.13
SE;Sergipe;Homens;2004;Meios não especificados;14;1.49;1.77
SE;Sergipe;Homens;2005;Arma de fogo;306;32.05;32.19
SE;Sergipe;Homens;2005;Arma branca ou objeto contundente;123;12.88;13.8
SE;Sergipe;Homens;2005;Estrangulamento;4;0.42;0.45
SE;Sergipe;Homens;2005;Força corporal;1;0.1;0.11
SE;Sergipe;Homens;2005;Demais meios especificados;22;2.3;3.13
SE;Sergipe;Homens;2005;Meios não especificados;3;0.31;0.33
SE;Sergipe;Homens;2006;Arma de fogo;388;40.11;38.47
SE;Sergipe;Homens;2006;Arma branca ou objeto contundente;120;12.4;12.3
SE;Sergipe;Homens;2006;Estrangulamento;2;0.21;0.25
SE;Sergipe;Homens;2006;Força corporal;4;0.41;0.41
SE;Sergipe;Homens;2006;Demais meios especificados;22;2.27;2.95
SE;Sergipe;Homens;2006;Meios não especificados;8;0.83;0.82
SE;Sergipe;Homens;2007;Arma de fogo;329;33.58;32.44
SE;Sergipe;Homens;2007;Arma branca ou objeto contundente;137;13.98;14.32
SE;Sergipe;Homens;2007;Estrangulamento;4;0.41;0.42
SE;Sergipe;Homens;2007;Demais meios especificados;14;1.43;1.5
SE;Sergipe;Homens;2007;Meios não especificados;4;0.41;0.47
SE;Sergipe;Homens;2008;Arma de fogo;357;35.99;34.08
SE;Sergipe;Homens;2008;Arma branca ou objeto contundente;136;13.71;14.59
SE;Sergipe;Homens;2008;Estrangulamento;6;0.6;0.54
SE;Sergipe;Homens;2008;Demais meios especificados;21;2.12;2.66
SE;Sergipe;Homens;2008;Meios não especificados;5;0.5;0.56
SE;Sergipe;Homens;2009;Arma de fogo;435;43.34;41.87
SE;Sergipe;Homens;2009;Arma branca ou objeto contundente;154;15.34;16.62
SE;Sergipe;Homens;2009;Estrangulamento;4;0.4;0.41
SE;Sergipe;Homens;2009;Força corporal;2;0.2;0.16
SE;Sergipe;Homens;2009;Demais meios especificados;22;2.19;2.59
SE;Sergipe;Homens;2010;Arma de fogo;434;42.81;41.06
SE;Sergipe;Homens;2010;Arma branca ou objeto contundente;156;15.39;16.4
SE;Sergipe;Homens;2010;Estrangulamento;6;0.59;0.84
SE;Sergipe;Homens;2010;Demais meios especificados;32;3.16;3.7
SE;Sergipe;Homens;2010;Meios não especificados;5;0.49;0.58
SE;Sergipe;Homens;2011;Arma de fogo;493;48.21;45.85
SE;Sergipe;Homens;2011;Arma branca ou objeto contundente;150;14.67;14.89
SE;Sergipe;Homens;2011;Estrangulamento;2;0.2;0.3
SE;Sergipe;Homens;2011;Força corporal;1;0.1;0.08
SE;Sergipe;Homens;2011;Demais meios especificados;23;2.25;2.73
SE;Sergipe;Homens;2011;Meios não especificados;2;0.2;0.21
SE;Sergipe;Homens;2012;Arma de fogo;618;59.92;55.84
SE;Sergipe;Homens;2012;Arma branca ou objeto contundente;162;15.71;15.71
SE;Sergipe;Homens;2012;Estrangulamento;6;0.58;0.73
SE;Sergipe;Homens;2012;Força corporal;5;0.48;0.49
SE;Sergipe;Homens;2012;Demais meios especificados;26;2.52;3.04
SE;Sergipe;Homens;2013;Arma de fogo;701;67.41;62.78
SE;Sergipe;Homens;2013;Arma branca ou objeto contundente;167;16.06;16.37
SE;Sergipe;Homens;2013;Estrangulamento;7;0.67;0.83
SE;Sergipe;Homens;2013;Força corporal;19;1.83;1.61
SE;Sergipe;Homens;2013;Demais meios especificados;9;0.87;0.93
SE;Sergipe;Homens;2013;Meios não especificados;5;0.48;0.42
SE;Sergipe;Homens;2014;Arma de fogo;848;80.9;75.08
SE;Sergipe;Homens;2014;Arma branca ou objeto contundente;138;13.17;13.25
SE;Sergipe;Homens;2014;Estrangulamento;2;0.19;0.19
SE;Sergipe;Homens;2014;Força corporal;17;1.62;1.72
SE;Sergipe;Homens;2014;Demais meios especificados;11;1.05;0.99
SE;Sergipe;Homens;2014;Meios não especificados;7;0.67;0.75
SE;Sergipe;Homens;2015;Arma de fogo;1055;99.88;93.37
SE;Sergipe;Homens;2015;Arma branca ou objeto contundente;137;12.97;13.05
SE;Sergipe;Homens;2015;Estrangulamento;2;0.19;0.17
SE;Sergipe;Homens;2015;Força corporal;14;1.33;1.48
SE;Sergipe;Homens;2015;Demais meios especificados;18;1.7;1.73
SE;Sergipe;Homens;2015;Meios não especificados;6;0.57;0.54
SE;Sergipe;Homens;2016;Arma de fogo;1220;114.74;105.58
SE;Sergipe;Homens;2016;Arma branca ou objeto contundente;143;13.45;13.34
SE;Sergipe;Homens;2016;Estrangulamento;3;0.28;0.34
SE;Sergipe;Homens;2016;Força corporal;13;1.22;1.28
SE;Sergipe;Homens;2016;Demais meios especificados;17;1.6;1.57
SE;Sergipe;Homens;2016;Meios não especificados;7;0.66;0.67
SE;Sergipe;Homens;2017;Arma de fogo;1049;98.09;91.21
SE;Sergipe;Homens;2017;Arma branca ou objeto contundente;140;13.09;13.47
SE;Sergipe;Homens;2017;Estrangulamento;6;0.56;0.61
SE;Sergipe;Homens;2017;Força corporal;13;1.22;1.21
SE;Sergipe;Homens;2017;Demais meios especificados;16;1.5;1.66
SE;Sergipe;Homens;2017;Meios não especificados;9;0.84;0.88
SE;Sergipe;Homens;2018;Arma de fogo;934;86.83;80.83
SE;Sergipe;Homens;2018;Arma branca ou objeto contundente;137;12.74;12.95
SE;Sergipe;Homens;2018;Estrangulamento;5;0.46;0.47
SE;Sergipe;Homens;2018;Força corporal;6;0.56;0.58
SE;Sergipe;Homens;2018;Demais meios especificados;8;0.74;0.77
SE;Sergipe;Homens;2018;Meios não especificados;3;0.28;0.37
SE;Sergipe;Homens;2019;Arma de fogo;743;68.66;64.82
SE;Sergipe;Homens;2019;Arma branca ou objeto contundente;151;13.95;13.75
SE;Sergipe;Homens;2019;Estrangulamento;2;0.18;0.18
SE;Sergipe;Homens;2019;Força corporal;9;0.83;0.84
SE;Sergipe;Homens;2019;Demais meios especificados;3;0.28;0.36
SE;Sergipe;Homens;2019;Meios não especificados;7;0.65;0.71
SE;Sergipe;Homens;2020;Arma de fogo;795;73.09;69.18
SE;Sergipe;Homens;2020;Arma branca ou objeto contundente;113;10.39;10.47
SE;Sergipe;Homens;2020;Estrangulamento;2;0.18;0.17
SE;Sergipe;Homens;2020;Força corporal;19;1.75;1.88
SE;Sergipe;Homens;2020;Demais meios especificados;3;0.28;0.27
SE;Sergipe;Homens;2020;Meios não especificados;1;0.09;0.09
SE;Sergipe;Homens;2021;Arma de fogo;641;58.69;55.99
SE;Sergipe;Homens;2021;Arma branca ou objeto contundente;87;7.97;8.06
SE;Sergipe;Homens;2021;Estrangulamento;3;0.27;0.34
SE;Sergipe;Homens;2021;Força corporal;14;1.28;1.33
SE;Sergipe;Homens;2021;Demais meios especificados;3;0.27;0.29
SE;Sergipe;Homens;2022;Arma de fogo;622;56.78;54.31
SE;Sergipe;Homens;2022;Arma branca ou objeto contundente;88;8.03;8.1
SE;Sergipe;Homens;2022;Estrangulamento;3;0.27;0.26
SE;Sergipe;Homens;2022;Força corporal;11;1;1.06
SE;Sergipe;Homens;2022;Demais meios especificados;2;0.18;0.2
SE;Sergipe;Homens;2022;Meios não especificados;2;0.18;0.19
SE;Sergipe;Homens;2023;Arma de fogo;554;50.42;48.74
SE;Sergipe;Homens;2023;Arma branca ou objeto contundente;66;6.01;6.17
SE;Sergipe;Homens;2023;Estrangulamento;1;0.09;0.08
SE;Sergipe;Homens;2023;Força corporal;24;2.18;2.21
SE;Sergipe;Homens;2023;Demais meios especificados;3;0.27;0.27
SE;Sergipe;Homens;2023;Meios não especificados;3;0.27;0.27
SE;Sergipe;Homens;2024;Arma de fogo;382;34.64;33.76
SE;Sergipe;Homens;2024;Arma branca ou objeto contundente;75;6.8;6.74
SE;Sergipe;Homens;2024;Estrangulamento;2;0.18;0.18
SE;Sergipe;Homens;2024;Força corporal;33;2.99;3.11
SE;Sergipe;Homens;2024;Demais meios especificados;3;0.27;0.27
SE;Sergipe;Homens;2024;Meios não especificados;3;0.27;0.27
SE;Sergipe;Homens;2025;Arma de fogo;366;33.09;32.51
SE;Sergipe;Homens;2025;Arma branca ou objeto contundente;75;6.78;6.86
SE;Sergipe;Homens;2025;Estrangulamento;5;0.45;0.45
SE;Sergipe;Homens;2025;Força corporal;14;1.27;1.3
SE;Sergipe;Homens;2025;Demais meios especificados;3;0.27;0.28
SE;Sergipe;Homens;2025;Meios não especificados;7;0.63;0.65
SE;Sergipe;Mulheres;2000;Arma de fogo;18;1.92;2.17
SE;Sergipe;Mulheres;2000;Arma branca ou objeto contundente;14;1.5;1.58
SE;Sergipe;Mulheres;2000;Demais meios especificados;4;0.43;0.29
SE;Sergipe;Mulheres;2000;Meios não especificados;1;0.11;0.09
SE;Sergipe;Mulheres;2001;Arma de fogo;19;2;2.29
SE;Sergipe;Mulheres;2001;Arma branca ou objeto contundente;4;0.42;0.55
SE;Sergipe;Mulheres;2001;Estrangulamento;3;0.32;0.38
SE;Sergipe;Mulheres;2001;Demais meios especificados;3;0.32;0.4
SE;Sergipe;Mulheres;2001;Meios não especificados;2;0.21;0.33
SE;Sergipe;Mulheres;2002;Arma de fogo;14;1.45;1.47
SE;Sergipe;Mulheres;2002;Arma branca ou objeto contundente;16;1.66;1.75
SE;Sergipe;Mulheres;2002;Estrangulamento;1;0.1;0.17
SE;Sergipe;Mulheres;2002;Demais meios especificados;3;0.31;0.24
SE;Sergipe;Mulheres;2002;Meios não especificados;3;0.31;0.34
SE;Sergipe;Mulheres;2003;Arma de fogo;18;1.84;1.79
SE;Sergipe;Mulheres;2003;Arma branca ou objeto contundente;9;0.92;1.02
SE;Sergipe;Mulheres;2003;Estrangulamento;1;0.1;0.07
SE;Sergipe;Mulheres;2003;Força corporal;1;0.1;0.07
SE;Sergipe;Mulheres;2003;Demais meios especificados;4;0.41;0.46
SE;Sergipe;Mulheres;2003;Meios não especificados;1;0.1;0.08
SE;Sergipe;Mulheres;2004;Arma de fogo;14;1.41;1.31
SE;Sergipe;Mulheres;2004;Arma branca ou objeto contundente;12;1.21;1.2
SE;Sergipe;Mulheres;2004;Demais meios especificados;2;0.2;0.29
SE;Sergipe;Mulheres;2004;Meios não especificados;1;0.1;0.19
SE;Sergipe;Mulheres;2005;Arma de fogo;12;1.19;1.2
SE;Sergipe;Mulheres;2005;Arma branca ou objeto contundente;11;1.09;1.1
SE;Sergipe;Mulheres;2005;Estrangulamento;1;0.1;0.13
SE;Sergipe;Mulheres;2005;Demais meios especificados;3;0.3;0.36
SE;Sergipe;Mulheres;2005;Meios não especificados;1;0.1;0.1
SE;Sergipe;Mulheres;2006;Arma de fogo;15;1.47;1.52
SE;Sergipe;Mulheres;2006;Arma branca ou objeto contundente;17;1.67;1.92
SE;Sergipe;Mulheres;2006;Estrangulamento;2;0.2;0.19
SE;Sergipe;Mulheres;2006;Força corporal;1;0.1;0.12
SE;Sergipe;Mulheres;2006;Demais meios especificados;4;0.39;0.38
SE;Sergipe;Mulheres;2006;Meios não especificados;1;0.1;0.08
SE;Sergipe;Mulheres;2007;Arma de fogo;19;1.84;1.85
SE;Sergipe;Mulheres;2007;Arma branca ou objeto contundente;9;0.87;0.9
SE;Sergipe;Mulheres;2007;Estrangulamento;2;0.19;0.29
SE;Sergipe;Mulheres;2007;Demais meios especificados;4;0.39;0.47
SE;Sergipe;Mulheres;2008;Arma de fogo;11;1.05;0.93
SE;Sergipe;Mulheres;2008;Arma branca ou objeto contundente;13;1.24;1.2
SE;Sergipe;Mulheres;2008;Estrangulamento;3;0.29;0.23
SE;Sergipe;Mulheres;2008;Força corporal;1;0.1;0.11
SE;Sergipe;Mulheres;2008;Demais meios especificados;1;0.1;0.12
SE;Sergipe;Mulheres;2008;Meios não especificados;1;0.1;0.16
SE;Sergipe;Mulheres;2009;Arma de fogo;16;1.51;1.53
SE;Sergipe;Mulheres;2009;Arma branca ou objeto contundente;12;1.13;1.18
SE;Sergipe;Mulheres;2009;Estrangulamento;1;0.09;0.11
SE;Sergipe;Mulheres;2009;Demais meios especificados;7;0.66;0.68
SE;Sergipe;Mulheres;2010;Arma de fogo;18;1.68;1.62
SE;Sergipe;Mulheres;2010;Arma branca ou objeto contundente;17;1.58;1.46
SE;Sergipe;Mulheres;2010;Estrangulamento;2;0.19;0.22
SE;Sergipe;Mulheres;2010;Demais meios especificados;6;0.56;0.59
SE;Sergipe;Mulheres;2011;Arma de fogo;30;2.77;2.46
SE;Sergipe;Mulheres;2011;Arma branca ou objeto contundente;21;1.94;1.94
SE;Sergipe;Mulheres;2011;Estrangulamento;4;0.37;0.33
SE;Sergipe;Mulheres;2011;Demais meios especificados;5;0.46;0.43
SE;Sergipe;Mulheres;2012;Arma de fogo;30;2.74;2.67
SE;Sergipe;Mulheres;2012;Arma branca ou objeto contundente;25;2.28;2.3
SE;Sergipe;Mulheres;2012;Estrangulamento;1;0.09;0.14
SE;Sergipe;Mulheres;2012;Demais meios especificados;6;0.55;0.52
SE;Sergipe;Mulheres;2013;Arma de fogo;30;2.71;2.55
SE;Sergipe;Mulheres;2013;Arma branca ou objeto contundente;21;1.9;1.97
SE;Sergipe;Mulheres;2013;Força corporal;2;0.18;0.16
SE;Sergipe;Mulheres;2013;Demais meios especificados;2;0.18;0.19
SE;Sergipe;Mulheres;2013;Meios não especificados;1;0.09;0.1
SE;Sergipe;Mulheres;2014;Arma de fogo;50;4.48;4.31
SE;Sergipe;Mulheres;2014;Arma branca ou objeto contundente;18;1.61;1.53
SE;Sergipe;Mulheres;2014;Estrangulamento;1;0.09;0.1
SE;Sergipe;Mulheres;2014;Força corporal;3;0.27;0.33
SE;Sergipe;Mulheres;2014;Demais meios especificados;2;0.18;0.16
SE;Sergipe;Mulheres;2015;Arma de fogo;53;4.71;4.62
SE;Sergipe;Mulheres;2015;Arma branca ou objeto contundente;11;0.98;1.08
SE;Sergipe;Mulheres;2015;Estrangulamento;1;0.09;0.08
SE;Sergipe;Mulheres;2015;Força corporal;2;0.18;0.17
SE;Sergipe;Mulheres;2015;Demais meios especificados;3;0.27;0.31
SE;Sergipe;Mulheres;2016;Arma de fogo;39;3.44;3.29
SE;Sergipe;Mulheres;2016;Arma branca ou objeto contundente;16;1.41;1.46
SE;Sergipe;Mulheres;2016;Estrangulamento;2;0.18;0.19
SE;Sergipe;Mulheres;2016;Força corporal;1;0.09;0.08
SE;Sergipe;Mulheres;2016;Demais meios especificados;2;0.18;0.19
SE;Sergipe;Mulheres;2017;Arma de fogo;57;4.99;4.68
SE;Sergipe;Mulheres;2017;Arma branca ou objeto contundente;14;1.22;1.21
SE;Sergipe;Mulheres;2017;Força corporal;1;0.09;0.08
SE;Sergipe;Mulheres;2017;Demais meios especificados;3;0.26;0.29
SE;Sergipe;Mulheres;2017;Meios não especificados;2;0.17;0.16
SE;Sergipe;Mulheres;2018;Arma de fogo;25;2.17;2.06
SE;Sergipe;Mulheres;2018;Arma branca ou objeto contundente;13;1.13;1.17
SE;Sergipe;Mulheres;2018;Demais meios especificados;2;0.17;0.17
SE;Sergipe;Mulheres;2019;Arma de fogo;28;2.42;2.32
SE;Sergipe;Mulheres;2019;Arma branca ou objeto contundente;19;1.64;1.64
SE;Sergipe;Mulheres;2019;Estrangulamento;2;0.17;0.16
SE;Sergipe;Mulheres;2019;Força corporal;3;0.26;0.27
SE;Sergipe;Mulheres;2019;Meios não especificados;1;0.09;0.09
SE;Sergipe;Mulheres;2020;Arma de fogo;26;2.23;2.16
SE;Sergipe;Mulheres;2020;Arma branca ou objeto contundente;12;1.03;1.01
SE;Sergipe;Mulheres;2020;Estrangulamento;3;0.26;0.26
SE;Sergipe;Mulheres;2020;Força corporal;1;0.09;0.08
SE;Sergipe;Mulheres;2020;Demais meios especificados;1;0.09;0.08
SE;Sergipe;Mulheres;2021;Arma de fogo;21;1.79;1.74
SE;Sergipe;Mulheres;2021;Arma branca ou objeto contundente;12;1.02;1.01
SE;Sergipe;Mulheres;2021;Estrangulamento;1;0.09;0.08
SE;Sergipe;Mulheres;2021;Demais meios especificados;3;0.26;0.28
SE;Sergipe;Mulheres;2022;Arma de fogo;19;1.61;1.59
SE;Sergipe;Mulheres;2022;Arma branca ou objeto contundente;13;1.1;1.09
SE;Sergipe;Mulheres;2022;Estrangulamento;2;0.17;0.17
SE;Sergipe;Mulheres;2022;Demais meios especificados;2;0.17;0.16
SE;Sergipe;Mulheres;2023;Arma de fogo;18;1.52;1.5
SE;Sergipe;Mulheres;2023;Arma branca ou objeto contundente;16;1.35;1.33
SE;Sergipe;Mulheres;2023;Estrangulamento;3;0.25;0.25
SE;Sergipe;Mulheres;2023;Força corporal;3;0.25;0.25
SE;Sergipe;Mulheres;2023;Demais meios especificados;1;0.08;0.08
SE;Sergipe;Mulheres;2024;Arma de fogo;13;1.09;1.08
SE;Sergipe;Mulheres;2024;Arma branca ou objeto contundente;10;0.84;0.83
SE;Sergipe;Mulheres;2024;Estrangulamento;1;0.08;0.09
SE;Sergipe;Mulheres;2024;Demais meios especificados;2;0.17;0.16
SE;Sergipe;Mulheres;2025;Arma de fogo;12;1.01;1.02
SE;Sergipe;Mulheres;2025;Arma branca ou objeto contundente;9;0.75;0.75
SE;Sergipe;Mulheres;2025;Estrangulamento;2;0.17;0.15
SE;Sergipe;Mulheres;2025;Força corporal;1;0.08;0.08
SE;Sergipe;Mulheres;2025;Meios não especificados;1;0.08;0.08
SP;São Paulo;Ambos;2000;Arma de fogo;9642;25.36;22.85
SP;São Paulo;Ambos;2000;Arma branca ou objeto contundente;1827;4.81;4.61
SP;São Paulo;Ambos;2000;Estrangulamento;123;0.32;0.27
SP;São Paulo;Ambos;2000;Força corporal;14;0.04;0.04
SP;São Paulo;Ambos;2000;Demais meios especificados;79;0.21;0.18
SP;São Paulo;Ambos;2000;Meios não especificados;3896;10.25;9.43
SP;São Paulo;Ambos;2001;Arma de fogo;10625;27.6;24.94
SP;São Paulo;Ambos;2001;Arma branca ou objeto contundente;1651;4.29;4.11
SP;São Paulo;Ambos;2001;Estrangulamento;154;0.4;0.37
SP;São Paulo;Ambos;2001;Força corporal;11;0.03;0.03
