Território;Nome do território;Sexo;Ano;Meio de agressão;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
ES;Espírito Santo;Mulheres;2012;Meios não especificados;2;0.11;0.1
ES;Espírito Santo;Mulheres;2013;Arma de fogo;114;5.97;5.68
ES;Espírito Santo;Mulheres;2013;Arma branca ou objeto contundente;48;2.52;2.45
ES;Espírito Santo;Mulheres;2013;Estrangulamento;3;0.16;0.14
ES;Espírito Santo;Mulheres;2013;Demais meios especificados;1;0.05;0.07
ES;Espírito Santo;Mulheres;2013;Meios não especificados;5;0.26;0.23
ES;Espírito Santo;Mulheres;2014;Arma de fogo;89;4.61;4.4
ES;Espírito Santo;Mulheres;2014;Arma branca ou objeto contundente;44;2.28;2.21
ES;Espírito Santo;Mulheres;2014;Estrangulamento;4;0.21;0.2
ES;Espírito Santo;Mulheres;2014;Demais meios especificados;1;0.05;0.05
ES;Espírito Santo;Mulheres;2014;Meios não especificados;2;0.1;0.13
ES;Espírito Santo;Mulheres;2015;Arma de fogo;78;4;3.92
ES;Espírito Santo;Mulheres;2015;Arma branca ou objeto contundente;45;2.31;2.21
ES;Espírito Santo;Mulheres;2015;Estrangulamento;10;0.51;0.51
ES;Espírito Santo;Mulheres;2015;Força corporal;1;0.05;0.05
ES;Espírito Santo;Mulheres;2015;Demais meios especificados;4;0.21;0.2
ES;Espírito Santo;Mulheres;2015;Meios não especificados;3;0.15;0.15
ES;Espírito Santo;Mulheres;2016;Arma de fogo;57;2.9;2.8
ES;Espírito Santo;Mulheres;2016;Arma branca ou objeto contundente;36;1.83;1.8
ES;Espírito Santo;Mulheres;2016;Estrangulamento;4;0.2;0.2
ES;Espírito Santo;Mulheres;2016;Força corporal;1;0.05;0.05
ES;Espírito Santo;Mulheres;2016;Demais meios especificados;5;0.25;0.24
ES;Espírito Santo;Mulheres;2016;Meios não especificados;1;0.05;0.05
ES;Espírito Santo;Mulheres;2017;Arma de fogo;89;4.48;4.38
ES;Espírito Santo;Mulheres;2017;Arma branca ou objeto contundente;42;2.11;2.1
ES;Espírito Santo;Mulheres;2017;Estrangulamento;8;0.4;0.39
ES;Espírito Santo;Mulheres;2017;Força corporal;4;0.2;0.19
ES;Espírito Santo;Mulheres;2017;Demais meios especificados;8;0.4;0.4
ES;Espírito Santo;Mulheres;2018;Arma de fogo;55;2.75;2.73
ES;Espírito Santo;Mulheres;2018;Arma branca ou objeto contundente;36;1.8;1.79
ES;Espírito Santo;Mulheres;2018;Estrangulamento;3;0.15;0.15
ES;Espírito Santo;Mulheres;2018;Força corporal;2;0.1;0.1
ES;Espírito Santo;Mulheres;2018;Demais meios especificados;2;0.1;0.1
ES;Espírito Santo;Mulheres;2018;Meios não especificados;2;0.1;0.09
ES;Espírito Santo;Mulheres;2019;Arma de fogo;42;2.08;2.07
ES;Espírito Santo;Mulheres;2019;Arma branca ou objeto contundente;38;1.88;1.82
ES;Espírito Santo;Mulheres;2019;Estrangulamento;8;0.4;0.4
ES;Espírito Santo;Mulheres;2019;Força corporal;4;0.2;0.19
ES;Espírito Santo;Mulheres;2019;Demais meios especificados;3;0.15;0.15
ES;Espírito Santo;Mulheres;2019;Meios não especificados;2;0.1;0.1
ES;Espírito Santo;Mulheres;2020;Arma de fogo;58;2.85;2.85
ES;Espírito Santo;Mulheres;2020;Arma branca ou objeto contundente;32;1.57;1.42
ES;Espírito Santo;Mulheres;2020;Estrangulamento;3;0.15;0.15
ES;Espírito Santo;Mulheres;2020;Força corporal;4;0.2;0.19
ES;Espírito Santo;Mulheres;2020;Demais meios especificados;3;0.15;0.15
ES;Espírito Santo;Mulheres;2020;Meios não especificados;1;0.05;0.05
ES;Espírito Santo;Mulheres;2021;Arma de fogo;62;3.02;2.99
ES;Espírito Santo;Mulheres;2021;Arma branca ou objeto contundente;42;2.05;1.99
ES;Espírito Santo;Mulheres;2021;Estrangulamento;7;0.34;0.34
ES;Espírito Santo;Mulheres;2021;Força corporal;4;0.19;0.19
ES;Espírito Santo;Mulheres;2021;Demais meios especificados;3;0.15;0.15
ES;Espírito Santo;Mulheres;2021;Meios não especificados;7;0.34;0.32
ES;Espírito Santo;Mulheres;2022;Arma de fogo;51;2.47;2.54
ES;Espírito Santo;Mulheres;2022;Arma branca ou objeto contundente;35;1.69;1.69
ES;Espírito Santo;Mulheres;2022;Estrangulamento;4;0.19;0.13
ES;Espírito Santo;Mulheres;2022;Força corporal;2;0.1;0.1
ES;Espírito Santo;Mulheres;2022;Demais meios especificados;4;0.19;0.14
ES;Espírito Santo;Mulheres;2022;Meios não especificados;6;0.29;0.28
ES;Espírito Santo;Mulheres;2023;Arma de fogo;43;2.07;2.07
ES;Espírito Santo;Mulheres;2023;Arma branca ou objeto contundente;33;1.59;1.56
ES;Espírito Santo;Mulheres;2023;Estrangulamento;6;0.29;0.28
ES;Espírito Santo;Mulheres;2023;Força corporal;3;0.14;0.14
ES;Espírito Santo;Mulheres;2023;Demais meios especificados;8;0.38;0.39
ES;Espírito Santo;Mulheres;2023;Meios não especificados;6;0.29;0.29
ES;Espírito Santo;Mulheres;2024;Arma de fogo;52;2.48;2.54
ES;Espírito Santo;Mulheres;2024;Arma branca ou objeto contundente;40;1.91;1.87
ES;Espírito Santo;Mulheres;2024;Estrangulamento;5;0.24;0.25
ES;Espírito Santo;Mulheres;2024;Força corporal;5;0.24;0.25
ES;Espírito Santo;Mulheres;2024;Demais meios especificados;2;0.1;0.09
ES;Espírito Santo;Mulheres;2024;Meios não especificados;6;0.29;0.1
ES;Espírito Santo;Mulheres;2025;Arma de fogo;33;1.57;1.67
ES;Espírito Santo;Mulheres;2025;Arma branca ou objeto contundente;28;1.33;1.27
ES;Espírito Santo;Mulheres;2025;Estrangulamento;3;0.14;0.14
ES;Espírito Santo;Mulheres;2025;Força corporal;6;0.28;0.28
ES;Espírito Santo;Mulheres;2025;Demais meios especificados;5;0.24;0.24
ES;Espírito Santo;Mulheres;2025;Meios não especificados;1;0.05;0.05
GO;Goiás;Ambos;2000;Arma de fogo;706;13.73;12.9
GO;Goiás;Ambos;2000;Arma branca ou objeto contundente;280;5.44;5.72
GO;Goiás;Ambos;2000;Estrangulamento;13;0.25;0.35
GO;Goiás;Ambos;2000;Força corporal;7;0.14;0.16
GO;Goiás;Ambos;2000;Demais meios especificados;19;0.37;0.36
GO;Goiás;Ambos;2000;Meios não especificados;57;1.11;1.17
GO;Goiás;Ambos;2001;Arma de fogo;752;14.31;13.64
GO;Goiás;Ambos;2001;Arma branca ou objeto contundente;326;6.2;6.22
GO;Goiás;Ambos;2001;Estrangulamento;11;0.21;0.19
GO;Goiás;Ambos;2001;Força corporal;13;0.25;0.32
GO;Goiás;Ambos;2001;Demais meios especificados;25;0.48;0.51
GO;Goiás;Ambos;2001;Meios não especificados;39;0.74;0.87
GO;Goiás;Ambos;2002;Arma de fogo;893;16.65;15.51
GO;Goiás;Ambos;2002;Arma branca ou objeto contundente;373;6.95;7.15
GO;Goiás;Ambos;2002;Estrangulamento;14;0.26;0.32
GO;Goiás;Ambos;2002;Força corporal;8;0.15;0.17
GO;Goiás;Ambos;2002;Demais meios especificados;26;0.48;0.43
GO;Goiás;Ambos;2002;Meios não especificados;54;1.01;1.01
GO;Goiás;Ambos;2003;Arma de fogo;868;15.86;14.64
GO;Goiás;Ambos;2003;Arma branca ou objeto contundente;356;6.51;6.49
GO;Goiás;Ambos;2003;Estrangulamento;16;0.29;0.33
GO;Goiás;Ambos;2003;Força corporal;4;0.07;0.08
GO;Goiás;Ambos;2003;Demais meios especificados;46;0.84;0.82
GO;Goiás;Ambos;2003;Meios não especificados;56;1.02;1.14
GO;Goiás;Ambos;2004;Arma de fogo;988;17.71;16.02
GO;Goiás;Ambos;2004;Arma branca ou objeto contundente;430;7.71;7.7
GO;Goiás;Ambos;2004;Estrangulamento;25;0.45;0.49
GO;Goiás;Ambos;2004;Força corporal;13;0.23;0.27
GO;Goiás;Ambos;2004;Demais meios especificados;40;0.72;0.77
GO;Goiás;Ambos;2004;Meios não especificados;28;0.5;0.56
GO;Goiás;Ambos;2005;Arma de fogo;937;16.48;14.7
GO;Goiás;Ambos;2005;Arma branca ou objeto contundente;401;7.05;6.76
GO;Goiás;Ambos;2005;Estrangulamento;20;0.35;0.38
GO;Goiás;Ambos;2005;Força corporal;9;0.16;0.14
GO;Goiás;Ambos;2005;Demais meios especificados;54;0.95;0.91
GO;Goiás;Ambos;2005;Meios não especificados;45;0.79;0.84
GO;Goiás;Ambos;2006;Arma de fogo;984;16.99;15.43
GO;Goiás;Ambos;2006;Arma branca ou objeto contundente;427;7.37;7.15
GO;Goiás;Ambos;2006;Estrangulamento;20;0.35;0.48
GO;Goiás;Ambos;2006;Força corporal;13;0.22;0.3
GO;Goiás;Ambos;2006;Demais meios especificados;39;0.67;0.69
GO;Goiás;Ambos;2006;Meios não especificados;25;0.43;0.46
GO;Goiás;Ambos;2007;Arma de fogo;1009;17.11;15.32
GO;Goiás;Ambos;2007;Arma branca ou objeto contundente;406;6.89;6.68
GO;Goiás;Ambos;2007;Estrangulamento;18;0.31;0.32
GO;Goiás;Ambos;2007;Força corporal;20;0.34;0.4
GO;Goiás;Ambos;2007;Demais meios especificados;33;0.56;0.61
GO;Goiás;Ambos;2007;Meios não especificados;35;0.59;0.59
GO;Goiás;Ambos;2008;Arma de fogo;1201;20.02;17.73
GO;Goiás;Ambos;2008;Arma branca ou objeto contundente;476;7.94;7.79
GO;Goiás;Ambos;2008;Estrangulamento;15;0.25;0.26
GO;Goiás;Ambos;2008;Força corporal;19;0.32;0.36
GO;Goiás;Ambos;2008;Demais meios especificados;37;0.62;0.61
GO;Goiás;Ambos;2008;Meios não especificados;44;0.73;0.64
GO;Goiás;Ambos;2009;Arma de fogo;1260;20.66;18.48
GO;Goiás;Ambos;2009;Arma branca ou objeto contundente;499;8.18;7.93
GO;Goiás;Ambos;2009;Estrangulamento;22;0.36;0.32
GO;Goiás;Ambos;2009;Força corporal;24;0.39;0.4
GO;Goiás;Ambos;2009;Demais meios especificados;53;0.87;0.83
GO;Goiás;Ambos;2009;Meios não especificados;44;0.72;0.7
GO;Goiás;Ambos;2010;Arma de fogo;1317;21.29;18.88
GO;Goiás;Ambos;2010;Arma branca ou objeto contundente;534;8.63;8.28
GO;Goiás;Ambos;2010;Estrangulamento;23;0.37;0.36
GO;Goiás;Ambos;2010;Força corporal;25;0.4;0.42
GO;Goiás;Ambos;2010;Demais meios especificados;45;0.73;0.68
GO;Goiás;Ambos;2010;Meios não especificados;35;0.57;0.52
GO;Goiás;Ambos;2011;Arma de fogo;1579;25.21;22.47
GO;Goiás;Ambos;2011;Arma branca ou objeto contundente;552;8.81;8.35
GO;Goiás;Ambos;2011;Estrangulamento;30;0.48;0.47
GO;Goiás;Ambos;2011;Força corporal;26;0.42;0.46
GO;Goiás;Ambos;2011;Demais meios especificados;55;0.88;0.94
GO;Goiás;Ambos;2011;Meios não especificados;29;0.46;0.46
GO;Goiás;Ambos;2012;Arma de fogo;1955;30.78;27.6
GO;Goiás;Ambos;2012;Arma branca ou objeto contundente;684;10.77;10.23
GO;Goiás;Ambos;2012;Estrangulamento;33;0.52;0.45
GO;Goiás;Ambos;2012;Força corporal;36;0.57;0.53
GO;Goiás;Ambos;2012;Demais meios especificados;34;0.54;0.54
GO;Goiás;Ambos;2012;Meios não especificados;51;0.8;0.74
GO;Goiás;Ambos;2013;Arma de fogo;2138;33.19;29.81
GO;Goiás;Ambos;2013;Arma branca ou objeto contundente;676;10.49;10
GO;Goiás;Ambos;2013;Estrangulamento;34;0.53;0.56
GO;Goiás;Ambos;2013;Força corporal;50;0.78;0.82
GO;Goiás;Ambos;2013;Demais meios especificados;49;0.76;0.67
GO;Goiás;Ambos;2013;Meios não especificados;25;0.39;0.29
GO;Goiás;Ambos;2014;Arma de fogo;2054;31.43;28.24
GO;Goiás;Ambos;2014;Arma branca ou objeto contundente;654;10.01;9.61
GO;Goiás;Ambos;2014;Estrangulamento;44;0.67;0.61
GO;Goiás;Ambos;2014;Força corporal;53;0.81;0.78
GO;Goiás;Ambos;2014;Demais meios especificados;50;0.77;0.67
GO;Goiás;Ambos;2014;Meios não especificados;31;0.47;0.45
GO;Goiás;Ambos;2015;Arma de fogo;2161;32.59;29.66
GO;Goiás;Ambos;2015;Arma branca ou objeto contundente;682;10.29;9.67
GO;Goiás;Ambos;2015;Estrangulamento;42;0.63;0.58
GO;Goiás;Ambos;2015;Força corporal;39;0.59;0.58
GO;Goiás;Ambos;2015;Demais meios especificados;32;0.48;0.44
GO;Goiás;Ambos;2015;Meios não especificados;39;0.59;0.55
GO;Goiás;Ambos;2016;Arma de fogo;2143;31.89;29.37
GO;Goiás;Ambos;2016;Arma branca ou objeto contundente;721;10.73;10.2
GO;Goiás;Ambos;2016;Estrangulamento;45;0.67;0.67
GO;Goiás;Ambos;2016;Força corporal;59;0.88;0.93
GO;Goiás;Ambos;2016;Demais meios especificados;29;0.43;0.34
GO;Goiás;Ambos;2016;Meios não especificados;30;0.45;0.48
GO;Goiás;Ambos;2017;Arma de fogo;2057;30.23;27.87
GO;Goiás;Ambos;2017;Arma branca ou objeto contundente;643;9.45;9.06
GO;Goiás;Ambos;2017;Estrangulamento;31;0.46;0.47
GO;Goiás;Ambos;2017;Força corporal;58;0.85;0.83
GO;Goiás;Ambos;2017;Demais meios especificados;27;0.4;0.34
GO;Goiás;Ambos;2017;Meios não especificados;40;0.59;0.51
GO;Goiás;Ambos;2018;Arma de fogo;1860;27;25.25
GO;Goiás;Ambos;2018;Arma branca ou objeto contundente;570;8.27;7.96
GO;Goiás;Ambos;2018;Estrangulamento;48;0.7;0.67
GO;Goiás;Ambos;2018;Força corporal;56;0.81;0.8
GO;Goiás;Ambos;2018;Demais meios especificados;30;0.44;0.37
GO;Goiás;Ambos;2018;Meios não especificados;35;0.51;0.5
GO;Goiás;Ambos;2019;Arma de fogo;1457;20.89;19.82
GO;Goiás;Ambos;2019;Arma branca ou objeto contundente;490;7.03;6.79
GO;Goiás;Ambos;2019;Estrangulamento;43;0.62;0.6
GO;Goiás;Ambos;2019;Força corporal;51;0.73;0.74
GO;Goiás;Ambos;2019;Demais meios especificados;16;0.23;0.22
GO;Goiás;Ambos;2019;Meios não especificados;50;0.72;0.64
GO;Goiás;Ambos;2020;Arma de fogo;1391;19.7;18.77
GO;Goiás;Ambos;2020;Arma branca ou objeto contundente;486;6.88;6.61
GO;Goiás;Ambos;2020;Estrangulamento;26;0.37;0.36
GO;Goiás;Ambos;2020;Força corporal;48;0.68;0.67
GO;Goiás;Ambos;2020;Demais meios especificados;23;0.33;0.31
GO;Goiás;Ambos;2020;Meios não especificados;39;0.55;0.54
GO;Goiás;Ambos;2021;Arma de fogo;1012;14.19;13.66
GO;Goiás;Ambos;2021;Arma branca ou objeto contundente;477;6.69;6.48
GO;Goiás;Ambos;2021;Estrangulamento;23;0.32;0.32
GO;Goiás;Ambos;2021;Força corporal;67;0.94;0.92
GO;Goiás;Ambos;2021;Demais meios especificados;23;0.32;0.32
GO;Goiás;Ambos;2021;Meios não especificados;43;0.6;0.61
GO;Goiás;Ambos;2022;Arma de fogo;925;12.84;12.39
GO;Goiás;Ambos;2022;Arma branca ou objeto contundente;464;6.44;6.13
GO;Goiás;Ambos;2022;Estrangulamento;28;0.39;0.38
GO;Goiás;Ambos;2022;Força corporal;64;0.89;0.87
GO;Goiás;Ambos;2022;Demais meios especificados;18;0.25;0.25
GO;Goiás;Ambos;2022;Meios não especificados;27;0.37;0.36
GO;Goiás;Ambos;2023;Arma de fogo;831;11.42;11.04
GO;Goiás;Ambos;2023;Arma branca ou objeto contundente;475;6.53;6.27
GO;Goiás;Ambos;2023;Estrangulamento;23;0.32;0.31
GO;Goiás;Ambos;2023;Força corporal;58;0.8;0.79
GO;Goiás;Ambos;2023;Demais meios especificados;17;0.23;0.2
GO;Goiás;Ambos;2023;Meios não especificados;35;0.48;0.45
GO;Goiás;Ambos;2024;Arma de fogo;643;8.75;8.5
GO;Goiás;Ambos;2024;Arma branca ou objeto contundente;439;5.97;5.8
GO;Goiás;Ambos;2024;Estrangulamento;26;0.35;0.34
GO;Goiás;Ambos;2024;Força corporal;70;0.95;0.94
GO;Goiás;Ambos;2024;Demais meios especificados;22;0.3;0.27
GO;Goiás;Ambos;2024;Meios não especificados;22;0.3;0.3
GO;Goiás;Ambos;2025;Arma de fogo;545;7.34;7.27
GO;Goiás;Ambos;2025;Arma branca ou objeto contundente;426;5.74;5.58
GO;Goiás;Ambos;2025;Estrangulamento;22;0.3;0.29
GO;Goiás;Ambos;2025;Força corporal;73;0.98;0.96
GO;Goiás;Ambos;2025;Demais meios especificados;14;0.19;0.17
GO;Goiás;Ambos;2025;Meios não especificados;27;0.36;0.35
GO;Goiás;Homens;2000;Arma de fogo;633;24.76;23.43
GO;Goiás;Homens;2000;Arma branca ou objeto contundente;235;9.19;9.76
GO;Goiás;Homens;2000;Estrangulamento;4;0.16;0.28
GO;Goiás;Homens;2000;Força corporal;6;0.23;0.3
GO;Goiás;Homens;2000;Demais meios especificados;13;0.51;0.45
GO;Goiás;Homens;2000;Meios não especificados;46;1.8;2.01
GO;Goiás;Homens;2001;Arma de fogo;687;26.32;25.16
GO;Goiás;Homens;2001;Arma branca ou objeto contundente;270;10.35;10.47
GO;Goiás;Homens;2001;Estrangulamento;10;0.38;0.34
GO;Goiás;Homens;2001;Força corporal;11;0.42;0.51
GO;Goiás;Homens;2001;Demais meios especificados;21;0.8;0.86
GO;Goiás;Homens;2001;Meios não especificados;35;1.34;1.6
GO;Goiás;Homens;2002;Arma de fogo;817;30.68;28.6
GO;Goiás;Homens;2002;Arma branca ou objeto contundente;319;11.98;12.24
GO;Goiás;Homens;2002;Estrangulamento;9;0.34;0.42
GO;Goiás;Homens;2002;Força corporal;7;0.26;0.3
GO;Goiás;Homens;2002;Demais meios especificados;22;0.83;0.74
GO;Goiás;Homens;2002;Meios não especificados;49;1.84;1.92
GO;Goiás;Homens;2003;Arma de fogo;797;29.35;27.32
GO;Goiás;Homens;2003;Arma branca ou objeto contundente;303;11.16;11.24
GO;Goiás;Homens;2003;Estrangulamento;12;0.44;0.48
GO;Goiás;Homens;2003;Força corporal;4;0.15;0.16
GO;Goiás;Homens;2003;Demais meios especificados;37;1.36;1.39
GO;Goiás;Homens;2003;Meios não especificados;48;1.77;1.99
GO;Goiás;Homens;2004;Arma de fogo;937;33.85;30.85
GO;Goiás;Homens;2004;Arma branca ou objeto contundente;366;13.22;13.37
GO;Goiás;Homens;2004;Estrangulamento;13;0.47;0.58
GO;Goiás;Homens;2004;Força corporal;12;0.43;0.5
GO;Goiás;Homens;2004;Demais meios especificados;29;1.05;1.25
GO;Goiás;Homens;2004;Meios não especificados;20;0.72;0.71
GO;Goiás;Homens;2005;Arma de fogo;885;31.38;28.07
GO;Goiás;Homens;2005;Arma branca ou objeto contundente;343;12.16;11.77
GO;Goiás;Homens;2005;Estrangulamento;16;0.57;0.66
GO;Goiás;Homens;2005;Força corporal;8;0.28;0.26
GO;Goiás;Homens;2005;Demais meios especificados;45;1.6;1.6
GO;Goiás;Homens;2005;Meios não especificados;35;1.24;1.37
GO;Goiás;Homens;2006;Arma de fogo;913;31.78;28.93
GO;Goiás;Homens;2006;Arma branca ou objeto contundente;371;12.91;12.62
GO;Goiás;Homens;2006;Estrangulamento;12;0.42;0.6
GO;Goiás;Homens;2006;Força corporal;11;0.38;0.51
GO;Goiás;Homens;2006;Demais meios especificados;33;1.15;1.16
GO;Goiás;Homens;2006;Meios não especificados;23;0.8;0.9
GO;Goiás;Homens;2007;Arma de fogo;936;32.01;28.7
GO;Goiás;Homens;2007;Arma branca ou objeto contundente;354;12.11;11.88
GO;Goiás;Homens;2007;Estrangulamento;13;0.44;0.5
GO;Goiás;Homens;2007;Força corporal;19;0.65;0.79
GO;Goiás;Homens;2007;Demais meios especificados;29;0.99;1.06
GO;Goiás;Homens;2007;Meios não especificados;31;1.06;1
GO;Goiás;Homens;2008;Arma de fogo;1117;37.56;33.36
GO;Goiás;Homens;2008;Arma branca ou objeto contundente;417;14.02;13.77
GO;Goiás;Homens;2008;Estrangulamento;12;0.4;0.43
GO;Goiás;Homens;2008;Força corporal;17;0.57;0.65
GO;Goiás;Homens;2008;Demais meios especificados;28;0.94;0.89
GO;Goiás;Homens;2008;Meios não especificados;38;1.28;1.14
GO;Goiás;Homens;2009;Arma de fogo;1183;39.13;34.99
GO;Goiás;Homens;2009;Arma branca ou objeto contundente;433;14.32;13.93
GO;Goiás;Homens;2009;Estrangulamento;16;0.53;0.47
GO;Goiás;Homens;2009;Força corporal;21;0.69;0.72
GO;Goiás;Homens;2009;Demais meios especificados;42;1.39;1.36
GO;Goiás;Homens;2009;Meios não especificados;38;1.26;1.3
GO;Goiás;Homens;2010;Arma de fogo;1237;40.35;35.74
GO;Goiás;Homens;2010;Arma branca ou objeto contundente;455;14.84;14.49
GO;Goiás;Homens;2010;Estrangulamento;15;0.49;0.47
GO;Goiás;Homens;2010;Força corporal;22;0.72;0.72
GO;Goiás;Homens;2010;Demais meios especificados;33;1.08;1.06
GO;Goiás;Homens;2010;Meios não especificados;33;1.08;1
GO;Goiás;Homens;2011;Arma de fogo;1446;46.57;41.7
GO;Goiás;Homens;2011;Arma branca ou objeto contundente;451;14.52;13.76
GO;Goiás;Homens;2011;Estrangulamento;15;0.48;0.46
GO;Goiás;Homens;2011;Força corporal;24;0.77;0.84
GO;Goiás;Homens;2011;Demais meios especificados;43;1.38;1.52
GO;Goiás;Homens;2011;Meios não especificados;25;0.81;0.86
GO;Goiás;Homens;2012;Arma de fogo;1820;57.81;51.9
GO;Goiás;Homens;2012;Arma branca ou objeto contundente;597;18.96;18.28
GO;Goiás;Homens;2012;Estrangulamento;15;0.48;0.43
GO;Goiás;Homens;2012;Força corporal;35;1.11;1.05
GO;Goiás;Homens;2012;Demais meios especificados;25;0.79;0.84
GO;Goiás;Homens;2012;Meios não especificados;48;1.52;1.46
GO;Goiás;Homens;2013;Arma de fogo;1994;62.45;56.13
GO;Goiás;Homens;2013;Arma branca ou objeto contundente;584;18.29;17.61
GO;Goiás;Homens;2013;Estrangulamento;16;0.5;0.55
GO;Goiás;Homens;2013;Força corporal;44;1.38;1.49
GO;Goiás;Homens;2013;Demais meios especificados;37;1.16;1.04
GO;Goiás;Homens;2013;Meios não especificados;20;0.63;0.44
GO;Goiás;Homens;2014;Arma de fogo;1899;58.62;52.55
GO;Goiás;Homens;2014;Arma branca ou objeto contundente;559;17.26;16.74
GO;Goiás;Homens;2014;Estrangulamento;26;0.8;0.71
GO;Goiás;Homens;2014;Força corporal;43;1.33;1.26
GO;Goiás;Homens;2014;Demais meios especificados;36;1.11;1.03
GO;Goiás;Homens;2014;Meios não especificados;27;0.83;0.82
GO;Goiás;Homens;2015;Arma de fogo;2024;61.59;55.89
GO;Goiás;Homens;2015;Arma branca ou objeto contundente;590;17.95;17.12
GO;Goiás;Homens;2015;Estrangulamento;23;0.7;0.59
GO;Goiás;Homens;2015;Força corporal;35;1.07;1.06
GO;Goiás;Homens;2015;Demais meios especificados;27;0.82;0.77
GO;Goiás;Homens;2015;Meios não especificados;33;1;0.94
GO;Goiás;Homens;2016;Arma de fogo;2012;60.42;55.52
GO;Goiás;Homens;2016;Arma branca ou objeto contundente;649;19.49;18.65
GO;Goiás;Homens;2016;Estrangulamento;28;0.84;0.88
GO;Goiás;Homens;2016;Força corporal;48;1.44;1.5
GO;Goiás;Homens;2016;Demais meios especificados;18;0.54;0.5
GO;Goiás;Homens;2016;Meios não especificados;25;0.75;0.83
GO;Goiás;Homens;2017;Arma de fogo;1924;57.07;52.41
GO;Goiás;Homens;2017;Arma branca ou objeto contundente;551;16.34;15.8
GO;Goiás;Homens;2017;Estrangulamento;18;0.53;0.57
GO;Goiás;Homens;2017;Força corporal;52;1.54;1.51
GO;Goiás;Homens;2017;Demais meios especificados;13;0.39;0.39
GO;Goiás;Homens;2017;Meios não especificados;36;1.07;0.91
GO;Goiás;Homens;2018;Arma de fogo;1741;51.03;47.38
GO;Goiás;Homens;2018;Arma branca ou objeto contundente;493;14.45;14.07
GO;Goiás;Homens;2018;Estrangulamento;34;1;1
GO;Goiás;Homens;2018;Força corporal;49;1.44;1.44
GO;Goiás;Homens;2018;Demais meios especificados;24;0.7;0.67
GO;Goiás;Homens;2018;Meios não especificados;31;0.91;0.9
GO;Goiás;Homens;2019;Arma de fogo;1390;40.25;37.87
GO;Goiás;Homens;2019;Arma branca ou objeto contundente;420;12.16;11.84
GO;Goiás;Homens;2019;Estrangulamento;33;0.96;0.92
GO;Goiás;Homens;2019;Força corporal;45;1.3;1.34
GO;Goiás;Homens;2019;Demais meios especificados;11;0.32;0.28
GO;Goiás;Homens;2019;Meios não especificados;44;1.27;1.2
GO;Goiás;Homens;2020;Arma de fogo;1337;38.27;36.1
GO;Goiás;Homens;2020;Arma branca ou objeto contundente;424;12.14;11.72
GO;Goiás;Homens;2020;Estrangulamento;21;0.6;0.58
GO;Goiás;Homens;2020;Força corporal;45;1.29;1.28
GO;Goiás;Homens;2020;Demais meios especificados;15;0.43;0.42
GO;Goiás;Homens;2020;Meios não especificados;34;0.97;0.99
GO;Goiás;Homens;2021;Arma de fogo;960;27.22;25.93
GO;Goiás;Homens;2021;Arma branca ou objeto contundente;408;11.57;11.23
GO;Goiás;Homens;2021;Estrangulamento;16;0.45;0.46
GO;Goiás;Homens;2021;Força corporal;62;1.76;1.75
GO;Goiás;Homens;2021;Demais meios especificados;15;0.43;0.41
GO;Goiás;Homens;2021;Meios não especificados;36;1.02;1.05
GO;Goiás;Homens;2022;Arma de fogo;867;24.37;23.31
GO;Goiás;Homens;2022;Arma branca ou objeto contundente;399;11.21;10.68
GO;Goiás;Homens;2022;Estrangulamento;19;0.53;0.52
GO;Goiás;Homens;2022;Força corporal;57;1.6;1.59
GO;Goiás;Homens;2022;Demais meios especificados;10;0.28;0.29
GO;Goiás;Homens;2022;Meios não especificados;24;0.67;0.66
GO;Goiás;Homens;2023;Arma de fogo;786;21.88;20.96
GO;Goiás;Homens;2023;Arma branca ou objeto contundente;423;11.77;11.35
GO;Goiás;Homens;2023;Estrangulamento;11;0.31;0.31
GO;Goiás;Homens;2023;Força corporal;50;1.39;1.39
GO;Goiás;Homens;2023;Demais meios especificados;12;0.33;0.25
GO;Goiás;Homens;2023;Meios não especificados;32;0.89;0.86
GO;Goiás;Homens;2024;Arma de fogo;611;16.84;16.25
GO;Goiás;Homens;2024;Arma branca ou objeto contundente;370;10.2;9.94
GO;Goiás;Homens;2024;Estrangulamento;18;0.5;0.47
GO;Goiás;Homens;2024;Força corporal;62;1.71;1.71
GO;Goiás;Homens;2024;Demais meios especificados;16;0.44;0.41
GO;Goiás;Homens;2024;Meios não especificados;19;0.52;0.52
GO;Goiás;Homens;2025;Arma de fogo;516;14.08;13.77
GO;Goiás;Homens;2025;Arma branca ou objeto contundente;366;9.99;9.77
GO;Goiás;Homens;2025;Estrangulamento;13;0.35;0.36
GO;Goiás;Homens;2025;Força corporal;66;1.8;1.8
GO;Goiás;Homens;2025;Demais meios especificados;7;0.19;0.19
GO;Goiás;Homens;2025;Meios não especificados;25;0.68;0.67
GO;Goiás;Mulheres;2000;Arma de fogo;71;2.75;2.57
GO;Goiás;Mulheres;2000;Arma branca ou objeto contundente;45;1.74;1.75
GO;Goiás;Mulheres;2000;Estrangulamento;9;0.35;0.42
GO;Goiás;Mulheres;2000;Força corporal;1;0.04;0.03
GO;Goiás;Mulheres;2000;Demais meios especificados;6;0.23;0.26
GO;Goiás;Mulheres;2000;Meios não especificados;10;0.39;0.35
