Território;Nome do território;Sexo;Ano;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.);População
RO;Rondônia;Ambos;2017;8219;485.88;695.95;1691568
RO;Rondônia;Ambos;2018;8165;479.76;673.61;1701892
RO;Rondônia;Ambos;2019;8338;486.87;663.47;1712560
RO;Rondônia;Ambos;2020;10278;596.6;788.7;1722753
RO;Rondônia;Ambos;2021;14042;811.85;1042.89;1729622
RO;Rondônia;Ambos;2022;10277;592.45;755.7;1734648
RO;Rondônia;Ambos;2023;9974;573.13;708.63;1740255
RO;Rondônia;Ambos;2024;10097;578.22;693.45;1746227
RO;Rondônia;Ambos;2025;10465;597.33;695.13;1751950
RO;Rondônia;Homens;2000;3715;529.3;921.77;701873
RO;Rondônia;Homens;2001;3946;554.41;965.41;711747
RO;Rondônia;Homens;2002;3953;547.68;911.5;721774
RO;Rondônia;Homens;2003;4193;572.85;972.13;731957
RO;Rondônia;Homens;2004;4192;564.71;941.97;742324
RO;Rondônia;Homens;2005;4133;548.93;920.8;752919
RO;Rondônia;Homens;2006;3975;520.6;863.38;763543
RO;Rondônia;Homens;2007;3559;459.66;769.8;774263
RO;Rondônia;Homens;2008;4068;518.26;856.23;784941
RO;Rondônia;Homens;2009;4461;560.76;901.69;795534
RO;Rondônia;Homens;2010;4708;585.4;922.68;804234
RO;Rondônia;Homens;2011;4425;545.15;854.66;811709
RO;Rondônia;Homens;2012;4834;589.63;898.78;819843
RO;Rondônia;Homens;2013;4732;571.62;866.33;827821
RO;Rondônia;Homens;2014;4868;582.52;860.75;835681
RO;Rondônia;Homens;2015;4989;591.78;861.52;843047
RO;Rondônia;Homens;2016;5279;621.5;884.84;849394
RO;Rondônia;Homens;2017;5109;597.66;830.29;854840
RO;Rondônia;Homens;2018;5065;589.17;810.02;859688
RO;Rondônia;Homens;2019;5117;591.77;795.04;864690
RO;Rondônia;Homens;2020;6329;728.06;949.38;869295
RO;Rondônia;Homens;2021;8587;984.86;1257.34;871903
RO;Rondônia;Homens;2022;6328;724.42;921.65;873524
RO;Rondônia;Homens;2023;6110;697.75;862.92;875672
RO;Rondônia;Homens;2024;6179;703.68;848.01;878094
RO;Rondônia;Homens;2025;6364;722.86;851.48;880388
RO;Rondônia;Mulheres;2000;1878;278.37;578.63;674646
RO;Rondônia;Mulheres;2001;2061;300.67;624.23;685462
RO;Rondônia;Mulheres;2002;2067;296.84;628.68;696346
RO;Rondônia;Mulheres;2003;2117;299.29;612.9;707329
RO;Rondônia;Mulheres;2004;2117;294.66;618.62;718447
RO;Rondônia;Mulheres;2005;2104;288.34;579.4;729705
RO;Rondônia;Mulheres;2006;2075;280.04;563;740960
RO;Rondônia;Mulheres;2007;1987;264.19;512.78;752115
RO;Rondônia;Mulheres;2008;2214;290.11;554.08;763146
RO;Rondônia;Mulheres;2009;2369;305.97;565.63;774255
RO;Rondônia;Mulheres;2010;2510;320.31;579.96;783614
RO;Rondônia;Mulheres;2011;2582;326.16;575.8;791639
RO;Rondônia;Mulheres;2012;2762;345.24;598.03;800028
RO;Rondônia;Mulheres;2013;2764;342.01;579.52;808153
RO;Rondônia;Mulheres;2014;2782;340.85;555.55;816192
RO;Rondônia;Mulheres;2015;2955;358.68;574.67;823859
RO;Rondônia;Mulheres;2016;3060;368.37;571.08;830690
RO;Rondônia;Mulheres;2017;3102;370.73;558.27;836728
RO;Rondônia;Mulheres;2018;3090;366.89;534.21;842204
RO;Rondônia;Mulheres;2019;3212;378.83;529.61;847870
RO;Rondônia;Mulheres;2020;3945;462.24;626.5;853458
RO;Rondônia;Mulheres;2021;5453;635.76;828.65;857719
RO;Rondônia;Mulheres;2022;3948;458.47;591;861124
RO;Rondônia;Mulheres;2023;3861;446.57;556.42;864583
RO;Rondônia;Mulheres;2024;3912;450.62;541.69;868133
RO;Rondônia;Mulheres;2025;4095;469.85;542.4;871562
RR;Roraima;Ambos;2000;1329;391.11;725.93;339804
RR;Roraima;Ambos;2001;1200;338.53;659.34;354478
RR;Roraima;Ambos;2002;1252;339.44;694.32;368838
RR;Roraima;Ambos;2003;1351;352.86;721.97;382871
RR;Roraima;Ambos;2004;1408;355.08;689.51;396533
RR;Roraima;Ambos;2005;1440;351.34;711.24;409855
RR;Roraima;Ambos;2006;1509;357.12;706.16;422550
RR;Roraima;Ambos;2007;1494;343.62;675.97;434778
RR;Roraima;Ambos;2008;1481;331.39;648.1;446905
RR;Roraima;Ambos;2009;1536;334.85;640.47;458716
RR;Roraima;Ambos;2010;1640;348.94;681.12;469991
RR;Roraima;Ambos;2011;1599;332.1;657.8;481480
RR;Roraima;Ambos;2012;1783;361.02;685.61;493876
RR;Roraima;Ambos;2013;1947;384.01;684.05;507022
RR;Roraima;Ambos;2014;1954;375.36;690.97;520569
RR;Roraima;Ambos;2015;2091;391.29;701.1;534380
RR;Roraima;Ambos;2016;2157;393.45;689.05;548233
RR;Roraima;Ambos;2017;2461;436.34;760.67;564013
RR;Roraima;Ambos;2018;2787;474.39;779.85;587497
RR;Roraima;Ambos;2019;2779;449.59;738.61;618125
RR;Roraima;Ambos;2020;3580;558.52;951.92;640975
RR;Roraima;Ambos;2021;4306;657.43;1072.46;654972
RR;Roraima;Ambos;2022;3246;482.03;772.98;673404
RR;Roraima;Ambos;2023;3311;476.22;735.67;695270
RR;Roraima;Ambos;2024;3055;426.2;665.81;716793
RR;Roraima;Ambos;2025;3299;446.55;685.16;738772
RR;Roraima;Homens;2000;833;482.95;864.64;172483
RR;Roraima;Homens;2001;779;433.18;794.95;179833
RR;Roraima;Homens;2002;806;430.91;807.74;187046
RR;Roraima;Homens;2003;857;441.51;824.29;194105
RR;Roraima;Homens;2004;911;453.32;826.69;200964
RR;Roraima;Homens;2005;891;429.07;829.75;207658
RR;Roraima;Homens;2006;949;443.45;846.19;214005
RR;Roraima;Homens;2007;946;429.8;805.27;220102
RR;Roraima;Homens;2008;943;417.01;768.04;226136
RR;Roraima;Homens;2009;954;411.2;756.27;232002
RR;Roraima;Homens;2010;1051;442.35;830.97;237593
RR;Roraima;Homens;2011;1019;418.77;797.72;243330
RR;Roraima;Homens;2012;1110;444.75;812.38;249581
RR;Roraima;Homens;2013;1240;483.92;841.22;256242
RR;Roraima;Homens;2014;1226;465.98;817.97;263103
RR;Roraima;Homens;2015;1341;496.49;853.79;270095
RR;Roraima;Homens;2016;1353;488.3;817.2;277086
RR;Roraima;Homens;2017;1577;553.12;930.03;285108
RR;Roraima;Homens;2018;1716;577.12;913.77;297338
RR;Roraima;Homens;2019;1730;551.96;896.34;313426
RR;Roraima;Homens;2020;2198;675.9;1137.86;325195
RR;Roraima;Homens;2021;2641;795.31;1284;332072
RR;Roraima;Homens;2022;2029;594.32;950.21;341396
RR;Roraima;Homens;2023;1998;566.5;874.61;352693
RR;Roraima;Homens;2024;1808;496.91;774.66;363847
RR;Roraima;Homens;2025;1942;517.53;798.06;375246
RR;Roraima;Mulheres;2000;496;296.44;576.73;167321
RR;Roraima;Mulheres;2001;421;241.06;513.43;174645
RR;Roraima;Mulheres;2002;446;245.34;570.85;181792
RR;Roraima;Mulheres;2003;492;260.64;606.13;188766
RR;Roraima;Mulheres;2004;497;254.13;544.32;195569
RR;Roraima;Mulheres;2005;549;271.52;581.16;202197
RR;Roraima;Mulheres;2006;555;266.13;554.43;208545
RR;Roraima;Mulheres;2007;548;255.27;538.68;214676
RR;Roraima;Mulheres;2008;535;242.33;518.35;220769
RR;Roraima;Mulheres;2009;580;255.83;517.73;226714
RR;Roraima;Mulheres;2010;587;252.58;526.07;232398
RR;Roraima;Mulheres;2011;578;242.7;514.16;238150
RR;Roraima;Mulheres;2012;669;273.85;553.72;244295
RR;Roraima;Mulheres;2013;705;281.12;524.32;250780
RR;Roraima;Mulheres;2014;723;280.81;559.09;257466
RR;Roraima;Mulheres;2015;750;283.78;542.93;264285
RR;Roraima;Mulheres;2016;804;296.52;554.91;271147
RR;Roraima;Mulheres;2017;882;316.24;587.92;278905
RR;Roraima;Mulheres;2018;1068;368.07;639.54;290159
RR;Roraima;Mulheres;2019;1047;343.62;575.06;304699
RR;Roraima;Mulheres;2020;1376;435.75;760.73;315780
RR;Roraima;Mulheres;2021;1663;515.02;857.68;322900
RR;Roraima;Mulheres;2022;1217;366.56;593.24;332008
RR;Roraima;Mulheres;2023;1311;382.69;594.64;342577
RR;Roraima;Mulheres;2024;1243;352.18;554.95;352946
RR;Roraima;Mulheres;2025;1355;372.74;572.19;363526
RS;Rio Grande do Sul;Ambos;2000;67953;661.7;872.51;10269487
RS;Rio Grande do Sul;Ambos;2001;68296;659.7;855.96;10352540
RS;Rio Grande do Sul;Ambos;2002;69357;664.92;848.46;10430916
RS;Rio Grande do Sul;Ambos;2003;70534;671.47;840.38;10504486
RS;Rio Grande do Sul;Ambos;2004;72242;683.23;837.92;10573529
RS;Rio Grande do Sul;Ambos;2005;71229;669.53;805.68;10638582
RS;Rio Grande do Sul;Ambos;2006;72357;676.29;796.66;10699033
RS;Rio Grande do Sul;Ambos;2007;75305;700.44;808.78;10751080
RS;Rio Grande do Sul;Ambos;2008;73996;685.23;772.42;10798740
RS;Rio Grande do Sul;Ambos;2009;76788;708.05;782.04;10845002
RS;Rio Grande do Sul;Ambos;2010;77985;716.81;774.31;10879460
RS;Rio Grande do Sul;Ambos;2011;80148;734.74;775;10908380
RS;Rio Grande do Sul;Ambos;2012;79456;725.98;747.47;10944672
RS;Rio Grande do Sul;Ambos;2013;83016;755.72;760.34;10985031
RS;Rio Grande do Sul;Ambos;2014;82166;745.11;733.02;11027344
RS;Rio Grande do Sul;Ambos;2015;82349;743.85;715.36;11070711
RS;Rio Grande do Sul;Ambos;2016;87583;788.34;741.58;11109776
RS;Rio Grande do Sul;Ambos;2017;86241;774.08;712.32;11141074
RS;Rio Grande do Sul;Ambos;2018;88618;793.53;711.87;11167531
RS;Rio Grande do Sul;Ambos;2019;89238;797.17;698.53;11194346
RS;Rio Grande do Sul;Ambos;2020;92791;826.99;708.13;11220286
RS;Rio Grande do Sul;Ambos;2021;117722;1048.49;883.47;11227789
RS;Rio Grande do Sul;Ambos;2022;104096;927.73;763.66;11220506
RS;Rio Grande do Sul;Ambos;2023;93516;833.31;672.56;11222292
RS;Rio Grande do Sul;Ambos;2024;101480;903.66;708.11;11229915
RS;Rio Grande do Sul;Ambos;2025;95619;851.21;649.36;11233263
RS;Rio Grande do Sul;Homens;2000;38390;765.56;1121.22;5014652
RS;Rio Grande do Sul;Homens;2001;38741;766.65;1106.06;5053308
RS;Rio Grande do Sul;Homens;2002;38984;765.93;1090.34;5089771
RS;Rio Grande do Sul;Homens;2003;39817;777.08;1090.06;5123920
RS;Rio Grande do Sul;Homens;2004;40619;787.82;1085.26;5155877
RS;Rio Grande do Sul;Homens;2005;39884;769.07;1044.3;5185988
RS;Rio Grande do Sul;Homens;2006;40110;769.3;1023.49;5213799
RS;Rio Grande do Sul;Homens;2007;41600;794.29;1038.64;5237352
RS;Rio Grande do Sul;Homens;2008;41114;781.84;996.49;5258630
RS;Rio Grande do Sul;Homens;2009;42298;801.21;1003.8;5279293
RS;Rio Grande do Sul;Homens;2010;42624;805.15;988.88;5293913
RS;Rio Grande do Sul;Homens;2011;43557;820.91;988.99;5305914
RS;Rio Grande do Sul;Homens;2012;43159;810.89;949.71;5322394
RS;Rio Grande do Sul;Homens;2013;44958;841.69;965.57;5341424
RS;Rio Grande do Sul;Homens;2014;44719;834.06;933.76;5361628
RS;Rio Grande do Sul;Homens;2015;44413;825.16;903.95;5382339
RS;Rio Grande do Sul;Homens;2016;47326;876.29;939.82;5400714
RS;Rio Grande do Sul;Homens;2017;46763;863.59;905.01;5414984
RS;Rio Grande do Sul;Homens;2018;47700;878.96;900.42;5426874
RS;Rio Grande do Sul;Homens;2019;47236;868.39;868.39;5439509
RS;Rio Grande do Sul;Homens;2020;50001;917.17;895.1;5451684
RS;Rio Grande do Sul;Homens;2021;62940;1154.05;1101.94;5453858
RS;Rio Grande do Sul;Homens;2022;54638;1002.81;945.94;5448463
RS;Rio Grande do Sul;Homens;2023;49406;906.84;835.71;5448178
RS;Rio Grande do Sul;Homens;2024;53288;977.56;876.12;5451137
RS;Rio Grande do Sul;Homens;2025;49661;910.88;794.68;5451956
RS;Rio Grande do Sul;Mulheres;2000;29540;562.15;672.83;5254835
RS;Rio Grande do Sul;Mulheres;2001;29551;557.65;655.72;5299232
RS;Rio Grande do Sul;Mulheres;2002;30370;568.6;654.7;5341145
RS;Rio Grande do Sul;Mulheres;2003;30709;570.74;642.28;5380566
RS;Rio Grande do Sul;Mulheres;2004;31615;583.56;641.67;5417652
RS;Rio Grande do Sul;Mulheres;2005;31338;574.74;617.25;5452594
RS;Rio Grande do Sul;Mulheres;2006;32245;587.85;617.05;5485234
RS;Rio Grande do Sul;Mulheres;2007;33694;611.09;626.85;5513728
RS;Rio Grande do Sul;Mulheres;2008;32874;593.38;594.13;5540110
RS;Rio Grande do Sul;Mulheres;2009;34489;619.67;605.43;5565709
RS;Rio Grande do Sul;Mulheres;2010;35354;632.96;602.96;5585547
RS;Rio Grande do Sul;Mulheres;2011;36574;652.82;606.12;5602466
RS;Rio Grande do Sul;Mulheres;2012;36285;645.38;585.64;5622278
RS;Rio Grande do Sul;Mulheres;2013;38039;674.02;596.01;5643607
RS;Rio Grande do Sul;Mulheres;2014;37438;660.78;569.79;5665716
RS;Rio Grande do Sul;Mulheres;2015;37927;666.75;562.05;5688372
RS;Rio Grande do Sul;Mulheres;2016;40243;704.9;580.58;5709062
RS;Rio Grande do Sul;Mulheres;2017;39474;689.37;555.67;5726090
RS;Rio Grande do Sul;Mulheres;2018;40855;711.68;557.8;5740657
RS;Rio Grande do Sul;Mulheres;2019;41989;729.63;559.33;5754837
RS;Rio Grande do Sul;Mulheres;2020;42776;741.53;556.59;5768602
RS;Rio Grande do Sul;Mulheres;2021;54732;947.92;706.5;5773931
RS;Rio Grande do Sul;Mulheres;2022;49440;856.54;615.2;5772043
RS;Rio Grande do Sul;Mulheres;2023;44100;763.75;538.54;5774114
RS;Rio Grande do Sul;Mulheres;2024;48179;833.72;569.93;5778778
RS;Rio Grande do Sul;Mulheres;2025;45941;794.65;529.26;5781307
SC;Santa Catarina;Ambos;2000;28431;514.85;855.34;5522167
SC;Santa Catarina;Ambos;2001;28260;503.98;823.27;5607362
SC;Santa Catarina;Ambos;2002;28776;505.72;806.61;5690106
SC;Santa Catarina;Ambos;2003;29525;511.59;802.63;5771181
SC;Santa Catarina;Ambos;2004;30552;522.11;802.73;5851686
SC;Santa Catarina;Ambos;2005;29915;504.22;754.94;5932928
SC;Santa Catarina;Ambos;2006;30421;505.44;738.79;6018706
SC;Santa Catarina;Ambos;2007;32102;525.96;752.54;6103561
SC;Santa Catarina;Ambos;2008;31869;514.86;718.8;6189784
SC;Santa Catarina;Ambos;2009;33825;538.69;735.3;6279130
SC;Santa Catarina;Ambos;2010;34474;541.56;726.76;6365736
SC;Santa Catarina;Ambos;2011;35912;556.37;728.72;6454695
SC;Santa Catarina;Ambos;2012;35435;540.68;690.2;6553841
SC;Santa Catarina;Ambos;2013;36285;544.84;683.78;6659762
SC;Santa Catarina;Ambos;2014;37000;546.39;668.25;6771778
SC;Santa Catarina;Ambos;2015;37984;551.3;660.43;6889914
SC;Santa Catarina;Ambos;2016;40270;574.34;674.64;7011473
SC;Santa Catarina;Ambos;2017;39919;559.45;640.87;7135459
SC;Santa Catarina;Ambos;2018;41268;567.95;637.66;7266127
SC;Santa Catarina;Ambos;2019;42282;571.09;626.45;7403723
SC;Santa Catarina;Ambos;2020;46444;615.81;659.81;7541975
SC;Santa Catarina;Ambos;2021;59898;780.77;816.88;7671648
SC;Santa Catarina;Ambos;2022;51317;658.18;682.92;7796817
SC;Santa Catarina;Ambos;2023;48589;612.94;620.68;7927212
SC;Santa Catarina;Ambos;2024;52224;648.07;640.71;8058441
SC;Santa Catarina;Ambos;2025;51906;634.01;610.79;8186962
SC;Santa Catarina;Homens;2000;16645;606.2;1068.57;2745786
SC;Santa Catarina;Homens;2001;16710;599.59;1041.76;2786898
SC;Santa Catarina;Homens;2002;16932;598.99;1014.78;2826776
SC;Santa Catarina;Homens;2003;17467;609.49;1020.5;2865825
SC;Santa Catarina;Homens;2004;18018;620.31;1020.56;2904670
SC;Santa Catarina;Homens;2005;17500;594.42;954.74;2944070
SC;Santa Catarina;Homens;2006;17775;595.31;934.81;2985864
SC;Santa Catarina;Homens;2007;18809;621.32;958.66;3027247
SC;Santa Catarina;Homens;2008;18557;604.6;911.15;3069313
SC;Santa Catarina;Homens;2009;19632;630.67;929.76;3112892
SC;Santa Catarina;Homens;2010;19833;628.63;918.35;3154947
SC;Santa Catarina;Homens;2011;20650;645.67;920.3;3198244
SC;Santa Catarina;Homens;2012;20088;618.66;861.54;3246999
SC;Santa Catarina;Homens;2013;20597;624.28;860.59;3299343
SC;Santa Catarina;Homens;2014;20861;621.84;832.11;3354745
SC;Santa Catarina;Homens;2015;21516;630.38;831.3;3413163
SC;Santa Catarina;Homens;2016;22562;649.61;841.27;3473180
SC;Santa Catarina;Homens;2017;22379;633.2;800.15;3534295
SC;Santa Catarina;Homens;2018;22963;638.1;792.62;3598647
SC;Santa Catarina;Homens;2019;23412;638.55;775.23;3666428
SC;Santa Catarina;Homens;2020;26380;706.44;839.57;3734204
SC;Santa Catarina;Homens;2021;33471;881.5;1017.86;3797043
SC;Santa Catarina;Homens;2022;27956;724.65;835.1;3857840
SC;Santa Catarina;Homens;2023;26565;677.34;759.24;3921932
SC;Santa Catarina;Homens;2024;28329;710.61;778.38;3986582
SC;Santa Catarina;Homens;2025;28361;700.31;748.24;4049785
SC;Santa Catarina;Mulheres;2000;11783;424.4;670.42;2776381
SC;Santa Catarina;Mulheres;2001;11538;409.08;634.58;2820464
SC;Santa Catarina;Mulheres;2002;11838;413.43;626.25;2863330
SC;Santa Catarina;Mulheres;2003;12044;414.54;614.78;2905356
SC;Santa Catarina;Mulheres;2004;12525;425.01;615.35;2947016
SC;Santa Catarina;Mulheres;2005;12409;415.18;584.02;2988858
SC;Santa Catarina;Mulheres;2006;12640;416.77;571.78;3032842
SC;Santa Catarina;Mulheres;2007;13253;430.81;576.5;3076314
SC;Santa Catarina;Mulheres;2008;13284;425.7;554.32;3120471
SC;Santa Catarina;Mulheres;2009;14189;448.13;569.66;3166238
SC;Santa Catarina;Mulheres;2010;14637;455.87;565.31;3210789
SC;Santa Catarina;Mulheres;2011;15255;468.45;566.65;3256451
SC;Santa Catarina;Mulheres;2012;15336;463.77;545.07;3306842
SC;Santa Catarina;Mulheres;2013;15677;466.52;535.92;3360419
SC;Santa Catarina;Mulheres;2014;16133;472.13;528.41;3417033
SC;Santa Catarina;Mulheres;2015;16464;473.55;517.18;3476751
SC;Santa Catarina;Mulheres;2016;17697;500.16;534.06;3538293
SC;Santa Catarina;Mulheres;2017;17536;486.95;507.03;3601164
SC;Santa Catarina;Mulheres;2018;18303;499.06;507.78;3667480
SC;Santa Catarina;Mulheres;2019;18861;504.67;501.29;3737295
SC;Santa Catarina;Mulheres;2020;20054;526.66;510.93;3807771
SC;Santa Catarina;Mulheres;2021;26423;681.95;648.68;3874605
SC;Santa Catarina;Mulheres;2022;23354;592.9;554.35;3938977
SC;Santa Catarina;Mulheres;2023;22016;549.67;502.61;4005280
SC;Santa Catarina;Mulheres;2024;23880;586.46;522.84;4071859
SC;Santa Catarina;Mulheres;2025;23539;568.96;493.39;4137177
SE;Sergipe;Ambos;2000;9519;521.22;773.76;1826301
SE;Sergipe;Ambos;2001;9727;524.52;775.05;1854456
SE;Sergipe;Ambos;2002;9876;524.83;784.21;1881740
SE;Sergipe;Ambos;2003;9651;505.69;757.38;1908496
SE;Sergipe;Ambos;2004;9593;495.77;740.49;1934956
SE;Sergipe;Ambos;2005;9787;499.01;737.89;1961295
SE;Sergipe;Ambos;2006;9586;482.12;706.51;1988308
SE;Sergipe;Ambos;2007;9726;482.75;703.58;2014700
SE;Sergipe;Ambos;2008;10239;501.76;720.93;2040599
SE;Sergipe;Ambos;2009;10737;519.78;740.76;2065681
SE;Sergipe;Ambos;2010;10942;524.11;736.16;2087727
SE;Sergipe;Ambos;2011;11397;540.78;746.61;2107526
SE;Sergipe;Ambos;2012;11837;556.57;753.63;2126767
SE;Sergipe;Ambos;2013;12151;566.32;751.57;2145625
SE;Sergipe;Ambos;2014;12237;565.43;734.32;2164191
SE;Sergipe;Ambos;2015;13453;616.47;787.96;2182252
SE;Sergipe;Ambos;2016;13516;614.84;768.78;2198312
SE;Sergipe;Ambos;2017;13321;602.02;740.21;2212722
SE;Sergipe;Ambos;2018;13024;584.8;702.66;2227068
SE;Sergipe;Ambos;2019;13473;601.12;711.5;2241300
SE;Sergipe;Ambos;2020;15793;700.6;816.49;2254218
SE;Sergipe;Ambos;2021;16675;736.22;840.96;2264937
SE;Sergipe;Ambos;2022;14791;650.56;728.23;2273589
SE;Sergipe;Ambos;2023;14087;617.31;672.29;2281994
SE;Sergipe;Ambos;2024;14453;630.84;669.49;2291077
SE;Sergipe;Ambos;2025;14521;631.51;651.53;2299425
SE;Sergipe;Homens;2000;5331;598.88;923.96;890163
SE;Sergipe;Homens;2001;5470;605.25;925.66;903752
SE;Sergipe;Homens;2002;5636;614.73;948.21;916825
SE;Sergipe;Homens;2003;5455;586.82;916.44;929585
SE;Sergipe;Homens;2004;5494;583.13;909.92;942156
SE;Sergipe;Homens;2005;5631;589.86;916.56;954626
SE;Sergipe;Homens;2006;5458;564.2;864.11;967391
SE;Sergipe;Homens;2007;5551;566.53;867.49;979833
SE;Sergipe;Homens;2008;5827;587.41;891.29;991984
SE;Sergipe;Homens;2009;6161;613.85;925.63;1003670
SE;Sergipe;Homens;2010;6411;632.41;943.22;1013746
SE;Sergipe;Homens;2011;6542;639.72;940.77;1022634
SE;Sergipe;Homens;2012;6822;661.5;950.16;1031300
SE;Sergipe;Homens;2013;7105;683.28;962.2;1039835
SE;Sergipe;Homens;2014;7119;679.16;938.09;1048214
SE;Sergipe;Homens;2015;7900;747.9;1019.54;1056284
SE;Sergipe;Homens;2016;7996;752;999.01;1063293
SE;Sergipe;Homens;2017;7642;714.56;936.23;1069473
SE;Sergipe;Homens;2018;7524;699.44;899.63;1075717
SE;Sergipe;Homens;2019;7646;706.59;905.64;1082097
SE;Sergipe;Homens;2020;9120;838.43;1065;1087744
SE;Sergipe;Homens;2021;9486;868.58;1083.47;1092127
SE;Sergipe;Homens;2022;8333;760.66;931.26;1095492
SE;Sergipe;Homens;2023;7956;724.03;863.78;1098844
SE;Sergipe;Homens;2024;8025;727.8;850.68;1102645
SE;Sergipe;Homens;2025;8112;733.39;836.68;1106101
SE;Sergipe;Mulheres;2000;4163;444.7;641.24;936138
SE;Sergipe;Mulheres;2001;4248;446.83;642.84;950704
SE;Sergipe;Mulheres;2002;4235;438.9;641.08;964915
SE;Sergipe;Mulheres;2003;4194;428.44;620.2;978911
SE;Sergipe;Mulheres;2004;4094;412.37;594.45;992800
SE;Sergipe;Mulheres;2005;4154;412.65;585.37;1006669
SE;Sergipe;Mulheres;2006;4125;404.05;571.76;1020917
SE;Sergipe;Mulheres;2007;4165;402.47;563.59;1034867
SE;Sergipe;Mulheres;2008;4408;420.36;577.64;1048615
SE;Sergipe;Mulheres;2009;4569;430.22;583.28;1062011
SE;Sergipe;Mulheres;2010;4526;421.42;562.45;1073981
SE;Sergipe;Mulheres;2011;4849;446.96;583.63;1084892
SE;Sergipe;Mulheres;2012;5012;457.52;588.1;1095467
SE;Sergipe;Mulheres;2013;5044;456.14;573.88;1105790
SE;Sergipe;Mulheres;2014;5112;458.07;561.74;1115977
SE;Sergipe;Mulheres;2015;5547;492.64;593.71;1125968
SE;Sergipe;Mulheres;2016;5511;485.54;573.73;1135019
SE;Sergipe;Mulheres;2017;5676;496.48;573.02;1143249
SE;Sergipe;Mulheres;2018;5496;477.35;536.63;1151351
SE;Sergipe;Mulheres;2019;5817;501.81;550.35;1159203
SE;Sergipe;Mulheres;2020;6664;571.29;613.97;1166474
SE;Sergipe;Mulheres;2021;7177;611.95;642.58;1172810
SE;Sergipe;Mulheres;2022;6446;547.15;558.83;1178097
SE;Sergipe;Mulheres;2023;6122;517.43;514.78;1183150
SE;Sergipe;Mulheres;2024;6426;540.71;520.64;1188432
SE;Sergipe;Mulheres;2025;6407;536.9;501.78;1193324
SP;São Paulo;Ambos;2000;238959;628.61;905.49;38014008
SP;São Paulo;Ambos;2001;235987;612.91;872.71;38502642
SP;São Paulo;Ambos;2002;237741;609.9;858.26;38980013
SP;São Paulo;Ambos;2003;240253;609.05;845.3;39447490
SP;São Paulo;Ambos;2004;243984;611.36;837.4;39908453
SP;São Paulo;Ambos;2005;236456;585.79;787.28;40365600
SP;São Paulo;Ambos;2006;243955;597.71;789.23;40814959
SP;São Paulo;Ambos;2007;244653;593.07;769.19;41251684
SP;São Paulo;Ambos;2008;249247;597.96;759.53;41682646
SP;São Paulo;Ambos;2009;256627;609.49;758.27;42104896
SP;São Paulo;Ambos;2010;264951;623.81;761.75;42472858
SP;São Paulo;Ambos;2011;270367;631.59;754.07;42807026
SP;São Paulo;Ambos;2012;270432;626.55;731.65;43162273
SP;São Paulo;Ambos;2013;276980;636.44;728.18;43520300
SP;São Paulo;Ambos;2014;281624;641.9;719.2;43873200
SP;São Paulo;Ambos;2015;287645;650.52;714.37;44217931
SP;São Paulo;Ambos;2016;296359;665.52;715.67;44530110
SP;São Paulo;Ambos;2017;294753;657.8;692.09;44809066
SP;São Paulo;Ambos;2018;298313;662;680.49;45062167
SP;São Paulo;Ambos;2019;306190;675.82;679.12;45306139
SP;São Paulo;Ambos;2020;349635;768.04;755.61;45523191
SP;São Paulo;Ambos;2021;431616;945.45;912.83;45651915
SP;São Paulo;Ambos;2022;354056;774.11;734.96;45736978
SP;São Paulo;Ambos;2023;334303;729.11;677.29;45850570
SP;São Paulo;Ambos;2024;351616;764.83;692.61;45973194
SP;São Paulo;Ambos;2025;351314;762.37;671.66;46081801
SP;São Paulo;Homens;2000;142505;768.82;1162.98;18535513
SP;São Paulo;Homens;2001;140643;749.77;1124.55;18758265
SP;São Paulo;Homens;2002;140418;739.94;1102.82;18977032
SP;São Paulo;Homens;2003;141275;736.09;1088.52;19192753
SP;São Paulo;Homens;2004;141796;730.63;1075.56;19407303
SP;São Paulo;Homens;2005;136421;695.24;1009.66;19622113
SP;São Paulo;Homens;2006;139146;701.53;1006.77;19834604
SP;São Paulo;Homens;2007;138590;691.48;980.84;20042418
SP;São Paulo;Homens;2008;141078;696.73;971.19;20248478
SP;São Paulo;Homens;2009;144331;705.76;967.89;20450432
SP;São Paulo;Homens;2010;148212;718.62;971.45;20624626
SP;São Paulo;Homens;2011;150191;722.68;957.08;20782479
SP;São Paulo;Homens;2012;150315;717.38;930.62;20953205
SP;São Paulo;Homens;2013;153612;727.1;927.46;21126680
SP;São Paulo;Homens;2014;154639;726.07;908.28;21298034
SP;São Paulo;Homens;2015;156973;731.29;900.24;21465198
SP;São Paulo;Homens;2016;161454;746.94;902.38;21615376
SP;São Paulo;Homens;2017;158528;728.92;863.11;21748394
SP;São Paulo;Homens;2018;161197;737.14;853.58;21867909
SP;São Paulo;Homens;2019;164671;749.1;849.97;21982415
SP;São Paulo;Homens;2020;191235;866.06;962.6;22080913
SP;São Paulo;Homens;2021;235537;1064.31;1155.16;22130418
SP;São Paulo;Homens;2022;189108;853.44;923.38;22158315
SP;São Paulo;Homens;2023;177724;800.38;844.77;22205066
SP;São Paulo;Homens;2024;186265;836.84;862.05;22258143
SP;São Paulo;Homens;2025;185514;831.75;835.22;22304147
SP;São Paulo;Mulheres;2000;96451;495.17;686.24;19478495
