Território;Nome do território;Sexo;Ano;Subgrupo detalhado;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
DF;Distrito Federal;Homens;2022;Vias aéreas superiores;4;0.283;0.167
DF;Distrito Federal;Homens;2022;Crônicas das vias aéreas inferiores;472;33.439;23.423
DF;Distrito Federal;Homens;2022;Pulmonares por agentes externos;114;8.076;5.531
DF;Distrito Federal;Homens;2022;Interstício pulmonar;100;7.084;4.699
DF;Distrito Federal;Homens;2022;Necróticas e supurativas;6;0.425;0.24
DF;Distrito Federal;Homens;2022;Pleura;16;1.134;0.718
DF;Distrito Federal;Homens;2022;Outras do aparelho respiratório;26;1.842;1.086
DF;Distrito Federal;Homens;2023;Órgãos digestivos;494;34.83;45.85
DF;Distrito Federal;Homens;2023;"Pulmão, traqueia e brônquios";159;11.21;15.62
DF;Distrito Federal;Homens;2023;Mama feminina;3;0.21;0.29
DF;Distrito Federal;Homens;2023;Próstata;192;13.54;19.81
DF;Distrito Federal;Homens;2023;Demais localizações;543;38.29;49.38
DF;Distrito Federal;Homens;2023;Isquêmicas do coração;600;42.31;56.25
DF;Distrito Federal;Homens;2023;Cerebrovasculares;507;35.75;49.73
DF;Distrito Federal;Homens;2023;Demais cardiovasculares;653;46.05;61.13
DF;Distrito Federal;Homens;2023;Vias aéreas superiores;6;0.423;0.213
DF;Distrito Federal;Homens;2023;Crônicas das vias aéreas inferiores;420;29.616;19.857
DF;Distrito Federal;Homens;2023;Pulmonares por agentes externos;126;8.885;5.669
DF;Distrito Federal;Homens;2023;Interstício pulmonar;102;7.193;4.588
DF;Distrito Federal;Homens;2023;Necróticas e supurativas;12;0.846;0.408
DF;Distrito Federal;Homens;2023;Pleura;14;0.987;0.615
DF;Distrito Federal;Homens;2023;Outras do aparelho respiratório;22;1.551;0.931
DF;Distrito Federal;Homens;2024;Órgãos digestivos;592;41.55;52.38
DF;Distrito Federal;Homens;2024;"Pulmão, traqueia e brônquios";182;12.77;16.96
DF;Distrito Federal;Homens;2024;Mama feminina;2;0.14;0.15
DF;Distrito Federal;Homens;2024;Próstata;201;14.11;20.33
DF;Distrito Federal;Homens;2024;Demais localizações;551;38.67;48.02
DF;Distrito Federal;Homens;2024;Isquêmicas do coração;710;49.83;64.06
DF;Distrito Federal;Homens;2024;Cerebrovasculares;481;33.76;45.56
DF;Distrito Federal;Homens;2024;Demais cardiovasculares;890;62.46;80.26
DF;Distrito Federal;Homens;2024;Vias aéreas superiores;6;0.421;0.233
DF;Distrito Federal;Homens;2024;Crônicas das vias aéreas inferiores;408;28.634;18.45
DF;Distrito Federal;Homens;2024;Pulmonares por agentes externos;152;10.668;6.476
DF;Distrito Federal;Homens;2024;Interstício pulmonar;66;4.632;2.781
DF;Distrito Federal;Homens;2024;Necróticas e supurativas;6;0.421;0.219
DF;Distrito Federal;Homens;2024;Pleura;24;1.684;1.021
DF;Distrito Federal;Homens;2024;Outras do aparelho respiratório;32;2.246;1.33
DF;Distrito Federal;Homens;2025;Órgãos digestivos;578;40.39;49.17
DF;Distrito Federal;Homens;2025;"Pulmão, traqueia e brônquios";158;11.04;14.18
DF;Distrito Federal;Homens;2025;Mama feminina;5;0.35;0.47
DF;Distrito Federal;Homens;2025;Próstata;186;13;17.6
DF;Distrito Federal;Homens;2025;Demais localizações;567;39.62;48.46
DF;Distrito Federal;Homens;2025;Isquêmicas do coração;517;36.13;44.13
DF;Distrito Federal;Homens;2025;Cerebrovasculares;451;31.52;40.38
DF;Distrito Federal;Homens;2025;Demais cardiovasculares;878;61.36;76.62
DF;Distrito Federal;Homens;2025;Vias aéreas superiores;2;0.14;0.087
DF;Distrito Federal;Homens;2025;Crônicas das vias aéreas inferiores;438;30.608;18.667
DF;Distrito Federal;Homens;2025;Pulmonares por agentes externos;192;13.417;8.033
DF;Distrito Federal;Homens;2025;Interstício pulmonar;102;7.128;4.093
DF;Distrito Federal;Homens;2025;Necróticas e supurativas;8;0.559;0.316
DF;Distrito Federal;Homens;2025;Pleura;20;1.398;0.82
DF;Distrito Federal;Homens;2025;Outras do aparelho respiratório;30;2.096;1.231
DF;Distrito Federal;Mulheres;2000;Órgãos digestivos;188;16.55;36.36
DF;Distrito Federal;Mulheres;2000;"Pulmão, traqueia e brônquios";48;4.23;9.92
DF;Distrito Federal;Mulheres;2000;Mama feminina;115;10.13;19.19
DF;Distrito Federal;Mulheres;2000;Colo de útero;50;4.4;7.91
DF;Distrito Federal;Mulheres;2000;Demais localizações;259;22.8;46.45
DF;Distrito Federal;Mulheres;2000;Isquêmicas do coração;280;24.65;60.57
DF;Distrito Federal;Mulheres;2000;Cerebrovasculares;378;33.28;75.3
DF;Distrito Federal;Mulheres;2000;Demais cardiovasculares;408;35.92;83.52
DF;Distrito Federal;Mulheres;2000;Vias aéreas superiores;1;0.088;0.251
DF;Distrito Federal;Mulheres;2000;Crônicas das vias aéreas inferiores;103;9.069;21.821
DF;Distrito Federal;Mulheres;2000;Pulmonares por agentes externos;1;0.088;0.251
DF;Distrito Federal;Mulheres;2000;Interstício pulmonar;25;2.201;3.753
DF;Distrito Federal;Mulheres;2000;Necróticas e supurativas;1;0.088;0.224
DF;Distrito Federal;Mulheres;2000;Pleura;3;0.264;0.432
DF;Distrito Federal;Mulheres;2000;Outras do aparelho respiratório;14;1.233;2.643
DF;Distrito Federal;Mulheres;2001;Órgãos digestivos;200;17.13;38.08
DF;Distrito Federal;Mulheres;2001;"Pulmão, traqueia e brônquios";55;4.71;11
DF;Distrito Federal;Mulheres;2001;Mama feminina;111;9.51;17.19
DF;Distrito Federal;Mulheres;2001;Colo de útero;42;3.6;6.39
DF;Distrito Federal;Mulheres;2001;Demais localizações;293;25.09;49.41
DF;Distrito Federal;Mulheres;2001;Isquêmicas do coração;247;21.16;50.22
DF;Distrito Federal;Mulheres;2001;Cerebrovasculares;379;32.46;74.61
DF;Distrito Federal;Mulheres;2001;Demais cardiovasculares;444;38.03;83.63
DF;Distrito Federal;Mulheres;2001;Vias aéreas superiores;0;0;0
DF;Distrito Federal;Mulheres;2001;Crônicas das vias aéreas inferiores;115;9.85;24.279
DF;Distrito Federal;Mulheres;2001;Pulmonares por agentes externos;5;0.428;0.744
DF;Distrito Federal;Mulheres;2001;Interstício pulmonar;27;2.313;4.427
DF;Distrito Federal;Mulheres;2001;Necróticas e supurativas;0;0;0
DF;Distrito Federal;Mulheres;2001;Pleura;2;0.171;0.307
DF;Distrito Federal;Mulheres;2001;Outras do aparelho respiratório;21;1.799;3.433
DF;Distrito Federal;Mulheres;2002;Órgãos digestivos;207;17.29;37.14
DF;Distrito Federal;Mulheres;2002;"Pulmão, traqueia e brônquios";56;4.68;10.24
DF;Distrito Federal;Mulheres;2002;Mama feminina;98;8.18;15.02
DF;Distrito Federal;Mulheres;2002;Colo de útero;47;3.92;7
DF;Distrito Federal;Mulheres;2002;Demais localizações;309;25.8;49.74
DF;Distrito Federal;Mulheres;2002;Isquêmicas do coração;256;21.38;50.19
DF;Distrito Federal;Mulheres;2002;Cerebrovasculares;391;32.65;73.4
DF;Distrito Federal;Mulheres;2002;Demais cardiovasculares;487;40.67;91.3
DF;Distrito Federal;Mulheres;2002;Vias aéreas superiores;2;0.167;0.44
DF;Distrito Federal;Mulheres;2002;Crônicas das vias aéreas inferiores;108;9.018;21.09
DF;Distrito Federal;Mulheres;2002;Pulmonares por agentes externos;12;1.002;2.555
DF;Distrito Federal;Mulheres;2002;Interstício pulmonar;26;2.171;4.303
DF;Distrito Federal;Mulheres;2002;Necróticas e supurativas;1;0.084;0.2
DF;Distrito Federal;Mulheres;2002;Pleura;1;0.084;0.228
DF;Distrito Federal;Mulheres;2002;Outras do aparelho respiratório;14;1.169;2.578
DF;Distrito Federal;Mulheres;2003;Órgãos digestivos;233;19.01;38.88
DF;Distrito Federal;Mulheres;2003;"Pulmão, traqueia e brônquios";49;4;8.42
DF;Distrito Federal;Mulheres;2003;Mama feminina;132;10.77;19.71
DF;Distrito Federal;Mulheres;2003;Colo de útero;45;3.67;5.9
DF;Distrito Federal;Mulheres;2003;Demais localizações;262;21.37;39.49
DF;Distrito Federal;Mulheres;2003;Isquêmicas do coração;252;20.56;46.69
DF;Distrito Federal;Mulheres;2003;Cerebrovasculares;385;31.41;65.97
DF;Distrito Federal;Mulheres;2003;Demais cardiovasculares;473;38.59;81.39
DF;Distrito Federal;Mulheres;2003;Vias aéreas superiores;4;0.326;0.388
DF;Distrito Federal;Mulheres;2003;Crônicas das vias aéreas inferiores;220;17.948;19.021
DF;Distrito Federal;Mulheres;2003;Pulmonares por agentes externos;28;2.284;2.748
DF;Distrito Federal;Mulheres;2003;Interstício pulmonar;36;2.937;1.807
DF;Distrito Federal;Mulheres;2003;Necróticas e supurativas;0;0;0
DF;Distrito Federal;Mulheres;2003;Pleura;6;0.489;0.509
DF;Distrito Federal;Mulheres;2003;Outras do aparelho respiratório;20;1.632;1.497
DF;Distrito Federal;Mulheres;2004;Órgãos digestivos;216;17.25;35.69
DF;Distrito Federal;Mulheres;2004;"Pulmão, traqueia e brônquios";69;5.51;11.77
DF;Distrito Federal;Mulheres;2004;Mama feminina;116;9.26;16.7
DF;Distrito Federal;Mulheres;2004;Colo de útero;63;5.03;8.76
DF;Distrito Federal;Mulheres;2004;Demais localizações;311;24.84;45.54
DF;Distrito Federal;Mulheres;2004;Isquêmicas do coração;292;23.32;50.54
DF;Distrito Federal;Mulheres;2004;Cerebrovasculares;421;33.62;69.12
DF;Distrito Federal;Mulheres;2004;Demais cardiovasculares;551;44;92.24
DF;Distrito Federal;Mulheres;2004;Vias aéreas superiores;2;0.16;0.191
DF;Distrito Federal;Mulheres;2004;Crônicas das vias aéreas inferiores;262;20.924;22.066
DF;Distrito Federal;Mulheres;2004;Pulmonares por agentes externos;22;1.757;1.836
DF;Distrito Federal;Mulheres;2004;Interstício pulmonar;32;2.556;2.504
DF;Distrito Federal;Mulheres;2004;Necróticas e supurativas;0;0;0
DF;Distrito Federal;Mulheres;2004;Pleura;6;0.479;0.392
DF;Distrito Federal;Mulheres;2004;Outras do aparelho respiratório;32;2.556;2.66
DF;Distrito Federal;Mulheres;2005;Órgãos digestivos;234;18.33;36.79
DF;Distrito Federal;Mulheres;2005;"Pulmão, traqueia e brônquios";48;3.76;7.49
DF;Distrito Federal;Mulheres;2005;Mama feminina;126;9.87;17.22
DF;Distrito Federal;Mulheres;2005;Colo de útero;51;3.99;6.32
DF;Distrito Federal;Mulheres;2005;Demais localizações;286;22.4;39.94
DF;Distrito Federal;Mulheres;2005;Isquêmicas do coração;283;22.17;46.42
DF;Distrito Federal;Mulheres;2005;Cerebrovasculares;423;33.13;67.9
DF;Distrito Federal;Mulheres;2005;Demais cardiovasculares;553;43.31;89.73
DF;Distrito Federal;Mulheres;2005;Vias aéreas superiores;6;0.47;0.465
DF;Distrito Federal;Mulheres;2005;Crônicas das vias aéreas inferiores;266;20.834;21.141
DF;Distrito Federal;Mulheres;2005;Pulmonares por agentes externos;22;1.723;1.739
DF;Distrito Federal;Mulheres;2005;Interstício pulmonar;50;3.916;3.11
DF;Distrito Federal;Mulheres;2005;Necróticas e supurativas;2;0.157;0.178
DF;Distrito Federal;Mulheres;2005;Pleura;4;0.313;0.341
DF;Distrito Federal;Mulheres;2005;Outras do aparelho respiratório;30;2.35;2.105
DF;Distrito Federal;Mulheres;2006;Órgãos digestivos;237;18.23;34.5
DF;Distrito Federal;Mulheres;2006;"Pulmão, traqueia e brônquios";96;7.39;14.09
DF;Distrito Federal;Mulheres;2006;Mama feminina;158;12.16;20.17
DF;Distrito Federal;Mulheres;2006;Colo de útero;61;4.69;7.51
DF;Distrito Federal;Mulheres;2006;Demais localizações;337;25.93;45.88
DF;Distrito Federal;Mulheres;2006;Isquêmicas do coração;256;19.69;41.67
DF;Distrito Federal;Mulheres;2006;Cerebrovasculares;437;33.62;65.71
DF;Distrito Federal;Mulheres;2006;Demais cardiovasculares;530;40.77;81.25
DF;Distrito Federal;Mulheres;2006;Vias aéreas superiores;0;0;0
DF;Distrito Federal;Mulheres;2006;Crônicas das vias aéreas inferiores;230;17.695;17.861
DF;Distrito Federal;Mulheres;2006;Pulmonares por agentes externos;42;3.231;3.058
DF;Distrito Federal;Mulheres;2006;Interstício pulmonar;28;2.154;1.893
DF;Distrito Federal;Mulheres;2006;Necróticas e supurativas;10;0.769;0.665
DF;Distrito Federal;Mulheres;2006;Pleura;2;0.154;0.172
DF;Distrito Federal;Mulheres;2006;Outras do aparelho respiratório;30;2.308;1.917
DF;Distrito Federal;Mulheres;2007;Órgãos digestivos;256;19.38;36.29
DF;Distrito Federal;Mulheres;2007;"Pulmão, traqueia e brônquios";65;4.92;9.11
DF;Distrito Federal;Mulheres;2007;Mama feminina;138;10.45;17.16
DF;Distrito Federal;Mulheres;2007;Colo de útero;60;4.54;7.44
DF;Distrito Federal;Mulheres;2007;Demais localizações;371;28.09;48.74
DF;Distrito Federal;Mulheres;2007;Isquêmicas do coração;239;18.09;36.08
DF;Distrito Federal;Mulheres;2007;Cerebrovasculares;443;33.54;63.68
DF;Distrito Federal;Mulheres;2007;Demais cardiovasculares;569;43.08;82.05
DF;Distrito Federal;Mulheres;2007;Vias aéreas superiores;0;0;0
DF;Distrito Federal;Mulheres;2007;Crônicas das vias aéreas inferiores;254;19.23;18.25
DF;Distrito Federal;Mulheres;2007;Pulmonares por agentes externos;32;2.423;2.397
DF;Distrito Federal;Mulheres;2007;Interstício pulmonar;50;3.785;3.286
DF;Distrito Federal;Mulheres;2007;Necróticas e supurativas;4;0.303;0.225
DF;Distrito Federal;Mulheres;2007;Pleura;2;0.151;0.158
DF;Distrito Federal;Mulheres;2007;Outras do aparelho respiratório;28;2.12;1.811
DF;Distrito Federal;Mulheres;2008;Órgãos digestivos;286;21.34;37.67
DF;Distrito Federal;Mulheres;2008;"Pulmão, traqueia e brônquios";82;6.12;11.4
DF;Distrito Federal;Mulheres;2008;Mama feminina;144;10.74;17.45
DF;Distrito Federal;Mulheres;2008;Colo de útero;56;4.18;5.97
DF;Distrito Federal;Mulheres;2008;Demais localizações;342;25.52;41.82
DF;Distrito Federal;Mulheres;2008;Isquêmicas do coração;263;19.62;37.33
DF;Distrito Federal;Mulheres;2008;Cerebrovasculares;454;33.87;62.99
DF;Distrito Federal;Mulheres;2008;Demais cardiovasculares;600;44.77;83.14
DF;Distrito Federal;Mulheres;2008;Vias aéreas superiores;2;0.149;0.057
DF;Distrito Federal;Mulheres;2008;Crônicas das vias aéreas inferiores;250;18.653;17.726
DF;Distrito Federal;Mulheres;2008;Pulmonares por agentes externos;38;2.835;2.501
DF;Distrito Federal;Mulheres;2008;Interstício pulmonar;40;2.984;2.151
DF;Distrito Federal;Mulheres;2008;Necróticas e supurativas;0;0;0
DF;Distrito Federal;Mulheres;2008;Pleura;4;0.298;0.291
DF;Distrito Federal;Mulheres;2008;Outras do aparelho respiratório;22;1.641;1.308
DF;Distrito Federal;Mulheres;2009;Órgãos digestivos;278;20.46;35.05
DF;Distrito Federal;Mulheres;2009;"Pulmão, traqueia e brônquios";73;5.37;9.49
DF;Distrito Federal;Mulheres;2009;Mama feminina;151;11.11;16.81
DF;Distrito Federal;Mulheres;2009;Colo de útero;62;4.56;6.91
DF;Distrito Federal;Mulheres;2009;Demais localizações;360;26.49;42.48
DF;Distrito Federal;Mulheres;2009;Isquêmicas do coração;312;22.96;42.48
DF;Distrito Federal;Mulheres;2009;Cerebrovasculares;453;33.33;60.54
DF;Distrito Federal;Mulheres;2009;Demais cardiovasculares;608;44.74;80.84
DF;Distrito Federal;Mulheres;2009;Vias aéreas superiores;0;0;0
DF;Distrito Federal;Mulheres;2009;Crônicas das vias aéreas inferiores;302;22.222;19.923
DF;Distrito Federal;Mulheres;2009;Pulmonares por agentes externos;36;2.649;2.532
DF;Distrito Federal;Mulheres;2009;Interstício pulmonar;38;2.796;2.282
DF;Distrito Federal;Mulheres;2009;Necróticas e supurativas;6;0.441;0.402
DF;Distrito Federal;Mulheres;2009;Pleura;0;0;0
DF;Distrito Federal;Mulheres;2009;Outras do aparelho respiratório;24;1.766;1.391
DF;Distrito Federal;Mulheres;2010;Órgãos digestivos;317;23.04;38.12
DF;Distrito Federal;Mulheres;2010;"Pulmão, traqueia e brônquios";78;5.67;9.67
DF;Distrito Federal;Mulheres;2010;Mama feminina;161;11.7;17.64
DF;Distrito Federal;Mulheres;2010;Colo de útero;68;4.94;6.85
DF;Distrito Federal;Mulheres;2010;Demais localizações;361;26.24;41.25
DF;Distrito Federal;Mulheres;2010;Isquêmicas do coração;297;21.59;38.95
DF;Distrito Federal;Mulheres;2010;Cerebrovasculares;488;35.47;62.47
DF;Distrito Federal;Mulheres;2010;Demais cardiovasculares;619;44.99;78.48
DF;Distrito Federal;Mulheres;2010;Vias aéreas superiores;4;0.291;0.217
DF;Distrito Federal;Mulheres;2010;Crônicas das vias aéreas inferiores;284;20.641;18.416
DF;Distrito Federal;Mulheres;2010;Pulmonares por agentes externos;36;2.617;2.386
DF;Distrito Federal;Mulheres;2010;Interstício pulmonar;44;3.198;2.379
DF;Distrito Federal;Mulheres;2010;Necróticas e supurativas;4;0.291;0.196
DF;Distrito Federal;Mulheres;2010;Pleura;4;0.291;0.159
DF;Distrito Federal;Mulheres;2010;Outras do aparelho respiratório;18;1.308;1.121
DF;Distrito Federal;Mulheres;2011;Órgãos digestivos;301;21.63;34.74
DF;Distrito Federal;Mulheres;2011;"Pulmão, traqueia e brônquios";98;7.04;11.61
DF;Distrito Federal;Mulheres;2011;Mama feminina;171;12.29;17.77
DF;Distrito Federal;Mulheres;2011;Colo de útero;63;4.53;6.18
DF;Distrito Federal;Mulheres;2011;Demais localizações;417;29.97;45.49
DF;Distrito Federal;Mulheres;2011;Isquêmicas do coração;319;22.93;39.33
DF;Distrito Federal;Mulheres;2011;Cerebrovasculares;444;31.91;53.12
DF;Distrito Federal;Mulheres;2011;Demais cardiovasculares;620;44.56;73.72
DF;Distrito Federal;Mulheres;2011;Vias aéreas superiores;4;0.287;0.209
DF;Distrito Federal;Mulheres;2011;Crônicas das vias aéreas inferiores;376;27.024;22.625
DF;Distrito Federal;Mulheres;2011;Pulmonares por agentes externos;58;4.169;3.68
DF;Distrito Federal;Mulheres;2011;Interstício pulmonar;58;4.169;3.431
DF;Distrito Federal;Mulheres;2011;Necróticas e supurativas;6;0.431;0.217
DF;Distrito Federal;Mulheres;2011;Pleura;2;0.144;0.131
DF;Distrito Federal;Mulheres;2011;Outras do aparelho respiratório;20;1.437;1.009
DF;Distrito Federal;Mulheres;2012;Órgãos digestivos;313;22.24;34.32
DF;Distrito Federal;Mulheres;2012;"Pulmão, traqueia e brônquios";119;8.46;13.15
DF;Distrito Federal;Mulheres;2012;Mama feminina;189;13.43;19.21
DF;Distrito Federal;Mulheres;2012;Colo de útero;70;4.97;6.69
DF;Distrito Federal;Mulheres;2012;Demais localizações;377;26.79;39.98
DF;Distrito Federal;Mulheres;2012;Isquêmicas do coração;297;21.11;34.9
DF;Distrito Federal;Mulheres;2012;Cerebrovasculares;463;32.9;52.91
DF;Distrito Federal;Mulheres;2012;Demais cardiovasculares;655;46.55;74.9
DF;Distrito Federal;Mulheres;2012;Vias aéreas superiores;2;0.142;0.123
DF;Distrito Federal;Mulheres;2012;Crônicas das vias aéreas inferiores;366;26.009;21.045
DF;Distrito Federal;Mulheres;2012;Pulmonares por agentes externos;56;3.98;3.21
DF;Distrito Federal;Mulheres;2012;Interstício pulmonar;42;2.985;2.302
DF;Distrito Federal;Mulheres;2012;Necróticas e supurativas;2;0.142;0.123
DF;Distrito Federal;Mulheres;2012;Pleura;8;0.569;0.481
DF;Distrito Federal;Mulheres;2012;Outras do aparelho respiratório;10;0.711;0.509
DF;Distrito Federal;Mulheres;2013;Órgãos digestivos;321;22.55;33.82
DF;Distrito Federal;Mulheres;2013;"Pulmão, traqueia e brônquios";112;7.87;12.16
DF;Distrito Federal;Mulheres;2013;Mama feminina;224;15.74;21.57
DF;Distrito Federal;Mulheres;2013;Colo de útero;84;5.9;7.38
DF;Distrito Federal;Mulheres;2013;Demais localizações;381;26.77;38.12
DF;Distrito Federal;Mulheres;2013;Isquêmicas do coração;353;24.8;39.47
DF;Distrito Federal;Mulheres;2013;Cerebrovasculares;479;33.65;52.22
DF;Distrito Federal;Mulheres;2013;Demais cardiovasculares;616;43.28;66.05
DF;Distrito Federal;Mulheres;2013;Vias aéreas superiores;4;0.281;0.166
DF;Distrito Federal;Mulheres;2013;Crônicas das vias aéreas inferiores;374;26.277;20.056
DF;Distrito Federal;Mulheres;2013;Pulmonares por agentes externos;48;3.372;2.572
DF;Distrito Federal;Mulheres;2013;Interstício pulmonar;48;3.372;2.405
DF;Distrito Federal;Mulheres;2013;Necróticas e supurativas;4;0.281;0.237
DF;Distrito Federal;Mulheres;2013;Pleura;14;0.984;0.57
DF;Distrito Federal;Mulheres;2013;Outras do aparelho respiratório;14;0.984;0.766
DF;Distrito Federal;Mulheres;2014;Órgãos digestivos;336;23.34;33.38
DF;Distrito Federal;Mulheres;2014;"Pulmão, traqueia e brônquios";128;8.89;12.96
DF;Distrito Federal;Mulheres;2014;Mama feminina;219;15.21;19.88
DF;Distrito Federal;Mulheres;2014;Colo de útero;83;5.77;7.02
DF;Distrito Federal;Mulheres;2014;Demais localizações;421;29.25;39.98
DF;Distrito Federal;Mulheres;2014;Isquêmicas do coração;376;26.12;39.85
DF;Distrito Federal;Mulheres;2014;Cerebrovasculares;483;33.55;50.03
DF;Distrito Federal;Mulheres;2014;Demais cardiovasculares;617;42.86;63.23
DF;Distrito Federal;Mulheres;2014;Vias aéreas superiores;6;0.417;0.2
DF;Distrito Federal;Mulheres;2014;Crônicas das vias aéreas inferiores;416;28.9;21.697
DF;Distrito Federal;Mulheres;2014;Pulmonares por agentes externos;62;4.307;3.316
DF;Distrito Federal;Mulheres;2014;Interstício pulmonar;66;4.585;3.323
DF;Distrito Federal;Mulheres;2014;Necróticas e supurativas;4;0.278;0.153
DF;Distrito Federal;Mulheres;2014;Pleura;2;0.139;0.109
DF;Distrito Federal;Mulheres;2014;Outras do aparelho respiratório;28;1.945;1.394
DF;Distrito Federal;Mulheres;2015;Órgãos digestivos;388;26.66;36.76
DF;Distrito Federal;Mulheres;2015;"Pulmão, traqueia e brônquios";114;7.83;11.24
DF;Distrito Federal;Mulheres;2015;Mama feminina;210;14.43;18.63
DF;Distrito Federal;Mulheres;2015;Colo de útero;91;6.25;7.55
DF;Distrito Federal;Mulheres;2015;Demais localizações;458;31.47;41.68
DF;Distrito Federal;Mulheres;2015;Isquêmicas do coração;328;22.54;33.14
DF;Distrito Federal;Mulheres;2015;Cerebrovasculares;511;35.11;50.35
DF;Distrito Federal;Mulheres;2015;Demais cardiovasculares;644;44.25;63.49
DF;Distrito Federal;Mulheres;2015;Vias aéreas superiores;2;0.137;0.094
DF;Distrito Federal;Mulheres;2015;Crônicas das vias aéreas inferiores;366;25.147;17.944
DF;Distrito Federal;Mulheres;2015;Pulmonares por agentes externos;40;2.748;1.957
DF;Distrito Federal;Mulheres;2015;Interstício pulmonar;44;3.023;2.074
DF;Distrito Federal;Mulheres;2015;Necróticas e supurativas;6;0.412;0.238
DF;Distrito Federal;Mulheres;2015;Pleura;10;0.687;0.506
DF;Distrito Federal;Mulheres;2015;Outras do aparelho respiratório;20;1.374;0.871
DF;Distrito Federal;Mulheres;2016;Órgãos digestivos;356;24.21;31.84
DF;Distrito Federal;Mulheres;2016;"Pulmão, traqueia e brônquios";135;9.18;12.62
DF;Distrito Federal;Mulheres;2016;Mama feminina;196;13.33;16.67
DF;Distrito Federal;Mulheres;2016;Colo de útero;92;6.26;7.02
DF;Distrito Federal;Mulheres;2016;Demais localizações;441;29.99;38.57
DF;Distrito Federal;Mulheres;2016;Isquêmicas do coração;373;25.36;35.23
DF;Distrito Federal;Mulheres;2016;Cerebrovasculares;544;36.99;50.83
DF;Distrito Federal;Mulheres;2016;Demais cardiovasculares;543;36.92;50.13
DF;Distrito Federal;Mulheres;2016;Vias aéreas superiores;4;0.272;0.201
DF;Distrito Federal;Mulheres;2016;Crônicas das vias aéreas inferiores;384;26.113;18.162
DF;Distrito Federal;Mulheres;2016;Pulmonares por agentes externos;68;4.624;3.214
DF;Distrito Federal;Mulheres;2016;Interstício pulmonar;58;3.944;2.513
DF;Distrito Federal;Mulheres;2016;Necróticas e supurativas;8;0.544;0.356
DF;Distrito Federal;Mulheres;2016;Pleura;12;0.816;0.531
DF;Distrito Federal;Mulheres;2016;Outras do aparelho respiratório;20;1.36;0.794
DF;Distrito Federal;Mulheres;2017;Órgãos digestivos;391;26.34;33.47
DF;Distrito Federal;Mulheres;2017;"Pulmão, traqueia e brônquios";141;9.5;12.32
DF;Distrito Federal;Mulheres;2017;Mama feminina;197;13.27;15.55
DF;Distrito Federal;Mulheres;2017;Colo de útero;95;6.4;7.12
DF;Distrito Federal;Mulheres;2017;Demais localizações;444;29.9;37.64
DF;Distrito Federal;Mulheres;2017;Isquêmicas do coração;470;31.66;42.24
DF;Distrito Federal;Mulheres;2017;Cerebrovasculares;606;40.82;53.99
DF;Distrito Federal;Mulheres;2017;Demais cardiovasculares;553;37.25;49.34
DF;Distrito Federal;Mulheres;2017;Vias aéreas superiores;0;0;0
DF;Distrito Federal;Mulheres;2017;Crônicas das vias aéreas inferiores;0;0;0
DF;Distrito Federal;Mulheres;2017;Pulmonares por agentes externos;0;0;0
DF;Distrito Federal;Mulheres;2017;Interstício pulmonar;0;0;0
DF;Distrito Federal;Mulheres;2017;Necróticas e supurativas;0;0;0
DF;Distrito Federal;Mulheres;2017;Pleura;0;0;0
DF;Distrito Federal;Mulheres;2017;Outras do aparelho respiratório;0;0;0
DF;Distrito Federal;Mulheres;2018;Órgãos digestivos;385;25.7;31.71
DF;Distrito Federal;Mulheres;2018;"Pulmão, traqueia e brônquios";145;9.68;12.05
DF;Distrito Federal;Mulheres;2018;Mama feminina;263;17.56;19.94
DF;Distrito Federal;Mulheres;2018;Colo de útero;90;6.01;6.61
DF;Distrito Federal;Mulheres;2018;Demais localizações;462;30.84;37.18
DF;Distrito Federal;Mulheres;2018;Isquêmicas do coração;456;30.44;38.76
DF;Distrito Federal;Mulheres;2018;Cerebrovasculares;529;35.31;44.52
DF;Distrito Federal;Mulheres;2018;Demais cardiovasculares;485;32.38;40.59
DF;Distrito Federal;Mulheres;2018;Vias aéreas superiores;8;0.534;0.245
DF;Distrito Federal;Mulheres;2018;Crônicas das vias aéreas inferiores;494;32.977;21.203
DF;Distrito Federal;Mulheres;2018;Pulmonares por agentes externos;58;3.872;2.442
DF;Distrito Federal;Mulheres;2018;Interstício pulmonar;72;4.806;2.863
DF;Distrito Federal;Mulheres;2018;Necróticas e supurativas;0;0;0
DF;Distrito Federal;Mulheres;2018;Pleura;0;0;0
DF;Distrito Federal;Mulheres;2018;Outras do aparelho respiratório;12;0.801;0.491
DF;Distrito Federal;Mulheres;2019;Órgãos digestivos;417;27.6;32.36
DF;Distrito Federal;Mulheres;2019;"Pulmão, traqueia e brônquios";141;9.33;11.45
DF;Distrito Federal;Mulheres;2019;Mama feminina;250;16.55;18.62
DF;Distrito Federal;Mulheres;2019;Colo de útero;74;4.9;5.41
DF;Distrito Federal;Mulheres;2019;Demais localizações;527;34.88;40.76
DF;Distrito Federal;Mulheres;2019;Isquêmicas do coração;381;25.22;30.46
DF;Distrito Federal;Mulheres;2019;Cerebrovasculares;521;34.48;41.31
DF;Distrito Federal;Mulheres;2019;Demais cardiovasculares;570;37.72;45.48
DF;Distrito Federal;Mulheres;2019;Vias aéreas superiores;0;0;0
DF;Distrito Federal;Mulheres;2019;Crônicas das vias aéreas inferiores;0;0;0
