Território;Nome do território;Sexo;Ano;Subgrupo detalhado;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
SC;Santa Catarina;Mulheres;2013;Colo de útero;146;4.34;4.65
SC;Santa Catarina;Mulheres;2013;Demais localizações;1219;36.28;41.24
SC;Santa Catarina;Mulheres;2013;Isquêmicas do coração;1316;39.16;45.74
SC;Santa Catarina;Mulheres;2013;Cerebrovasculares;1374;40.89;47.93
SC;Santa Catarina;Mulheres;2013;Demais cardiovasculares;2185;65.02;76.62
SC;Santa Catarina;Mulheres;2013;Vias aéreas superiores;0;0;0
SC;Santa Catarina;Mulheres;2013;Crônicas das vias aéreas inferiores;0;0;0
SC;Santa Catarina;Mulheres;2013;Pulmonares por agentes externos;0;0;0
SC;Santa Catarina;Mulheres;2013;Interstício pulmonar;0;0;0
SC;Santa Catarina;Mulheres;2013;Necróticas e supurativas;0;0;0
SC;Santa Catarina;Mulheres;2013;Pleura;0;0;0
SC;Santa Catarina;Mulheres;2013;Outras do aparelho respiratório;0;0;0
SC;Santa Catarina;Mulheres;2014;Órgãos digestivos;970;28.39;31.98
SC;Santa Catarina;Mulheres;2014;"Pulmão, traqueia e brônquios";450;13.17;14.63
SC;Santa Catarina;Mulheres;2014;Mama feminina;532;15.57;16.81
SC;Santa Catarina;Mulheres;2014;Colo de útero;166;4.86;5.13
SC;Santa Catarina;Mulheres;2014;Demais localizações;1177;34.45;38.12
SC;Santa Catarina;Mulheres;2014;Isquêmicas do coração;1255;36.73;41.95
SC;Santa Catarina;Mulheres;2014;Cerebrovasculares;1562;45.71;52.16
SC;Santa Catarina;Mulheres;2014;Demais cardiovasculares;2170;63.51;72.73
SC;Santa Catarina;Mulheres;2014;Vias aéreas superiores;2;0.059;0.027
SC;Santa Catarina;Mulheres;2014;Crônicas das vias aéreas inferiores;1518;44.425;25.266
SC;Santa Catarina;Mulheres;2014;Pulmonares por agentes externos;192;5.619;3.195
SC;Santa Catarina;Mulheres;2014;Interstício pulmonar;150;4.39;2.424
SC;Santa Catarina;Mulheres;2014;Necróticas e supurativas;16;0.468;0.255
SC;Santa Catarina;Mulheres;2014;Pleura;26;0.761;0.426
SC;Santa Catarina;Mulheres;2014;Outras do aparelho respiratório;198;5.795;3.289
SC;Santa Catarina;Mulheres;2015;Órgãos digestivos;1017;29.25;32.02
SC;Santa Catarina;Mulheres;2015;"Pulmão, traqueia e brônquios";435;12.51;13.56
SC;Santa Catarina;Mulheres;2015;Mama feminina;567;16.31;17.32
SC;Santa Catarina;Mulheres;2015;Colo de útero;156;4.49;4.67
SC;Santa Catarina;Mulheres;2015;Demais localizações;1368;39.35;42.56
SC;Santa Catarina;Mulheres;2015;Isquêmicas do coração;1344;38.66;42.87
SC;Santa Catarina;Mulheres;2015;Cerebrovasculares;1406;40.44;45.05
SC;Santa Catarina;Mulheres;2015;Demais cardiovasculares;2401;69.06;76.76
SC;Santa Catarina;Mulheres;2015;Vias aéreas superiores;2;0.058;0.029
SC;Santa Catarina;Mulheres;2015;Crônicas das vias aéreas inferiores;1612;46.365;25.803
SC;Santa Catarina;Mulheres;2015;Pulmonares por agentes externos;170;4.89;2.742
SC;Santa Catarina;Mulheres;2015;Interstício pulmonar;140;4.027;2.19
SC;Santa Catarina;Mulheres;2015;Necróticas e supurativas;22;0.633;0.342
SC;Santa Catarina;Mulheres;2015;Pleura;30;0.863;0.49
SC;Santa Catarina;Mulheres;2015;Outras do aparelho respiratório;180;5.177;2.86
SC;Santa Catarina;Mulheres;2016;Órgãos digestivos;1092;30.86;32.97
SC;Santa Catarina;Mulheres;2016;"Pulmão, traqueia e brônquios";484;13.68;14.49
SC;Santa Catarina;Mulheres;2016;Mama feminina;585;16.53;17.1
SC;Santa Catarina;Mulheres;2016;Colo de útero;171;4.83;4.99
SC;Santa Catarina;Mulheres;2016;Demais localizações;1346;38.04;40.21
SC;Santa Catarina;Mulheres;2016;Isquêmicas do coração;1414;39.96;43.27
SC;Santa Catarina;Mulheres;2016;Cerebrovasculares;1481;41.86;45.37
SC;Santa Catarina;Mulheres;2016;Demais cardiovasculares;2615;73.91;79.95
SC;Santa Catarina;Mulheres;2016;Vias aéreas superiores;0;0;0
SC;Santa Catarina;Mulheres;2016;Crônicas das vias aéreas inferiores;0;0;0
SC;Santa Catarina;Mulheres;2016;Pulmonares por agentes externos;0;0;0
SC;Santa Catarina;Mulheres;2016;Interstício pulmonar;0;0;0
SC;Santa Catarina;Mulheres;2016;Necróticas e supurativas;0;0;0
SC;Santa Catarina;Mulheres;2016;Pleura;0;0;0
SC;Santa Catarina;Mulheres;2016;Outras do aparelho respiratório;0;0;0
SC;Santa Catarina;Mulheres;2017;Órgãos digestivos;1100;30.55;31.74
SC;Santa Catarina;Mulheres;2017;"Pulmão, traqueia e brônquios";527;14.63;15.09
SC;Santa Catarina;Mulheres;2017;Mama feminina;617;17.13;17.51
SC;Santa Catarina;Mulheres;2017;Colo de útero;205;5.69;5.77
SC;Santa Catarina;Mulheres;2017;Demais localizações;1322;36.71;38
SC;Santa Catarina;Mulheres;2017;Isquêmicas do coração;1398;38.82;40.81
SC;Santa Catarina;Mulheres;2017;Cerebrovasculares;1438;39.93;42
SC;Santa Catarina;Mulheres;2017;Demais cardiovasculares;2444;67.87;71.55
SC;Santa Catarina;Mulheres;2017;Vias aéreas superiores;0;0;0
SC;Santa Catarina;Mulheres;2017;Crônicas das vias aéreas inferiores;0;0;0
SC;Santa Catarina;Mulheres;2017;Pulmonares por agentes externos;0;0;0
SC;Santa Catarina;Mulheres;2017;Interstício pulmonar;0;0;0
SC;Santa Catarina;Mulheres;2017;Necróticas e supurativas;0;0;0
SC;Santa Catarina;Mulheres;2017;Pleura;0;0;0
SC;Santa Catarina;Mulheres;2017;Outras do aparelho respiratório;0;0;0
SC;Santa Catarina;Mulheres;2018;Órgãos digestivos;1141;31.11;31.61
SC;Santa Catarina;Mulheres;2018;"Pulmão, traqueia e brônquios";573;15.62;15.82
SC;Santa Catarina;Mulheres;2018;Mama feminina;661;18.02;18.1
SC;Santa Catarina;Mulheres;2018;Colo de útero;227;6.19;6.12
SC;Santa Catarina;Mulheres;2018;Demais localizações;1504;41.01;41.5
SC;Santa Catarina;Mulheres;2018;Isquêmicas do coração;1379;37.6;38.46
SC;Santa Catarina;Mulheres;2018;Cerebrovasculares;1426;38.88;39.82
SC;Santa Catarina;Mulheres;2018;Demais cardiovasculares;2439;66.5;68.18
SC;Santa Catarina;Mulheres;2018;Vias aéreas superiores;0;0;0
SC;Santa Catarina;Mulheres;2018;Crônicas das vias aéreas inferiores;0;0;0
SC;Santa Catarina;Mulheres;2018;Pulmonares por agentes externos;0;0;0
SC;Santa Catarina;Mulheres;2018;Interstício pulmonar;0;0;0
SC;Santa Catarina;Mulheres;2018;Necróticas e supurativas;0;0;0
SC;Santa Catarina;Mulheres;2018;Pleura;0;0;0
SC;Santa Catarina;Mulheres;2018;Outras do aparelho respiratório;0;0;0
SC;Santa Catarina;Mulheres;2019;Órgãos digestivos;1183;31.65;31.36
SC;Santa Catarina;Mulheres;2019;"Pulmão, traqueia e brônquios";503;13.46;13.24
SC;Santa Catarina;Mulheres;2019;Mama feminina;666;17.82;17.52
SC;Santa Catarina;Mulheres;2019;Colo de útero;222;5.94;5.8
SC;Santa Catarina;Mulheres;2019;Demais localizações;1412;37.78;37.43
SC;Santa Catarina;Mulheres;2019;Isquêmicas do coração;1377;36.84;36.65
SC;Santa Catarina;Mulheres;2019;Cerebrovasculares;1524;40.78;40.72
SC;Santa Catarina;Mulheres;2019;Demais cardiovasculares;2532;67.75;67.46
SC;Santa Catarina;Mulheres;2019;Vias aéreas superiores;10;0.268;0.13
SC;Santa Catarina;Mulheres;2019;Crônicas das vias aéreas inferiores;1840;49.233;24.663
SC;Santa Catarina;Mulheres;2019;Pulmonares por agentes externos;196;5.244;2.671
SC;Santa Catarina;Mulheres;2019;Interstício pulmonar;164;4.388;2.211
SC;Santa Catarina;Mulheres;2019;Necróticas e supurativas;16;0.428;0.212
SC;Santa Catarina;Mulheres;2019;Pleura;34;0.91;0.458
SC;Santa Catarina;Mulheres;2019;Outras do aparelho respiratório;192;5.137;2.6
SC;Santa Catarina;Mulheres;2020;Órgãos digestivos;1286;33.77;32.67
SC;Santa Catarina;Mulheres;2020;"Pulmão, traqueia e brônquios";528;13.87;13.35
SC;Santa Catarina;Mulheres;2020;Mama feminina;667;17.52;16.91
SC;Santa Catarina;Mulheres;2020;Colo de útero;209;5.49;5.29
SC;Santa Catarina;Mulheres;2020;Demais localizações;1414;37.13;36.02
SC;Santa Catarina;Mulheres;2020;Isquêmicas do coração;1337;35.11;34.01
SC;Santa Catarina;Mulheres;2020;Cerebrovasculares;1438;37.76;36.66
SC;Santa Catarina;Mulheres;2020;Demais cardiovasculares;2506;65.81;63.83
SC;Santa Catarina;Mulheres;2020;Vias aéreas superiores;0;0;0
SC;Santa Catarina;Mulheres;2020;Crônicas das vias aéreas inferiores;0;0;0
SC;Santa Catarina;Mulheres;2020;Pulmonares por agentes externos;0;0;0
SC;Santa Catarina;Mulheres;2020;Interstício pulmonar;0;0;0
SC;Santa Catarina;Mulheres;2020;Necróticas e supurativas;0;0;0
SC;Santa Catarina;Mulheres;2020;Pleura;0;0;0
SC;Santa Catarina;Mulheres;2020;Outras do aparelho respiratório;0;0;0
SC;Santa Catarina;Mulheres;2021;Órgãos digestivos;1332;34.38;32.54
SC;Santa Catarina;Mulheres;2021;"Pulmão, traqueia e brônquios";574;14.81;13.96
SC;Santa Catarina;Mulheres;2021;Mama feminina;683;17.63;16.74
SC;Santa Catarina;Mulheres;2021;Colo de útero;225;5.81;5.55
SC;Santa Catarina;Mulheres;2021;Demais localizações;1453;37.5;35.65
SC;Santa Catarina;Mulheres;2021;Isquêmicas do coração;1451;37.45;35.48
SC;Santa Catarina;Mulheres;2021;Cerebrovasculares;1581;40.8;38.72
SC;Santa Catarina;Mulheres;2021;Demais cardiovasculares;3000;77.43;73.43
SC;Santa Catarina;Mulheres;2021;Vias aéreas superiores;0;0;0
SC;Santa Catarina;Mulheres;2021;Crônicas das vias aéreas inferiores;0;0;0
SC;Santa Catarina;Mulheres;2021;Pulmonares por agentes externos;0;0;0
SC;Santa Catarina;Mulheres;2021;Interstício pulmonar;0;0;0
SC;Santa Catarina;Mulheres;2021;Necróticas e supurativas;0;0;0
SC;Santa Catarina;Mulheres;2021;Pleura;0;0;0
SC;Santa Catarina;Mulheres;2021;Outras do aparelho respiratório;0;0;0
SC;Santa Catarina;Mulheres;2022;Órgãos digestivos;1324;33.61;31.23
SC;Santa Catarina;Mulheres;2022;"Pulmão, traqueia e brônquios";641;16.27;15.01
SC;Santa Catarina;Mulheres;2022;Mama feminina;741;18.81;17.57
SC;Santa Catarina;Mulheres;2022;Colo de útero;237;6.02;5.68
SC;Santa Catarina;Mulheres;2022;Demais localizações;1611;40.9;38.16
SC;Santa Catarina;Mulheres;2022;Isquêmicas do coração;1532;38.89;36.1
SC;Santa Catarina;Mulheres;2022;Cerebrovasculares;1692;42.96;39.98
SC;Santa Catarina;Mulheres;2022;Demais cardiovasculares;3234;82.1;76.43
SC;Santa Catarina;Mulheres;2022;Vias aéreas superiores;6;0.152;0.071
SC;Santa Catarina;Mulheres;2022;Crônicas das vias aéreas inferiores;2266;57.528;26.609
SC;Santa Catarina;Mulheres;2022;Pulmonares por agentes externos;298;7.565;3.526
SC;Santa Catarina;Mulheres;2022;Interstício pulmonar;182;4.62;2.153
SC;Santa Catarina;Mulheres;2022;Necróticas e supurativas;18;0.457;0.222
SC;Santa Catarina;Mulheres;2022;Pleura;48;1.219;0.567
SC;Santa Catarina;Mulheres;2022;Outras do aparelho respiratório;230;5.839;2.725
SC;Santa Catarina;Mulheres;2023;Órgãos digestivos;1464;36.55;33.14
SC;Santa Catarina;Mulheres;2023;"Pulmão, traqueia e brônquios";658;16.43;14.78
SC;Santa Catarina;Mulheres;2023;Mama feminina;823;20.55;18.9
SC;Santa Catarina;Mulheres;2023;Colo de útero;269;6.72;6.25
SC;Santa Catarina;Mulheres;2023;Demais localizações;1675;41.82;38.27
SC;Santa Catarina;Mulheres;2023;Isquêmicas do coração;1495;37.33;33.8
SC;Santa Catarina;Mulheres;2023;Cerebrovasculares;1631;40.72;36.9
SC;Santa Catarina;Mulheres;2023;Demais cardiovasculares;3082;76.95;69.73
SC;Santa Catarina;Mulheres;2023;Vias aéreas superiores;10;0.25;0.111
SC;Santa Catarina;Mulheres;2023;Crônicas das vias aéreas inferiores;2056;51.332;23.058
SC;Santa Catarina;Mulheres;2023;Pulmonares por agentes externos;252;6.292;2.82
SC;Santa Catarina;Mulheres;2023;Interstício pulmonar;184;4.594;2.08
SC;Santa Catarina;Mulheres;2023;Necróticas e supurativas;14;0.35;0.162
SC;Santa Catarina;Mulheres;2023;Pleura;38;0.949;0.432
SC;Santa Catarina;Mulheres;2023;Outras do aparelho respiratório;162;4.045;1.836
SC;Santa Catarina;Mulheres;2024;Órgãos digestivos;1464;35.95;31.8
SC;Santa Catarina;Mulheres;2024;"Pulmão, traqueia e brônquios";703;17.26;15.14
SC;Santa Catarina;Mulheres;2024;Mama feminina;841;20.65;18.68
SC;Santa Catarina;Mulheres;2024;Colo de útero;269;6.61;6.08
SC;Santa Catarina;Mulheres;2024;Demais localizações;1795;44.08;39.45
SC;Santa Catarina;Mulheres;2024;Isquêmicas do coração;1576;38.7;34.01
SC;Santa Catarina;Mulheres;2024;Cerebrovasculares;1671;41.04;36.07
SC;Santa Catarina;Mulheres;2024;Demais cardiovasculares;3304;81.14;71.4
SC;Santa Catarina;Mulheres;2024;Vias aéreas superiores;20;0.491;0.221
SC;Santa Catarina;Mulheres;2024;Crônicas das vias aéreas inferiores;2420;59.432;25.88
SC;Santa Catarina;Mulheres;2024;Pulmonares por agentes externos;228;5.599;2.423
SC;Santa Catarina;Mulheres;2024;Interstício pulmonar;178;4.371;1.923
SC;Santa Catarina;Mulheres;2024;Necróticas e supurativas;20;0.491;0.218
SC;Santa Catarina;Mulheres;2024;Pleura;58;1.424;0.642
SC;Santa Catarina;Mulheres;2024;Outras do aparelho respiratório;194;4.764;2.111
SC;Santa Catarina;Mulheres;2025;Órgãos digestivos;1551;37.49;32.35
SC;Santa Catarina;Mulheres;2025;"Pulmão, traqueia e brônquios";705;17.04;14.55
SC;Santa Catarina;Mulheres;2025;Mama feminina;900;21.75;19.3
SC;Santa Catarina;Mulheres;2025;Colo de útero;268;6.48;5.94
SC;Santa Catarina;Mulheres;2025;Demais localizações;1796;43.41;37.8
SC;Santa Catarina;Mulheres;2025;Isquêmicas do coração;1455;35.17;30.1
SC;Santa Catarina;Mulheres;2025;Cerebrovasculares;1768;42.73;36.43
SC;Santa Catarina;Mulheres;2025;Demais cardiovasculares;3053;73.79;63.02
SC;Santa Catarina;Mulheres;2025;Vias aéreas superiores;8;0.193;0.093
SC;Santa Catarina;Mulheres;2025;Crônicas das vias aéreas inferiores;2354;56.899;24.159
SC;Santa Catarina;Mulheres;2025;Pulmonares por agentes externos;258;6.236;2.611
SC;Santa Catarina;Mulheres;2025;Interstício pulmonar;228;5.511;2.38
SC;Santa Catarina;Mulheres;2025;Necróticas e supurativas;10;0.242;0.109
SC;Santa Catarina;Mulheres;2025;Pleura;38;0.919;0.398
SC;Santa Catarina;Mulheres;2025;Outras do aparelho respiratório;176;4.254;1.793
SE;Sergipe;Ambos;2000;Órgãos digestivos;164;8.98;15.88
SE;Sergipe;Ambos;2000;"Pulmão, traqueia e brônquios";78;4.27;7.72
SE;Sergipe;Ambos;2000;Mama feminina;50;2.74;4.54
SE;Sergipe;Ambos;2000;Próstata;54;2.96;5.49
SE;Sergipe;Ambos;2000;Colo de útero;49;2.68;4.6
SE;Sergipe;Ambos;2000;Demais localizações;272;14.89;23.1
SE;Sergipe;Ambos;2000;Isquêmicas do coração;344;18.84;34.44
SE;Sergipe;Ambos;2000;Cerebrovasculares;639;34.99;62.44
SE;Sergipe;Ambos;2000;Demais cardiovasculares;682;37.34;64.66
SE;Sergipe;Ambos;2000;Vias aéreas superiores;0;0;0
SE;Sergipe;Ambos;2000;Crônicas das vias aéreas inferiores;160;8.761;15.037
SE;Sergipe;Ambos;2000;Pulmonares por agentes externos;11;0.602;0.993
SE;Sergipe;Ambos;2000;Interstício pulmonar;29;1.588;2.77
SE;Sergipe;Ambos;2000;Necróticas e supurativas;6;0.329;0.421
SE;Sergipe;Ambos;2000;Pleura;4;0.219;0.368
SE;Sergipe;Ambos;2000;Outras do aparelho respiratório;142;7.775;11.593
SE;Sergipe;Ambos;2001;Órgãos digestivos;193;10.41;19.16
SE;Sergipe;Ambos;2001;"Pulmão, traqueia e brônquios";100;5.39;9.89
SE;Sergipe;Ambos;2001;Mama feminina;63;3.4;5.64
SE;Sergipe;Ambos;2001;Próstata;48;2.59;4.73
SE;Sergipe;Ambos;2001;Colo de útero;37;2;3.31
SE;Sergipe;Ambos;2001;Demais localizações;320;17.26;27.41
SE;Sergipe;Ambos;2001;Isquêmicas do coração;400;21.57;39.09
SE;Sergipe;Ambos;2001;Cerebrovasculares;712;38.39;68.58
SE;Sergipe;Ambos;2001;Demais cardiovasculares;675;36.4;61.65
SE;Sergipe;Ambos;2001;Vias aéreas superiores;2;0.108;0.031
SE;Sergipe;Ambos;2001;Crônicas das vias aéreas inferiores;288;15.53;13.774
SE;Sergipe;Ambos;2001;Pulmonares por agentes externos;30;1.618;1.129
SE;Sergipe;Ambos;2001;Interstício pulmonar;62;3.343;2.848
SE;Sergipe;Ambos;2001;Necróticas e supurativas;18;0.971;0.89
SE;Sergipe;Ambos;2001;Pleura;14;0.755;0.643
SE;Sergipe;Ambos;2001;Outras do aparelho respiratório;468;25.237;20.051
SE;Sergipe;Ambos;2002;Órgãos digestivos;208;11.05;19.82
SE;Sergipe;Ambos;2002;"Pulmão, traqueia e brônquios";90;4.78;8.65
SE;Sergipe;Ambos;2002;Mama feminina;52;2.76;4.47
SE;Sergipe;Ambos;2002;Próstata;74;3.93;7.19
SE;Sergipe;Ambos;2002;Colo de útero;52;2.76;4.42
SE;Sergipe;Ambos;2002;Demais localizações;342;18.17;28.58
SE;Sergipe;Ambos;2002;Isquêmicas do coração;489;25.99;46.88
SE;Sergipe;Ambos;2002;Cerebrovasculares;783;41.61;74.06
SE;Sergipe;Ambos;2002;Demais cardiovasculares;717;38.1;65.91
SE;Sergipe;Ambos;2002;Vias aéreas superiores;0;0;0
SE;Sergipe;Ambos;2002;Crônicas das vias aéreas inferiores;206;10.947;19.035
SE;Sergipe;Ambos;2002;Pulmonares por agentes externos;16;0.85;1.286
SE;Sergipe;Ambos;2002;Interstício pulmonar;27;1.435;2.342
SE;Sergipe;Ambos;2002;Necróticas e supurativas;6;0.319;0.503
SE;Sergipe;Ambos;2002;Pleura;6;0.319;0.327
SE;Sergipe;Ambos;2002;Outras do aparelho respiratório;239;12.701;19.84
SE;Sergipe;Ambos;2003;Órgãos digestivos;223;11.68;20.64
SE;Sergipe;Ambos;2003;"Pulmão, traqueia e brônquios";85;4.45;7.89
SE;Sergipe;Ambos;2003;Mama feminina;69;3.62;6.1
SE;Sergipe;Ambos;2003;Próstata;70;3.67;6.54
SE;Sergipe;Ambos;2003;Colo de útero;71;3.72;6.1
SE;Sergipe;Ambos;2003;Demais localizações;322;16.87;26.39
SE;Sergipe;Ambos;2003;Isquêmicas do coração;455;23.84;42.32
SE;Sergipe;Ambos;2003;Cerebrovasculares;750;39.3;68.72
SE;Sergipe;Ambos;2003;Demais cardiovasculares;810;42.44;72.14
SE;Sergipe;Ambos;2003;Vias aéreas superiores;2;0.105;0.073
SE;Sergipe;Ambos;2003;Crônicas das vias aéreas inferiores;206;10.794;18.551
SE;Sergipe;Ambos;2003;Pulmonares por agentes externos;15;0.786;1.278
SE;Sergipe;Ambos;2003;Interstício pulmonar;27;1.415;2.463
SE;Sergipe;Ambos;2003;Necróticas e supurativas;9;0.472;0.743
SE;Sergipe;Ambos;2003;Pleura;10;0.524;0.869
SE;Sergipe;Ambos;2003;Outras do aparelho respiratório;228;11.947;18.096
SE;Sergipe;Ambos;2004;Órgãos digestivos;273;14.11;24.61
SE;Sergipe;Ambos;2004;"Pulmão, traqueia e brônquios";130;6.72;11.96
SE;Sergipe;Ambos;2004;Mama feminina;72;3.72;6.01
SE;Sergipe;Ambos;2004;Próstata;106;5.48;9.74
SE;Sergipe;Ambos;2004;Colo de útero;64;3.31;5.12
SE;Sergipe;Ambos;2004;Demais localizações;408;21.09;33.62
SE;Sergipe;Ambos;2004;Isquêmicas do coração;598;30.91;53.99
SE;Sergipe;Ambos;2004;Cerebrovasculares;911;47.08;82.28
SE;Sergipe;Ambos;2004;Demais cardiovasculares;1058;54.68;92.73
SE;Sergipe;Ambos;2004;Vias aéreas superiores;2;0.103;0.125
SE;Sergipe;Ambos;2004;Crônicas das vias aéreas inferiores;228;11.783;20.213
SE;Sergipe;Ambos;2004;Pulmonares por agentes externos;33;1.705;2.586
SE;Sergipe;Ambos;2004;Interstício pulmonar;30;1.55;2.553
SE;Sergipe;Ambos;2004;Necróticas e supurativas;5;0.258;0.442
SE;Sergipe;Ambos;2004;Pleura;7;0.362;0.53
SE;Sergipe;Ambos;2004;Outras do aparelho respiratório;250;12.92;20.788
SE;Sergipe;Ambos;2005;Órgãos digestivos;315;16.06;27.4
SE;Sergipe;Ambos;2005;"Pulmão, traqueia e brônquios";123;6.27;10.83
SE;Sergipe;Ambos;2005;Mama feminina;74;3.77;6.07
SE;Sergipe;Ambos;2005;Próstata;126;6.42;11.28
SE;Sergipe;Ambos;2005;Colo de útero;73;3.72;6.11
SE;Sergipe;Ambos;2005;Demais localizações;429;21.87;32.99
SE;Sergipe;Ambos;2005;Isquêmicas do coração;597;30.44;52.63
SE;Sergipe;Ambos;2005;Cerebrovasculares;982;50.07;85.46
SE;Sergipe;Ambos;2005;Demais cardiovasculares;1063;54.2;90.35
SE;Sergipe;Ambos;2005;Vias aéreas superiores;6;0.306;0.212
SE;Sergipe;Ambos;2005;Crônicas das vias aéreas inferiores;476;24.27;20.868
SE;Sergipe;Ambos;2005;Pulmonares por agentes externos;38;1.937;1.367
SE;Sergipe;Ambos;2005;Interstício pulmonar;48;2.447;1.982
SE;Sergipe;Ambos;2005;Necróticas e supurativas;10;0.51;0.334
SE;Sergipe;Ambos;2005;Pleura;14;0.714;0.518
SE;Sergipe;Ambos;2005;Outras do aparelho respiratório;420;21.414;16.802
SE;Sergipe;Ambos;2006;Órgãos digestivos;315;15.84;27.06
SE;Sergipe;Ambos;2006;"Pulmão, traqueia e brônquios";117;5.88;10.32
SE;Sergipe;Ambos;2006;Mama feminina;78;3.92;6.21
SE;Sergipe;Ambos;2006;Próstata;129;6.49;11.15
SE;Sergipe;Ambos;2006;Colo de útero;68;3.42;5.43
SE;Sergipe;Ambos;2006;Demais localizações;441;22.18;34.83
SE;Sergipe;Ambos;2006;Isquêmicas do coração;659;33.14;56.21
SE;Sergipe;Ambos;2006;Cerebrovasculares;948;47.68;80.72
SE;Sergipe;Ambos;2006;Demais cardiovasculares;992;49.89;82.24
SE;Sergipe;Ambos;2006;Vias aéreas superiores;6;0.302;0.162
SE;Sergipe;Ambos;2006;Crônicas das vias aéreas inferiores;504;25.348;21.605
SE;Sergipe;Ambos;2006;Pulmonares por agentes externos;22;1.106;0.937
SE;Sergipe;Ambos;2006;Interstício pulmonar;46;2.314;1.759
SE;Sergipe;Ambos;2006;Necróticas e supurativas;14;0.704;0.439
SE;Sergipe;Ambos;2006;Pleura;12;0.604;0.361
SE;Sergipe;Ambos;2006;Outras do aparelho respiratório;348;17.502;13.976
SE;Sergipe;Ambos;2007;Órgãos digestivos;339;16.83;27.61
SE;Sergipe;Ambos;2007;"Pulmão, traqueia e brônquios";139;6.9;11.91
SE;Sergipe;Ambos;2007;Mama feminina;99;4.91;7.69
SE;Sergipe;Ambos;2007;Próstata;148;7.35;12.62
SE;Sergipe;Ambos;2007;Colo de útero;53;2.63;4.03
SE;Sergipe;Ambos;2007;Demais localizações;489;24.27;37.13
SE;Sergipe;Ambos;2007;Isquêmicas do coração;689;34.2;56.41
SE;Sergipe;Ambos;2007;Cerebrovasculares;919;45.61;75.78
SE;Sergipe;Ambos;2007;Demais cardiovasculares;1155;57.33;93.08
SE;Sergipe;Ambos;2007;Vias aéreas superiores;8;0.397;0.28
SE;Sergipe;Ambos;2007;Crônicas das vias aéreas inferiores;492;24.421;20.428
SE;Sergipe;Ambos;2007;Pulmonares por agentes externos;34;1.688;1.421
SE;Sergipe;Ambos;2007;Interstício pulmonar;50;2.482;1.82
SE;Sergipe;Ambos;2007;Necróticas e supurativas;10;0.496;0.247
SE;Sergipe;Ambos;2007;Pleura;10;0.496;0.405
SE;Sergipe;Ambos;2007;Outras do aparelho respiratório;402;19.953;15.849
SE;Sergipe;Ambos;2008;Órgãos digestivos;378;18.52;29.96
SE;Sergipe;Ambos;2008;"Pulmão, traqueia e brônquios";134;6.57;10.93
SE;Sergipe;Ambos;2008;Mama feminina;103;5.05;7.46
SE;Sergipe;Ambos;2008;Próstata;144;7.06;11.81
SE;Sergipe;Ambos;2008;Colo de útero;66;3.23;4.91
SE;Sergipe;Ambos;2008;Demais localizações;529;25.92;39.42
SE;Sergipe;Ambos;2008;Isquêmicas do coração;671;32.88;53.36
SE;Sergipe;Ambos;2008;Cerebrovasculares;926;45.38;73.62
SE;Sergipe;Ambos;2008;Demais cardiovasculares;1287;63.07;100.62
SE;Sergipe;Ambos;2008;Vias aéreas superiores;10;0.49;0.274
SE;Sergipe;Ambos;2008;Crônicas das vias aéreas inferiores;498;24.405;20.568
SE;Sergipe;Ambos;2008;Pulmonares por agentes externos;44;2.156;1.737
SE;Sergipe;Ambos;2008;Interstício pulmonar;34;1.666;1.272
SE;Sergipe;Ambos;2008;Necróticas e supurativas;20;0.98;0.52
SE;Sergipe;Ambos;2008;Pleura;12;0.588;0.405
SE;Sergipe;Ambos;2008;Outras do aparelho respiratório;396;19.406;14.909
SE;Sergipe;Ambos;2009;Órgãos digestivos;364;17.62;28.38
SE;Sergipe;Ambos;2009;"Pulmão, traqueia e brônquios";141;6.83;10.93
SE;Sergipe;Ambos;2009;Mama feminina;123;5.95;8.9
SE;Sergipe;Ambos;2009;Próstata;149;7.21;11.85
SE;Sergipe;Ambos;2009;Colo de útero;60;2.9;4.17
SE;Sergipe;Ambos;2009;Demais localizações;541;26.19;38.86
SE;Sergipe;Ambos;2009;Isquêmicas do coração;639;30.93;49.15
SE;Sergipe;Ambos;2009;Cerebrovasculares;988;47.83;76.82
SE;Sergipe;Ambos;2009;Demais cardiovasculares;1301;62.98;99.51
SE;Sergipe;Ambos;2009;Vias aéreas superiores;0;0;0
SE;Sergipe;Ambos;2009;Crônicas das vias aéreas inferiores;0;0;0
SE;Sergipe;Ambos;2009;Pulmonares por agentes externos;0;0;0
SE;Sergipe;Ambos;2009;Interstício pulmonar;0;0;0
SE;Sergipe;Ambos;2009;Necróticas e supurativas;0;0;0
SE;Sergipe;Ambos;2009;Pleura;0;0;0
SE;Sergipe;Ambos;2009;Outras do aparelho respiratório;0;0;0
SE;Sergipe;Ambos;2010;Órgãos digestivos;399;19.11;29.51
SE;Sergipe;Ambos;2010;"Pulmão, traqueia e brônquios";141;6.75;10.65
SE;Sergipe;Ambos;2010;Mama feminina;109;5.22;7.59
SE;Sergipe;Ambos;2010;Próstata;165;7.9;12.86
SE;Sergipe;Ambos;2010;Colo de útero;66;3.16;4.5
SE;Sergipe;Ambos;2010;Demais localizações;546;26.15;38.06
SE;Sergipe;Ambos;2010;Isquêmicas do coração;754;36.12;56.74
