Território;Nome do território;Sexo;Ano;Grupo de causa;Óbitos;Taxa padronizada (por 100 mil hab.)
MG;Minas Gerais;Ambos;2008;Causas externas;12137;64.09
MG;Minas Gerais;Ambos;2008;Endócrinas e metabólicas;5870;38.47
MG;Minas Gerais;Ambos;2008;Aparelho digestivo;5677;35.73
MG;Minas Gerais;Ambos;2008;Infecciosas e parasitárias;5123;31.72
MG;Minas Gerais;Ambos;2008;Perinatais e malformações;3300;15.36
MG;Minas Gerais;Ambos;2008;Sinais e achados mal definidos;12772;80.85
MG;Minas Gerais;Ambos;2008;Demais causas definidas;8039;50.33
MG;Minas Gerais;Ambos;2009;Aparelho circulatório;31054;198.13
MG;Minas Gerais;Ambos;2009;Neoplasias;17353;108.72
MG;Minas Gerais;Ambos;2009;Aparelho respiratório;12001;76.08
MG;Minas Gerais;Ambos;2009;Causas externas;12615;66.28
MG;Minas Gerais;Ambos;2009;Endócrinas e metabólicas;6082;38.59
MG;Minas Gerais;Ambos;2009;Aparelho digestivo;5776;35.27
MG;Minas Gerais;Ambos;2009;Infecciosas e parasitárias;5102;30.83
MG;Minas Gerais;Ambos;2009;Perinatais e malformações;3085;14.6
MG;Minas Gerais;Ambos;2009;Sinais e achados mal definidos;12529;76.98
MG;Minas Gerais;Ambos;2009;Demais causas definidas;8567;52.24
MG;Minas Gerais;Ambos;2010;Aparelho circulatório;33352;205.95
MG;Minas Gerais;Ambos;2010;Neoplasias;18545;112.85
MG;Minas Gerais;Ambos;2010;Aparelho respiratório;13246;81.74
MG;Minas Gerais;Ambos;2010;Causas externas;12885;66.94
MG;Minas Gerais;Ambos;2010;Endócrinas e metabólicas;6739;41.54
MG;Minas Gerais;Ambos;2010;Aparelho digestivo;6253;37.14
MG;Minas Gerais;Ambos;2010;Infecciosas e parasitárias;5497;32.38
MG;Minas Gerais;Ambos;2010;Perinatais e malformações;2918;14.03
MG;Minas Gerais;Ambos;2010;Sinais e achados mal definidos;11908;70.92
MG;Minas Gerais;Ambos;2010;Demais causas definidas;9353;55.61
MG;Minas Gerais;Ambos;2011;Aparelho circulatório;33798;201.76
MG;Minas Gerais;Ambos;2011;Neoplasias;18931;111.57
MG;Minas Gerais;Ambos;2011;Aparelho respiratório;13310;79.46
MG;Minas Gerais;Ambos;2011;Causas externas;14211;72.89
MG;Minas Gerais;Ambos;2011;Endócrinas e metabólicas;6853;40.83
MG;Minas Gerais;Ambos;2011;Aparelho digestivo;6143;35.55
MG;Minas Gerais;Ambos;2011;Infecciosas e parasitárias;5268;30.25
MG;Minas Gerais;Ambos;2011;Perinatais e malformações;3032;14.52
MG;Minas Gerais;Ambos;2011;Sinais e achados mal definidos;10976;63.36
MG;Minas Gerais;Ambos;2011;Demais causas definidas;10011;57.84
MG;Minas Gerais;Ambos;2012;Aparelho circulatório;33449;193.08
MG;Minas Gerais;Ambos;2012;Neoplasias;19916;113.83
MG;Minas Gerais;Ambos;2012;Aparelho respiratório;14247;82.07
MG;Minas Gerais;Ambos;2012;Causas externas;14177;71.54
MG;Minas Gerais;Ambos;2012;Endócrinas e metabólicas;7108;40.92
MG;Minas Gerais;Ambos;2012;Aparelho digestivo;6231;34.99
MG;Minas Gerais;Ambos;2012;Infecciosas e parasitárias;5444;30.49
MG;Minas Gerais;Ambos;2012;Perinatais e malformações;2960;14.06
MG;Minas Gerais;Ambos;2012;Sinais e achados mal definidos;10637;59.78
MG;Minas Gerais;Ambos;2012;Demais causas definidas;10780;60.59
MG;Minas Gerais;Ambos;2013;Aparelho circulatório;33599;187.39
MG;Minas Gerais;Ambos;2013;Neoplasias;20238;112.07
MG;Minas Gerais;Ambos;2013;Aparelho respiratório;14417;80.16
MG;Minas Gerais;Ambos;2013;Causas externas;14101;70.36
MG;Minas Gerais;Ambos;2013;Endócrinas e metabólicas;7137;39.79
MG;Minas Gerais;Ambos;2013;Aparelho digestivo;6356;34.74
MG;Minas Gerais;Ambos;2013;Infecciosas e parasitárias;5453;29.7
MG;Minas Gerais;Ambos;2013;Perinatais e malformações;2880;13.74
MG;Minas Gerais;Ambos;2013;Sinais e achados mal definidos;10461;57.01
MG;Minas Gerais;Ambos;2013;Demais causas definidas;11086;60.45
MG;Minas Gerais;Ambos;2014;Aparelho circulatório;33524;180.55
MG;Minas Gerais;Ambos;2014;Neoplasias;21230;113.91
MG;Minas Gerais;Ambos;2014;Aparelho respiratório;14860;79.78
MG;Minas Gerais;Ambos;2014;Causas externas;14790;73.07
MG;Minas Gerais;Ambos;2014;Endócrinas e metabólicas;7032;37.84
MG;Minas Gerais;Ambos;2014;Aparelho digestivo;6389;33.87
MG;Minas Gerais;Ambos;2014;Infecciosas e parasitárias;5561;29.42
MG;Minas Gerais;Ambos;2014;Perinatais e malformações;2780;13.13
MG;Minas Gerais;Ambos;2014;Sinais e achados mal definidos;9996;52.97
MG;Minas Gerais;Ambos;2014;Demais causas definidas;11450;60.62
MG;Minas Gerais;Ambos;2015;Aparelho circulatório;33679;175.15
MG;Minas Gerais;Ambos;2015;Neoplasias;21761;113.03
MG;Minas Gerais;Ambos;2015;Aparelho respiratório;16225;84.06
MG;Minas Gerais;Ambos;2015;Causas externas;13949;68.14
MG;Minas Gerais;Ambos;2015;Endócrinas e metabólicas;7134;37.1
MG;Minas Gerais;Ambos;2015;Aparelho digestivo;6662;34.35
MG;Minas Gerais;Ambos;2015;Infecciosas e parasitárias;5973;30.68
MG;Minas Gerais;Ambos;2015;Perinatais e malformações;2860;13.21
MG;Minas Gerais;Ambos;2015;Sinais e achados mal definidos;10586;54.32
MG;Minas Gerais;Ambos;2015;Demais causas definidas;12343;63.29
MG;Minas Gerais;Ambos;2016;Aparelho circulatório;34474;173.23
MG;Minas Gerais;Ambos;2016;Neoplasias;22486;113.19
MG;Minas Gerais;Ambos;2016;Aparelho respiratório;17190;85.85
MG;Minas Gerais;Ambos;2016;Causas externas;13989;67.6
MG;Minas Gerais;Ambos;2016;Endócrinas e metabólicas;7304;36.74
MG;Minas Gerais;Ambos;2016;Aparelho digestivo;6666;33.37
MG;Minas Gerais;Ambos;2016;Infecciosas e parasitárias;6420;32.05
MG;Minas Gerais;Ambos;2016;Perinatais e malformações;2675;12.64
MG;Minas Gerais;Ambos;2016;Sinais e achados mal definidos;10931;54.48
MG;Minas Gerais;Ambos;2016;Demais causas definidas;13036;64.83
MG;Minas Gerais;Ambos;2017;Aparelho circulatório;35054;169.98
MG;Minas Gerais;Ambos;2017;Neoplasias;23234;113.31
MG;Minas Gerais;Ambos;2017;Aparelho respiratório;17735;85.45
MG;Minas Gerais;Ambos;2017;Causas externas;14279;68.32
MG;Minas Gerais;Ambos;2017;Endócrinas e metabólicas;7678;37.31
MG;Minas Gerais;Ambos;2017;Aparelho digestivo;6806;33.05
MG;Minas Gerais;Ambos;2017;Infecciosas e parasitárias;6096;29.62
MG;Minas Gerais;Ambos;2017;Perinatais e malformações;2812;13.54
MG;Minas Gerais;Ambos;2017;Sinais e achados mal definidos;10561;51.08
MG;Minas Gerais;Ambos;2017;Demais causas definidas;13787;66.4
MG;Minas Gerais;Ambos;2018;Aparelho circulatório;34536;161.82
MG;Minas Gerais;Ambos;2018;Neoplasias;23704;112.02
MG;Minas Gerais;Ambos;2018;Aparelho respiratório;17027;79.09
MG;Minas Gerais;Ambos;2018;Causas externas;12741;60.35
MG;Minas Gerais;Ambos;2018;Endócrinas e metabólicas;7733;36.34
MG;Minas Gerais;Ambos;2018;Aparelho digestivo;7069;33.36
MG;Minas Gerais;Ambos;2018;Infecciosas e parasitárias;6170;29.07
MG;Minas Gerais;Ambos;2018;Perinatais e malformações;2736;12.97
MG;Minas Gerais;Ambos;2018;Sinais e achados mal definidos;9423;44.22
MG;Minas Gerais;Ambos;2018;Demais causas definidas;14409;67.24
MG;Minas Gerais;Ambos;2019;Aparelho circulatório;35490;160.61
MG;Minas Gerais;Ambos;2019;Neoplasias;24522;112.34
MG;Minas Gerais;Ambos;2019;Aparelho respiratório;18191;81.63
MG;Minas Gerais;Ambos;2019;Causas externas;13085;61.24
MG;Minas Gerais;Ambos;2019;Endócrinas e metabólicas;8129;36.94
MG;Minas Gerais;Ambos;2019;Aparelho digestivo;7123;32.62
MG;Minas Gerais;Ambos;2019;Infecciosas e parasitárias;6290;28.74
MG;Minas Gerais;Ambos;2019;Perinatais e malformações;2809;13.4
MG;Minas Gerais;Ambos;2019;Sinais e achados mal definidos;9285;42.29
MG;Minas Gerais;Ambos;2019;Demais causas definidas;16046;72.49
MG;Minas Gerais;Ambos;2020;Aparelho circulatório;35593;155.92
MG;Minas Gerais;Ambos;2020;Neoplasias;24653;109.58
MG;Minas Gerais;Ambos;2020;Aparelho respiratório;15592;67.68
MG;Minas Gerais;Ambos;2020;Causas externas;12389;57.25
MG;Minas Gerais;Ambos;2020;COVID-19;13445;59.14
MG;Minas Gerais;Ambos;2020;Endócrinas e metabólicas;8519;37.57
MG;Minas Gerais;Ambos;2020;Aparelho digestivo;7083;31.57
MG;Minas Gerais;Ambos;2020;Infecciosas e parasitárias;5971;26.53
MG;Minas Gerais;Ambos;2020;Perinatais e malformações;2521;12.33
MG;Minas Gerais;Ambos;2020;Sinais e achados mal definidos;10488;46.5
MG;Minas Gerais;Ambos;2020;Demais causas definidas;15816;69.38
MG;Minas Gerais;Ambos;2021;Aparelho circulatório;37799;161.14
MG;Minas Gerais;Ambos;2021;Neoplasias;25231;109.3
MG;Minas Gerais;Ambos;2021;Aparelho respiratório;15095;63.85
MG;Minas Gerais;Ambos;2021;Causas externas;13332;60.9
MG;Minas Gerais;Ambos;2021;COVID-19;44501;193.47
MG;Minas Gerais;Ambos;2021;Endócrinas e metabólicas;9304;39.93
MG;Minas Gerais;Ambos;2021;Aparelho digestivo;7681;33.44
MG;Minas Gerais;Ambos;2021;Infecciosas e parasitárias;6364;27.64
MG;Minas Gerais;Ambos;2021;Perinatais e malformações;2447;12.28
MG;Minas Gerais;Ambos;2021;Sinais e achados mal definidos;11272;48.77
MG;Minas Gerais;Ambos;2021;Demais causas definidas;16984;72.77
MG;Minas Gerais;Ambos;2022;Aparelho circulatório;39140;162.48
MG;Minas Gerais;Ambos;2022;Neoplasias;26214;110.77
MG;Minas Gerais;Ambos;2022;Aparelho respiratório;19659;80.82
MG;Minas Gerais;Ambos;2022;Causas externas;13978;63.25
MG;Minas Gerais;Ambos;2022;COVID-19;7269;30.01
MG;Minas Gerais;Ambos;2022;Endócrinas e metabólicas;9138;38.16
MG;Minas Gerais;Ambos;2022;Aparelho digestivo;7968;33.83
MG;Minas Gerais;Ambos;2022;Infecciosas e parasitárias;6824;28.92
MG;Minas Gerais;Ambos;2022;Perinatais e malformações;2526;13.02
MG;Minas Gerais;Ambos;2022;Sinais e achados mal definidos;11196;47.4
MG;Minas Gerais;Ambos;2022;Demais causas definidas;18625;77.8
MG;Minas Gerais;Ambos;2023;Aparelho circulatório;37825;152.31
MG;Minas Gerais;Ambos;2023;Neoplasias;27214;111.74
MG;Minas Gerais;Ambos;2023;Aparelho respiratório;20015;79.78
MG;Minas Gerais;Ambos;2023;Causas externas;14632;65.55
MG;Minas Gerais;Ambos;2023;COVID-19;1139;4.56
MG;Minas Gerais;Ambos;2023;Endócrinas e metabólicas;8904;36.13
MG;Minas Gerais;Ambos;2023;Aparelho digestivo;8003;33.08
MG;Minas Gerais;Ambos;2023;Infecciosas e parasitárias;7184;29.7
MG;Minas Gerais;Ambos;2023;Perinatais e malformações;2508;13.09
MG;Minas Gerais;Ambos;2023;Sinais e achados mal definidos;10369;42.9
MG;Minas Gerais;Ambos;2023;Demais causas definidas;19736;80.01
MG;Minas Gerais;Ambos;2024;Aparelho circulatório;37546;146.37
MG;Minas Gerais;Ambos;2024;Neoplasias;27849;111.11
MG;Minas Gerais;Ambos;2024;Aparelho respiratório;22609;87.22
MG;Minas Gerais;Ambos;2024;Causas externas;15407;68.2
MG;Minas Gerais;Ambos;2024;COVID-19;681;2.65
MG;Minas Gerais;Ambos;2024;Endócrinas e metabólicas;8960;35.24
MG;Minas Gerais;Ambos;2024;Aparelho digestivo;8473;34.01
MG;Minas Gerais;Ambos;2024;Infecciosas e parasitárias;8951;36.01
MG;Minas Gerais;Ambos;2024;Perinatais e malformações;2325;12.3
MG;Minas Gerais;Ambos;2024;Sinais e achados mal definidos;10592;42.69
MG;Minas Gerais;Ambos;2024;Demais causas definidas;20198;79.68
MG;Minas Gerais;Ambos;2025;Aparelho circulatório;36620;138.17
MG;Minas Gerais;Ambos;2025;Neoplasias;27906;108.07
MG;Minas Gerais;Ambos;2025;Aparelho respiratório;22880;85.11
MG;Minas Gerais;Ambos;2025;Causas externas;15152;66.11
MG;Minas Gerais;Ambos;2025;COVID-19;218;0.83
MG;Minas Gerais;Ambos;2025;Endócrinas e metabólicas;8606;32.87
MG;Minas Gerais;Ambos;2025;Aparelho digestivo;8387;32.58
MG;Minas Gerais;Ambos;2025;Infecciosas e parasitárias;6501;25.34
MG;Minas Gerais;Ambos;2025;Perinatais e malformações;2330;12.57
MG;Minas Gerais;Ambos;2025;Sinais e achados mal definidos;9980;39.1
MG;Minas Gerais;Ambos;2025;Demais causas definidas;19272;73.33
MG;Minas Gerais;Homens;2000;Aparelho circulatório;15214;285.03
MG;Minas Gerais;Homens;2000;Neoplasias;6271;115.48
MG;Minas Gerais;Homens;2000;Aparelho respiratório;5762;107.36
MG;Minas Gerais;Homens;2000;Causas externas;6627;80.4
MG;Minas Gerais;Homens;2000;Endócrinas e metabólicas;2084;37.69
MG;Minas Gerais;Homens;2000;Aparelho digestivo;2759;45.27
MG;Minas Gerais;Homens;2000;Infecciosas e parasitárias;2763;42.11
MG;Minas Gerais;Homens;2000;Perinatais e malformações;2499;19.1
MG;Minas Gerais;Homens;2000;Sinais e achados mal definidos;7973;136.81
MG;Minas Gerais;Homens;2000;Demais causas definidas;2816;45.77
MG;Minas Gerais;Homens;2001;Aparelho circulatório;15671;284.73
MG;Minas Gerais;Homens;2001;Neoplasias;6624;117.93
MG;Minas Gerais;Homens;2001;Aparelho respiratório;5781;105.74
MG;Minas Gerais;Homens;2001;Causas externas;7212;86.83
MG;Minas Gerais;Homens;2001;Endócrinas e metabólicas;2127;37.55
MG;Minas Gerais;Homens;2001;Aparelho digestivo;2821;44.95
MG;Minas Gerais;Homens;2001;Infecciosas e parasitárias;2794;41.91
MG;Minas Gerais;Homens;2001;Perinatais e malformações;2183;17.06
MG;Minas Gerais;Homens;2001;Sinais e achados mal definidos;7828;131.73
MG;Minas Gerais;Homens;2001;Demais causas definidas;2909;46.46
MG;Minas Gerais;Homens;2002;Aparelho circulatório;14782;261.26
MG;Minas Gerais;Homens;2002;Neoplasias;6845;118.34
MG;Minas Gerais;Homens;2002;Aparelho respiratório;5993;106.89
MG;Minas Gerais;Homens;2002;Causas externas;7788;91.01
MG;Minas Gerais;Homens;2002;Endócrinas e metabólicas;1969;33.66
MG;Minas Gerais;Homens;2002;Aparelho digestivo;2814;43.92
MG;Minas Gerais;Homens;2002;Infecciosas e parasitárias;2749;40.76
MG;Minas Gerais;Homens;2002;Perinatais e malformações;2215;17.56
MG;Minas Gerais;Homens;2002;Sinais e achados mal definidos;7505;122.69
MG;Minas Gerais;Homens;2002;Demais causas definidas;3029;47.87
MG;Minas Gerais;Homens;2003;Aparelho circulatório;15994;275.54
MG;Minas Gerais;Homens;2003;Neoplasias;7424;125.05
MG;Minas Gerais;Homens;2003;Aparelho respiratório;6110;106.87
MG;Minas Gerais;Homens;2003;Causas externas;8874;102.13
MG;Minas Gerais;Homens;2003;Endócrinas e metabólicas;2316;38.41
MG;Minas Gerais;Homens;2003;Aparelho digestivo;3097;47.68
MG;Minas Gerais;Homens;2003;Infecciosas e parasitárias;2959;43.4
MG;Minas Gerais;Homens;2003;Perinatais e malformações;2158;17.48
MG;Minas Gerais;Homens;2003;Sinais e achados mal definidos;7926;127.03
MG;Minas Gerais;Homens;2003;Demais causas definidas;3324;51.45
MG;Minas Gerais;Homens;2004;Aparelho circulatório;16403;275.59
MG;Minas Gerais;Homens;2004;Neoplasias;7696;125.66
MG;Minas Gerais;Homens;2004;Aparelho respiratório;6414;109.6
MG;Minas Gerais;Homens;2004;Causas externas;9496;106.09
MG;Minas Gerais;Homens;2004;Endócrinas e metabólicas;2376;38.67
MG;Minas Gerais;Homens;2004;Aparelho digestivo;3162;47.16
MG;Minas Gerais;Homens;2004;Infecciosas e parasitárias;2902;41.95
MG;Minas Gerais;Homens;2004;Perinatais e malformações;2155;17.83
MG;Minas Gerais;Homens;2004;Sinais e achados mal definidos;7769;120.8
MG;Minas Gerais;Homens;2004;Demais causas definidas;3582;54
MG;Minas Gerais;Homens;2005;Aparelho circulatório;16165;262.52
MG;Minas Gerais;Homens;2005;Neoplasias;8236;130.41
MG;Minas Gerais;Homens;2005;Aparelho respiratório;5941;98.68
MG;Minas Gerais;Homens;2005;Causas externas;9653;106.86
MG;Minas Gerais;Homens;2005;Endócrinas e metabólicas;2360;37.14
MG;Minas Gerais;Homens;2005;Aparelho digestivo;3220;46.83
MG;Minas Gerais;Homens;2005;Infecciosas e parasitárias;2796;39.78
MG;Minas Gerais;Homens;2005;Perinatais e malformações;2099;17.7
MG;Minas Gerais;Homens;2005;Sinais e achados mal definidos;7182;107.92
MG;Minas Gerais;Homens;2005;Demais causas definidas;3649;54.12
MG;Minas Gerais;Homens;2006;Aparelho circulatório;16823;266.04
MG;Minas Gerais;Homens;2006;Neoplasias;8673;133.55
MG;Minas Gerais;Homens;2006;Aparelho respiratório;6196;99.88
MG;Minas Gerais;Homens;2006;Causas externas;9966;109.43
MG;Minas Gerais;Homens;2006;Endócrinas e metabólicas;2542;39.06
MG;Minas Gerais;Homens;2006;Aparelho digestivo;3382;48.13
MG;Minas Gerais;Homens;2006;Infecciosas e parasitárias;2914;40.25
MG;Minas Gerais;Homens;2006;Perinatais e malformações;2036;17.79
MG;Minas Gerais;Homens;2006;Sinais e achados mal definidos;7617;112.25
MG;Minas Gerais;Homens;2006;Demais causas definidas;4029;58.36
MG;Minas Gerais;Homens;2007;Aparelho circulatório;16692;255.49
MG;Minas Gerais;Homens;2007;Neoplasias;8992;134.27
MG;Minas Gerais;Homens;2007;Aparelho respiratório;6129;96.28
MG;Minas Gerais;Homens;2007;Causas externas;10152;110.44
MG;Minas Gerais;Homens;2007;Endócrinas e metabólicas;2646;39.86
MG;Minas Gerais;Homens;2007;Aparelho digestivo;3420;47.24
MG;Minas Gerais;Homens;2007;Infecciosas e parasitárias;2807;37.92
MG;Minas Gerais;Homens;2007;Perinatais e malformações;1829;16.43
MG;Minas Gerais;Homens;2007;Sinais e achados mal definidos;7414;105.56
MG;Minas Gerais;Homens;2007;Demais causas definidas;3982;56.12
MG;Minas Gerais;Homens;2008;Aparelho circulatório;16448;245.2
MG;Minas Gerais;Homens;2008;Neoplasias;9149;132.57
MG;Minas Gerais;Homens;2008;Aparelho respiratório;6068;92.18
MG;Minas Gerais;Homens;2008;Causas externas;9828;105.68
MG;Minas Gerais;Homens;2008;Endócrinas e metabólicas;2612;38.03
MG;Minas Gerais;Homens;2008;Aparelho digestivo;3510;47.46
MG;Minas Gerais;Homens;2008;Infecciosas e parasitárias;2853;37.79
MG;Minas Gerais;Homens;2008;Perinatais e malformações;1818;16.58
MG;Minas Gerais;Homens;2008;Sinais e achados mal definidos;7543;104.67
MG;Minas Gerais;Homens;2008;Demais causas definidas;4326;59.55
MG;Minas Gerais;Homens;2009;Aparelho circulatório;16241;234.26
MG;Minas Gerais;Homens;2009;Neoplasias;9487;133.13
MG;Minas Gerais;Homens;2009;Aparelho respiratório;6424;94.36
MG;Minas Gerais;Homens;2009;Causas externas;10078;107.9
MG;Minas Gerais;Homens;2009;Endócrinas e metabólicas;2705;38.41
MG;Minas Gerais;Homens;2009;Aparelho digestivo;3627;47.74
MG;Minas Gerais;Homens;2009;Infecciosas e parasitárias;2845;37.03
MG;Minas Gerais;Homens;2009;Perinatais e malformações;1727;16.05
MG;Minas Gerais;Homens;2009;Sinais e achados mal definidos;7304;98.33
MG;Minas Gerais;Homens;2009;Demais causas definidas;4503;60.91
MG;Minas Gerais;Homens;2010;Aparelho circulatório;17326;242.3
MG;Minas Gerais;Homens;2010;Neoplasias;10203;139.1
MG;Minas Gerais;Homens;2010;Aparelho respiratório;6997;100.46
MG;Minas Gerais;Homens;2010;Causas externas;10351;109.93
MG;Minas Gerais;Homens;2010;Endócrinas e metabólicas;2993;41.43
MG;Minas Gerais;Homens;2010;Aparelho digestivo;3877;49.61
MG;Minas Gerais;Homens;2010;Infecciosas e parasitárias;3014;38.29
MG;Minas Gerais;Homens;2010;Perinatais e malformações;1586;14.97
MG;Minas Gerais;Homens;2010;Sinais e achados mal definidos;6994;91.22
MG;Minas Gerais;Homens;2010;Demais causas definidas;4758;62.8
MG;Minas Gerais;Homens;2011;Aparelho circulatório;17515;237.11
MG;Minas Gerais;Homens;2011;Neoplasias;10288;136.04
MG;Minas Gerais;Homens;2011;Aparelho respiratório;7149;99.63
MG;Minas Gerais;Homens;2011;Causas externas;11372;119.3
MG;Minas Gerais;Homens;2011;Endócrinas e metabólicas;2971;39.71
MG;Minas Gerais;Homens;2011;Aparelho digestivo;3852;48.16
MG;Minas Gerais;Homens;2011;Infecciosas e parasitárias;2836;35.28
MG;Minas Gerais;Homens;2011;Perinatais e malformações;1659;15.62
MG;Minas Gerais;Homens;2011;Sinais e achados mal definidos;6531;82.63
MG;Minas Gerais;Homens;2011;Demais causas definidas;5227;67.08
MG;Minas Gerais;Homens;2012;Aparelho circulatório;17236;226.2
MG;Minas Gerais;Homens;2012;Neoplasias;10838;138.84
MG;Minas Gerais;Homens;2012;Aparelho respiratório;7522;101.01
MG;Minas Gerais;Homens;2012;Causas externas;11481;118.35
MG;Minas Gerais;Homens;2012;Endócrinas e metabólicas;3117;40.2
MG;Minas Gerais;Homens;2012;Aparelho digestivo;3834;46.58
MG;Minas Gerais;Homens;2012;Infecciosas e parasitárias;2961;36.08
MG;Minas Gerais;Homens;2012;Perinatais e malformações;1669;15.54
MG;Minas Gerais;Homens;2012;Sinais e achados mal definidos;6265;77.29
MG;Minas Gerais;Homens;2012;Demais causas definidas;5619;70.62
MG;Minas Gerais;Homens;2013;Aparelho circulatório;17298;219.16
MG;Minas Gerais;Homens;2013;Neoplasias;11126;137.98
MG;Minas Gerais;Homens;2013;Aparelho respiratório;7665;99.39
MG;Minas Gerais;Homens;2013;Causas externas;11492;117.31
MG;Minas Gerais;Homens;2013;Endócrinas e metabólicas;3148;39.5
MG;Minas Gerais;Homens;2013;Aparelho digestivo;3935;46.58
MG;Minas Gerais;Homens;2013;Infecciosas e parasitárias;2968;35.29
MG;Minas Gerais;Homens;2013;Perinatais e malformações;1583;14.81
MG;Minas Gerais;Homens;2013;Sinais e achados mal definidos;6104;73.16
MG;Minas Gerais;Homens;2013;Demais causas definidas;5562;68.21
MG;Minas Gerais;Homens;2014;Aparelho circulatório;17423;212.91
MG;Minas Gerais;Homens;2014;Neoplasias;11559;138.66
MG;Minas Gerais;Homens;2014;Aparelho respiratório;7671;96.28
MG;Minas Gerais;Homens;2014;Causas externas;11951;121.21
MG;Minas Gerais;Homens;2014;Endócrinas e metabólicas;3148;38.19
MG;Minas Gerais;Homens;2014;Aparelho digestivo;3859;44.55
MG;Minas Gerais;Homens;2014;Infecciosas e parasitárias;3043;35.13
MG;Minas Gerais;Homens;2014;Perinatais e malformações;1546;14.33
MG;Minas Gerais;Homens;2014;Sinais e achados mal definidos;5860;68.45
MG;Minas Gerais;Homens;2014;Demais causas definidas;5654;67.35
MG;Minas Gerais;Homens;2015;Aparelho circulatório;17343;205.06
MG;Minas Gerais;Homens;2015;Neoplasias;11943;138.82
MG;Minas Gerais;Homens;2015;Aparelho respiratório;8470;102.94
MG;Minas Gerais;Homens;2015;Causas externas;11189;112.25
MG;Minas Gerais;Homens;2015;Endócrinas e metabólicas;3181;37.18
MG;Minas Gerais;Homens;2015;Aparelho digestivo;4121;46.3
MG;Minas Gerais;Homens;2015;Infecciosas e parasitárias;3226;36.37
MG;Minas Gerais;Homens;2015;Perinatais e malformações;1561;14.15
MG;Minas Gerais;Homens;2015;Sinais e achados mal definidos;6160;69.84
MG;Minas Gerais;Homens;2015;Demais causas definidas;6074;70.52
MG;Minas Gerais;Homens;2016;Aparelho circulatório;17959;205.21
MG;Minas Gerais;Homens;2016;Neoplasias;12364;138.82
MG;Minas Gerais;Homens;2016;Aparelho respiratório;9003;104.76
MG;Minas Gerais;Homens;2016;Causas externas;11269;112.21
MG;Minas Gerais;Homens;2016;Endócrinas e metabólicas;3232;36.55
MG;Minas Gerais;Homens;2016;Aparelho digestivo;4123;45.11
MG;Minas Gerais;Homens;2016;Infecciosas e parasitárias;3522;38.73
MG;Minas Gerais;Homens;2016;Perinatais e malformações;1451;13.47
MG;Minas Gerais;Homens;2016;Sinais e achados mal definidos;6342;69.97
MG;Minas Gerais;Homens;2016;Demais causas definidas;6497;73.21
MG;Minas Gerais;Homens;2017;Aparelho circulatório;18033;199.46
MG;Minas Gerais;Homens;2017;Neoplasias;12735;138.41
MG;Minas Gerais;Homens;2017;Aparelho respiratório;9183;103.94
MG;Minas Gerais;Homens;2017;Causas externas;11309;111.94
MG;Minas Gerais;Homens;2017;Endócrinas e metabólicas;3517;38.52
MG;Minas Gerais;Homens;2017;Aparelho digestivo;4203;44.74
MG;Minas Gerais;Homens;2017;Infecciosas e parasitárias;3357;36.02
MG;Minas Gerais;Homens;2017;Perinatais e malformações;1520;14.36
MG;Minas Gerais;Homens;2017;Sinais e achados mal definidos;6257;67.28
MG;Minas Gerais;Homens;2017;Demais causas definidas;6798;74.34
MG;Minas Gerais;Homens;2018;Aparelho circulatório;17915;191.12
MG;Minas Gerais;Homens;2018;Neoplasias;12902;135.79
MG;Minas Gerais;Homens;2018;Aparelho respiratório;8844;96.25
MG;Minas Gerais;Homens;2018;Causas externas;9910;97.51
MG;Minas Gerais;Homens;2018;Endócrinas e metabólicas;3613;38.22
MG;Minas Gerais;Homens;2018;Aparelho digestivo;4278;44.43
MG;Minas Gerais;Homens;2018;Infecciosas e parasitárias;3377;35.19
MG;Minas Gerais;Homens;2018;Perinatais e malformações;1467;13.64
MG;Minas Gerais;Homens;2018;Sinais e achados mal definidos;5488;57.2
MG;Minas Gerais;Homens;2018;Demais causas definidas;7198;76.34
MG;Minas Gerais;Homens;2019;Aparelho circulatório;18394;189.75
MG;Minas Gerais;Homens;2019;Neoplasias;13267;135.4
MG;Minas Gerais;Homens;2019;Aparelho respiratório;9426;98.93
MG;Minas Gerais;Homens;2019;Causas externas;10232;99.95
MG;Minas Gerais;Homens;2019;Endócrinas e metabólicas;3746;38.42
MG;Minas Gerais;Homens;2019;Aparelho digestivo;4328;43.66
MG;Minas Gerais;Homens;2019;Infecciosas e parasitárias;3270;33.21
MG;Minas Gerais;Homens;2019;Perinatais e malformações;1549;14.52
MG;Minas Gerais;Homens;2019;Sinais e achados mal definidos;5388;54.65
MG;Minas Gerais;Homens;2019;Demais causas definidas;7914;81.62
MG;Minas Gerais;Homens;2020;Aparelho circulatório;18756;187.23
MG;Minas Gerais;Homens;2020;Neoplasias;13246;130.99
MG;Minas Gerais;Homens;2020;Aparelho respiratório;8276;83.89
MG;Minas Gerais;Homens;2020;Causas externas;9658;93.29
MG;Minas Gerais;Homens;2020;COVID-19;7554;75.41
MG;Minas Gerais;Homens;2020;Endócrinas e metabólicas;3977;39.49
MG;Minas Gerais;Homens;2020;Aparelho digestivo;4312;42.39
MG;Minas Gerais;Homens;2020;Infecciosas e parasitárias;3133;30.98
MG;Minas Gerais;Homens;2020;Perinatais e malformações;1405;13.51
