Território;Nome do território;Sexo;Ano;Grupo de causa;Óbitos;Taxa padronizada (por 100 mil hab.)
DF;Distrito Federal;Homens;2004;Aparelho digestivo;327;52.28
DF;Distrito Federal;Homens;2004;Infecciosas e parasitárias;272;40.74
DF;Distrito Federal;Homens;2004;Perinatais e malformações;300;16.84
DF;Distrito Federal;Homens;2004;Sinais e achados mal definidos;175;30.28
DF;Distrito Federal;Homens;2004;Demais causas definidas;292;45.18
DF;Distrito Federal;Homens;2005;Aparelho circulatório;1432;285.02
DF;Distrito Federal;Homens;2005;Neoplasias;831;160.96
DF;Distrito Federal;Homens;2005;Aparelho respiratório;363;81.34
DF;Distrito Federal;Homens;2005;Causas externas;1307;120.14
DF;Distrito Federal;Homens;2005;Endócrinas e metabólicas;226;44.31
DF;Distrito Federal;Homens;2005;Aparelho digestivo;313;49.51
DF;Distrito Federal;Homens;2005;Infecciosas e parasitárias;273;39.29
DF;Distrito Federal;Homens;2005;Perinatais e malformações;288;15.56
DF;Distrito Federal;Homens;2005;Sinais e achados mal definidos;123;21.04
DF;Distrito Federal;Homens;2005;Demais causas definidas;361;57.02
DF;Distrito Federal;Homens;2006;Aparelho circulatório;1444;276.06
DF;Distrito Federal;Homens;2006;Neoplasias;849;159.71
DF;Distrito Federal;Homens;2006;Aparelho respiratório;377;81.43
DF;Distrito Federal;Homens;2006;Causas externas;1288;119.77
DF;Distrito Federal;Homens;2006;Endócrinas e metabólicas;191;37.52
DF;Distrito Federal;Homens;2006;Aparelho digestivo;314;47.18
DF;Distrito Federal;Homens;2006;Infecciosas e parasitárias;278;42.27
DF;Distrito Federal;Homens;2006;Perinatais e malformações;286;15.48
DF;Distrito Federal;Homens;2006;Sinais e achados mal definidos;119;18.48
DF;Distrito Federal;Homens;2006;Demais causas definidas;310;50.41
DF;Distrito Federal;Homens;2007;Aparelho circulatório;1512;278.81
DF;Distrito Federal;Homens;2007;Neoplasias;878;157.06
DF;Distrito Federal;Homens;2007;Aparelho respiratório;385;80.65
DF;Distrito Federal;Homens;2007;Causas externas;1375;120.34
DF;Distrito Federal;Homens;2007;Endócrinas e metabólicas;223;41.15
DF;Distrito Federal;Homens;2007;Aparelho digestivo;308;44.9
DF;Distrito Federal;Homens;2007;Infecciosas e parasitárias;265;37.57
DF;Distrito Federal;Homens;2007;Perinatais e malformações;240;13.63
DF;Distrito Federal;Homens;2007;Sinais e achados mal definidos;126;19.34
DF;Distrito Federal;Homens;2007;Demais causas definidas;319;48.65
DF;Distrito Federal;Homens;2008;Aparelho circulatório;1504;269.3
DF;Distrito Federal;Homens;2008;Neoplasias;927;158.41
DF;Distrito Federal;Homens;2008;Aparelho respiratório;430;83.85
DF;Distrito Federal;Homens;2008;Causas externas;1458;127.71
DF;Distrito Federal;Homens;2008;Endócrinas e metabólicas;265;45.58
DF;Distrito Federal;Homens;2008;Aparelho digestivo;345;49.68
DF;Distrito Federal;Homens;2008;Infecciosas e parasitárias;275;35.88
DF;Distrito Federal;Homens;2008;Perinatais e malformações;255;14.65
DF;Distrito Federal;Homens;2008;Sinais e achados mal definidos;109;14.73
DF;Distrito Federal;Homens;2008;Demais causas definidas;324;47.39
DF;Distrito Federal;Homens;2009;Aparelho circulatório;1505;258.9
DF;Distrito Federal;Homens;2009;Neoplasias;1005;165.6
DF;Distrito Federal;Homens;2009;Aparelho respiratório;450;83.1
DF;Distrito Federal;Homens;2009;Causas externas;1510;129.39
DF;Distrito Federal;Homens;2009;Endócrinas e metabólicas;223;36.2
DF;Distrito Federal;Homens;2009;Aparelho digestivo;342;46.09
DF;Distrito Federal;Homens;2009;Infecciosas e parasitárias;241;30.75
DF;Distrito Federal;Homens;2009;Perinatais e malformações;267;14.91
DF;Distrito Federal;Homens;2009;Sinais e achados mal definidos;92;12.59
DF;Distrito Federal;Homens;2009;Demais causas definidas;402;57.41
DF;Distrito Federal;Homens;2010;Aparelho circulatório;1576;254.72
DF;Distrito Federal;Homens;2010;Neoplasias;1041;166.23
DF;Distrito Federal;Homens;2010;Aparelho respiratório;510;92.53
DF;Distrito Federal;Homens;2010;Causas externas;1461;127.81
DF;Distrito Federal;Homens;2010;Endócrinas e metabólicas;264;43.36
DF;Distrito Federal;Homens;2010;Aparelho digestivo;341;44.76
DF;Distrito Federal;Homens;2010;Infecciosas e parasitárias;270;34.83
DF;Distrito Federal;Homens;2010;Perinatais e malformações;264;14.78
DF;Distrito Federal;Homens;2010;Sinais e achados mal definidos;61;7.72
DF;Distrito Federal;Homens;2010;Demais causas definidas;407;56.72
DF;Distrito Federal;Homens;2011;Aparelho circulatório;1604;250.7
DF;Distrito Federal;Homens;2011;Neoplasias;1073;163.83
DF;Distrito Federal;Homens;2011;Aparelho respiratório;510;89.04
DF;Distrito Federal;Homens;2011;Causas externas;1532;128.43
DF;Distrito Federal;Homens;2011;Endócrinas e metabólicas;254;39.89
DF;Distrito Federal;Homens;2011;Aparelho digestivo;415;51.3
DF;Distrito Federal;Homens;2011;Infecciosas e parasitárias;253;30.36
DF;Distrito Federal;Homens;2011;Perinatais e malformações;252;14.29
DF;Distrito Federal;Homens;2011;Sinais e achados mal definidos;71;9.23
DF;Distrito Federal;Homens;2011;Demais causas definidas;453;60.18
DF;Distrito Federal;Homens;2012;Aparelho circulatório;1623;240.98
DF;Distrito Federal;Homens;2012;Neoplasias;1103;158.03
DF;Distrito Federal;Homens;2012;Aparelho respiratório;479;79.18
DF;Distrito Federal;Homens;2012;Causas externas;1619;133.24
DF;Distrito Federal;Homens;2012;Endócrinas e metabólicas;274;40.64
DF;Distrito Federal;Homens;2012;Aparelho digestivo;391;50.69
DF;Distrito Federal;Homens;2012;Infecciosas e parasitárias;276;33.32
DF;Distrito Federal;Homens;2012;Perinatais e malformações;272;15.78
DF;Distrito Federal;Homens;2012;Sinais e achados mal definidos;51;6.29
DF;Distrito Federal;Homens;2012;Demais causas definidas;397;52.55
DF;Distrito Federal;Homens;2013;Aparelho circulatório;1664;238.24
DF;Distrito Federal;Homens;2013;Neoplasias;1132;157.34
DF;Distrito Federal;Homens;2013;Aparelho respiratório;481;76.52
DF;Distrito Federal;Homens;2013;Causas externas;1454;118.31
DF;Distrito Federal;Homens;2013;Endócrinas e metabólicas;264;37.15
DF;Distrito Federal;Homens;2013;Aparelho digestivo;388;46.58
DF;Distrito Federal;Homens;2013;Infecciosas e parasitárias;286;32.75
DF;Distrito Federal;Homens;2013;Perinatais e malformações;279;15.77
DF;Distrito Federal;Homens;2013;Sinais e achados mal definidos;45;5.11
DF;Distrito Federal;Homens;2013;Demais causas definidas;406;52.56
DF;Distrito Federal;Homens;2014;Aparelho circulatório;1784;244.09
DF;Distrito Federal;Homens;2014;Neoplasias;1139;153.01
DF;Distrito Federal;Homens;2014;Aparelho respiratório;620;96.03
DF;Distrito Federal;Homens;2014;Causas externas;1480;118.47
DF;Distrito Federal;Homens;2014;Endócrinas e metabólicas;275;37.14
DF;Distrito Federal;Homens;2014;Aparelho digestivo;424;48.19
DF;Distrito Federal;Homens;2014;Infecciosas e parasitárias;285;30.45
DF;Distrito Federal;Homens;2014;Perinatais e malformações;286;16.2
DF;Distrito Federal;Homens;2014;Sinais e achados mal definidos;42;4.59
DF;Distrito Federal;Homens;2014;Demais causas definidas;461;58.45
DF;Distrito Federal;Homens;2015;Aparelho circulatório;1767;229.89
DF;Distrito Federal;Homens;2015;Neoplasias;1160;149.37
DF;Distrito Federal;Homens;2015;Aparelho respiratório;563;81.4
DF;Distrito Federal;Homens;2015;Causas externas;1356;108.84
DF;Distrito Federal;Homens;2015;Endócrinas e metabólicas;251;32.67
DF;Distrito Federal;Homens;2015;Aparelho digestivo;447;49.38
DF;Distrito Federal;Homens;2015;Infecciosas e parasitárias;292;31.97
DF;Distrito Federal;Homens;2015;Perinatais e malformações;241;13.3
DF;Distrito Federal;Homens;2015;Sinais e achados mal definidos;55;5.95
DF;Distrito Federal;Homens;2015;Demais causas definidas;552;68.22
DF;Distrito Federal;Homens;2016;Aparelho circulatório;1594;201.51
DF;Distrito Federal;Homens;2016;Neoplasias;1235;151.84
DF;Distrito Federal;Homens;2016;Aparelho respiratório;547;72.08
DF;Distrito Federal;Homens;2016;Causas externas;1411;111.65
DF;Distrito Federal;Homens;2016;Endócrinas e metabólicas;288;35.22
DF;Distrito Federal;Homens;2016;Aparelho digestivo;449;50.04
DF;Distrito Federal;Homens;2016;Infecciosas e parasitárias;304;32.75
DF;Distrito Federal;Homens;2016;Perinatais e malformações;259;14.77
DF;Distrito Federal;Homens;2016;Sinais e achados mal definidos;140;14.11
DF;Distrito Federal;Homens;2016;Demais causas definidas;529;65.69
DF;Distrito Federal;Homens;2017;Aparelho circulatório;1717;206.73
DF;Distrito Federal;Homens;2017;Neoplasias;1289;151.86
DF;Distrito Federal;Homens;2017;Aparelho respiratório;574;73.44
DF;Distrito Federal;Homens;2017;Causas externas;1201;93.94
DF;Distrito Federal;Homens;2017;Endócrinas e metabólicas;288;33.07
DF;Distrito Federal;Homens;2017;Aparelho digestivo;455;49.6
DF;Distrito Federal;Homens;2017;Infecciosas e parasitárias;287;29.75
DF;Distrito Federal;Homens;2017;Perinatais e malformações;248;14.04
DF;Distrito Federal;Homens;2017;Sinais e achados mal definidos;162;16.02
DF;Distrito Federal;Homens;2017;Demais causas definidas;646;75.19
DF;Distrito Federal;Homens;2018;Aparelho circulatório;1609;186.18
DF;Distrito Federal;Homens;2018;Neoplasias;1316;148.86
DF;Distrito Federal;Homens;2018;Aparelho respiratório;492;60.36
DF;Distrito Federal;Homens;2018;Causas externas;1196;95.61
DF;Distrito Federal;Homens;2018;Endócrinas e metabólicas;310;34.5
DF;Distrito Federal;Homens;2018;Aparelho digestivo;424;43.42
DF;Distrito Federal;Homens;2018;Infecciosas e parasitárias;320;32.32
DF;Distrito Federal;Homens;2018;Perinatais e malformações;240;13.82
DF;Distrito Federal;Homens;2018;Sinais e achados mal definidos;151;14.23
DF;Distrito Federal;Homens;2018;Demais causas definidas;623;68.41
DF;Distrito Federal;Homens;2019;Aparelho circulatório;1660;183.83
DF;Distrito Federal;Homens;2019;Neoplasias;1416;152.4
DF;Distrito Federal;Homens;2019;Aparelho respiratório;602;70.26
DF;Distrito Federal;Homens;2019;Causas externas;1140;88.61
DF;Distrito Federal;Homens;2019;Endócrinas e metabólicas;338;35.24
DF;Distrito Federal;Homens;2019;Aparelho digestivo;463;46.14
DF;Distrito Federal;Homens;2019;Infecciosas e parasitárias;362;35.21
DF;Distrito Federal;Homens;2019;Perinatais e malformações;206;12.04
DF;Distrito Federal;Homens;2019;Sinais e achados mal definidos;162;14.91
DF;Distrito Federal;Homens;2019;Demais causas definidas;681;72.32
DF;Distrito Federal;Homens;2020;Aparelho circulatório;1722;183.03
DF;Distrito Federal;Homens;2020;Neoplasias;1334;139.62
DF;Distrito Federal;Homens;2020;Aparelho respiratório;623;69.43
DF;Distrito Federal;Homens;2020;Causas externas;1179;90.95
DF;Distrito Federal;Homens;2020;COVID-19;1825;191.04
DF;Distrito Federal;Homens;2020;Endócrinas e metabólicas;437;44.82
DF;Distrito Federal;Homens;2020;Aparelho digestivo;498;47.27
DF;Distrito Federal;Homens;2020;Infecciosas e parasitárias;373;36.4
DF;Distrito Federal;Homens;2020;Perinatais e malformações;199;12.21
DF;Distrito Federal;Homens;2020;Sinais e achados mal definidos;225;20.19
DF;Distrito Federal;Homens;2020;Demais causas definidas;744;76.14
DF;Distrito Federal;Homens;2021;Aparelho circulatório;1717;175.35
DF;Distrito Federal;Homens;2021;Neoplasias;1343;135.02
DF;Distrito Federal;Homens;2021;Aparelho respiratório;527;56.09
DF;Distrito Federal;Homens;2021;Causas externas;1118;85.02
DF;Distrito Federal;Homens;2021;COVID-19;3367;318.87
DF;Distrito Federal;Homens;2021;Endócrinas e metabólicas;413;41.43
DF;Distrito Federal;Homens;2021;Aparelho digestivo;527;48.22
DF;Distrito Federal;Homens;2021;Infecciosas e parasitárias;331;30.97
DF;Distrito Federal;Homens;2021;Perinatais e malformações;234;14.98
DF;Distrito Federal;Homens;2021;Sinais e achados mal definidos;236;20.93
DF;Distrito Federal;Homens;2021;Demais causas definidas;795;80.15
DF;Distrito Federal;Homens;2022;Aparelho circulatório;1729;171.63
DF;Distrito Federal;Homens;2022;Neoplasias;1326;129.7
DF;Distrito Federal;Homens;2022;Aparelho respiratório;640;67.21
DF;Distrito Federal;Homens;2022;Causas externas;1118;84
DF;Distrito Federal;Homens;2022;COVID-19;387;40.6
DF;Distrito Federal;Homens;2022;Endócrinas e metabólicas;378;36.48
DF;Distrito Federal;Homens;2022;Aparelho digestivo;530;47.56
DF;Distrito Federal;Homens;2022;Infecciosas e parasitárias;351;32.37
DF;Distrito Federal;Homens;2022;Perinatais e malformações;193;12.97
DF;Distrito Federal;Homens;2022;Sinais e achados mal definidos;240;20.02
DF;Distrito Federal;Homens;2022;Demais causas definidas;841;83.43
DF;Distrito Federal;Homens;2023;Aparelho circulatório;1760;167.12
DF;Distrito Federal;Homens;2023;Neoplasias;1412;132.88
DF;Distrito Federal;Homens;2023;Aparelho respiratório;775;76.79
DF;Distrito Federal;Homens;2023;Causas externas;1125;84.14
DF;Distrito Federal;Homens;2023;COVID-19;77;7.65
DF;Distrito Federal;Homens;2023;Endócrinas e metabólicas;330;30.81
DF;Distrito Federal;Homens;2023;Aparelho digestivo;542;47.56
DF;Distrito Federal;Homens;2023;Infecciosas e parasitárias;339;30.45
DF;Distrito Federal;Homens;2023;Perinatais e malformações;196;13.5
DF;Distrito Federal;Homens;2023;Sinais e achados mal definidos;187;14.79
DF;Distrito Federal;Homens;2023;Demais causas definidas;855;84.37
DF;Distrito Federal;Homens;2024;Aparelho circulatório;2081;189.88
DF;Distrito Federal;Homens;2024;Neoplasias;1566;141.32
DF;Distrito Federal;Homens;2024;Aparelho respiratório;872;83.53
DF;Distrito Federal;Homens;2024;Causas externas;1249;92.01
DF;Distrito Federal;Homens;2024;COVID-19;44;4.21
DF;Distrito Federal;Homens;2024;Endócrinas e metabólicas;317;27.74
DF;Distrito Federal;Homens;2024;Aparelho digestivo;544;46.01
DF;Distrito Federal;Homens;2024;Infecciosas e parasitárias;614;53.86
DF;Distrito Federal;Homens;2024;Perinatais e malformações;183;12.79
DF;Distrito Federal;Homens;2024;Sinais e achados mal definidos;167;12.83
DF;Distrito Federal;Homens;2024;Demais causas definidas;859;80.8
DF;Distrito Federal;Homens;2025;Aparelho circulatório;1846;161.12
DF;Distrito Federal;Homens;2025;Neoplasias;1527;132.81
DF;Distrito Federal;Homens;2025;Aparelho respiratório;899;83.33
DF;Distrito Federal;Homens;2025;Causas externas;1120;82.34
DF;Distrito Federal;Homens;2025;COVID-19;20;1.86
DF;Distrito Federal;Homens;2025;Endócrinas e metabólicas;379;32.59
DF;Distrito Federal;Homens;2025;Aparelho digestivo;472;39.49
DF;Distrito Federal;Homens;2025;Infecciosas e parasitárias;345;29.32
DF;Distrito Federal;Homens;2025;Perinatais e malformações;178;12.78
DF;Distrito Federal;Homens;2025;Sinais e achados mal definidos;373;27.54
DF;Distrito Federal;Homens;2025;Demais causas definidas;816;73.71
DF;Distrito Federal;Mulheres;2000;Aparelho circulatório;1065;219.39
DF;Distrito Federal;Mulheres;2000;Neoplasias;666;121.34
DF;Distrito Federal;Mulheres;2000;Aparelho respiratório;252;49.15
DF;Distrito Federal;Mulheres;2000;Causas externas;245;27.14
DF;Distrito Federal;Mulheres;2000;Endócrinas e metabólicas;224;46.82
DF;Distrito Federal;Mulheres;2000;Aparelho digestivo;166;31.63
DF;Distrito Federal;Mulheres;2000;Infecciosas e parasitárias;196;32.65
DF;Distrito Federal;Mulheres;2000;Perinatais e malformações;275;15.02
DF;Distrito Federal;Mulheres;2000;Sinais e achados mal definidos;173;30.94
DF;Distrito Federal;Mulheres;2000;Demais causas definidas;153;22.28
DF;Distrito Federal;Mulheres;2001;Aparelho circulatório;1068;208.46
DF;Distrito Federal;Mulheres;2001;Neoplasias;706;122.85
DF;Distrito Federal;Mulheres;2001;Aparelho respiratório;306;58.76
DF;Distrito Federal;Mulheres;2001;Causas externas;233;25.17
DF;Distrito Federal;Mulheres;2001;Endócrinas e metabólicas;245;48.49
DF;Distrito Federal;Mulheres;2001;Aparelho digestivo;159;28.07
DF;Distrito Federal;Mulheres;2001;Infecciosas e parasitárias;165;24.71
DF;Distrito Federal;Mulheres;2001;Perinatais e malformações;255;14.03
DF;Distrito Federal;Mulheres;2001;Sinais e achados mal definidos;203;34.36
DF;Distrito Federal;Mulheres;2001;Demais causas definidas;179;26.33
DF;Distrito Federal;Mulheres;2002;Aparelho circulatório;1131;214.89
DF;Distrito Federal;Mulheres;2002;Neoplasias;725;120.52
DF;Distrito Federal;Mulheres;2002;Aparelho respiratório;289;53.29
DF;Distrito Federal;Mulheres;2002;Causas externas;278;29.55
DF;Distrito Federal;Mulheres;2002;Endócrinas e metabólicas;247;47.57
DF;Distrito Federal;Mulheres;2002;Aparelho digestivo;141;23.12
DF;Distrito Federal;Mulheres;2002;Infecciosas e parasitárias;229;34.15
DF;Distrito Federal;Mulheres;2002;Perinatais e malformações;253;14.28
DF;Distrito Federal;Mulheres;2002;Sinais e achados mal definidos;162;28.47
DF;Distrito Federal;Mulheres;2002;Demais causas definidas;217;31.26
DF;Distrito Federal;Mulheres;2003;Aparelho circulatório;1109;194.04
DF;Distrito Federal;Mulheres;2003;Neoplasias;724;113.05
DF;Distrito Federal;Mulheres;2003;Aparelho respiratório;267;46.92
DF;Distrito Federal;Mulheres;2003;Causas externas;278;29.77
DF;Distrito Federal;Mulheres;2003;Endócrinas e metabólicas;242;44.78
DF;Distrito Federal;Mulheres;2003;Aparelho digestivo;138;23.44
DF;Distrito Federal;Mulheres;2003;Infecciosas e parasitárias;220;32.98
DF;Distrito Federal;Mulheres;2003;Perinatais e malformações;267;15.02
DF;Distrito Federal;Mulheres;2003;Sinais e achados mal definidos;165;26.27
DF;Distrito Federal;Mulheres;2003;Demais causas definidas;190;28.05
DF;Distrito Federal;Mulheres;2004;Aparelho circulatório;1260;211.9
DF;Distrito Federal;Mulheres;2004;Neoplasias;782;119.55
DF;Distrito Federal;Mulheres;2004;Aparelho respiratório;345;60.34
DF;Distrito Federal;Mulheres;2004;Causas externas;259;28.53
DF;Distrito Federal;Mulheres;2004;Endócrinas e metabólicas;266;45.68
DF;Distrito Federal;Mulheres;2004;Aparelho digestivo;160;23.85
DF;Distrito Federal;Mulheres;2004;Infecciosas e parasitárias;200;27.51
DF;Distrito Federal;Mulheres;2004;Perinatais e malformações;238;13.64
DF;Distrito Federal;Mulheres;2004;Sinais e achados mal definidos;156;25.13
DF;Distrito Federal;Mulheres;2004;Demais causas definidas;262;36.05
DF;Distrito Federal;Mulheres;2005;Aparelho circulatório;1256;204.05
DF;Distrito Federal;Mulheres;2005;Neoplasias;753;109.04
DF;Distrito Federal;Mulheres;2005;Aparelho respiratório;353;58.32
DF;Distrito Federal;Mulheres;2005;Causas externas;284;31.04
DF;Distrito Federal;Mulheres;2005;Endócrinas e metabólicas;269;43.31
DF;Distrito Federal;Mulheres;2005;Aparelho digestivo;164;24.21
DF;Distrito Federal;Mulheres;2005;Infecciosas e parasitárias;209;27.78
DF;Distrito Federal;Mulheres;2005;Perinatais e malformações;229;13.07
DF;Distrito Federal;Mulheres;2005;Sinais e achados mal definidos;96;14.87
DF;Distrito Federal;Mulheres;2005;Demais causas definidas;236;32.83
DF;Distrito Federal;Mulheres;2006;Aparelho circulatório;1223;188.62
DF;Distrito Federal;Mulheres;2006;Neoplasias;904;124.12
DF;Distrito Federal;Mulheres;2006;Aparelho respiratório;324;51.42
DF;Distrito Federal;Mulheres;2006;Causas externas;314;34.08
DF;Distrito Federal;Mulheres;2006;Endócrinas e metabólicas;254;40.14
DF;Distrito Federal;Mulheres;2006;Aparelho digestivo;159;22.57
DF;Distrito Federal;Mulheres;2006;Infecciosas e parasitárias;199;25.31
DF;Distrito Federal;Mulheres;2006;Perinatais e malformações;238;13.72
DF;Distrito Federal;Mulheres;2006;Sinais e achados mal definidos;89;13.08
DF;Distrito Federal;Mulheres;2006;Demais causas definidas;286;36.46
DF;Distrito Federal;Mulheres;2007;Aparelho circulatório;1249;181.82
DF;Distrito Federal;Mulheres;2007;Neoplasias;903;120.55
DF;Distrito Federal;Mulheres;2007;Aparelho respiratório;428;64.7
DF;Distrito Federal;Mulheres;2007;Causas externas;314;30.8
DF;Distrito Federal;Mulheres;2007;Endócrinas e metabólicas;294;42.79
DF;Distrito Federal;Mulheres;2007;Aparelho digestivo;177;24.27
DF;Distrito Federal;Mulheres;2007;Infecciosas e parasitárias;203;26.19
DF;Distrito Federal;Mulheres;2007;Perinatais e malformações;196;11.25
DF;Distrito Federal;Mulheres;2007;Sinais e achados mal definidos;107;14.68
DF;Distrito Federal;Mulheres;2007;Demais causas definidas;272;34.78
DF;Distrito Federal;Mulheres;2008;Aparelho circulatório;1316;183.46
DF;Distrito Federal;Mulheres;2008;Neoplasias;919;115.6
DF;Distrito Federal;Mulheres;2008;Aparelho respiratório;425;62.06
DF;Distrito Federal;Mulheres;2008;Causas externas;334;32.59
DF;Distrito Federal;Mulheres;2008;Endócrinas e metabólicas;264;37.48
DF;Distrito Federal;Mulheres;2008;Aparelho digestivo;225;29.03
DF;Distrito Federal;Mulheres;2008;Infecciosas e parasitárias;193;24.41
DF;Distrito Federal;Mulheres;2008;Perinatais e malformações;200;11.72
DF;Distrito Federal;Mulheres;2008;Sinais e achados mal definidos;94;12.12
DF;Distrito Federal;Mulheres;2008;Demais causas definidas;320;38.69
DF;Distrito Federal;Mulheres;2009;Aparelho circulatório;1373;183.86
DF;Distrito Federal;Mulheres;2009;Neoplasias;938;112.25
DF;Distrito Federal;Mulheres;2009;Aparelho respiratório;409;54.64
DF;Distrito Federal;Mulheres;2009;Causas externas;347;32.67
DF;Distrito Federal;Mulheres;2009;Endócrinas e metabólicas;275;35.59
DF;Distrito Federal;Mulheres;2009;Aparelho digestivo;195;24.19
DF;Distrito Federal;Mulheres;2009;Infecciosas e parasitárias;194;21.7
DF;Distrito Federal;Mulheres;2009;Perinatais e malformações;213;12.51
DF;Distrito Federal;Mulheres;2009;Sinais e achados mal definidos;74;8.99
DF;Distrito Federal;Mulheres;2009;Demais causas definidas;309;36.08
DF;Distrito Federal;Mulheres;2010;Aparelho circulatório;1404;179.9
DF;Distrito Federal;Mulheres;2010;Neoplasias;1001;115.67
DF;Distrito Federal;Mulheres;2010;Aparelho respiratório;433;57.7
DF;Distrito Federal;Mulheres;2010;Causas externas;336;31.46
DF;Distrito Federal;Mulheres;2010;Endócrinas e metabólicas;326;41.25
DF;Distrito Federal;Mulheres;2010;Aparelho digestivo;189;22.55
DF;Distrito Federal;Mulheres;2010;Infecciosas e parasitárias;216;23.17
DF;Distrito Federal;Mulheres;2010;Perinatais e malformações;244;14.43
DF;Distrito Federal;Mulheres;2010;Sinais e achados mal definidos;39;3.71
DF;Distrito Federal;Mulheres;2010;Demais causas definidas;348;39.31
DF;Distrito Federal;Mulheres;2011;Aparelho circulatório;1380;166.17
DF;Distrito Federal;Mulheres;2011;Neoplasias;1062;117.13
DF;Distrito Federal;Mulheres;2011;Aparelho respiratório;553;69.31
DF;Distrito Federal;Mulheres;2011;Causas externas;317;26.43
DF;Distrito Federal;Mulheres;2011;Endócrinas e metabólicas;333;39.25
DF;Distrito Federal;Mulheres;2011;Aparelho digestivo;207;22.78
DF;Distrito Federal;Mulheres;2011;Infecciosas e parasitárias;217;23.57
DF;Distrito Federal;Mulheres;2011;Perinatais e malformações;201;11.71
DF;Distrito Federal;Mulheres;2011;Sinais e achados mal definidos;53;5.67
DF;Distrito Federal;Mulheres;2011;Demais causas definidas;387;41.82
DF;Distrito Federal;Mulheres;2012;Aparelho circulatório;1414;162.71
DF;Distrito Federal;Mulheres;2012;Neoplasias;1094;115.8
DF;Distrito Federal;Mulheres;2012;Aparelho respiratório;538;63.6
DF;Distrito Federal;Mulheres;2012;Causas externas;357;31.11
DF;Distrito Federal;Mulheres;2012;Endócrinas e metabólicas;296;33.17
DF;Distrito Federal;Mulheres;2012;Aparelho digestivo;219;23.34
DF;Distrito Federal;Mulheres;2012;Infecciosas e parasitárias;211;22.64
DF;Distrito Federal;Mulheres;2012;Perinatais e malformações;192;11.38
DF;Distrito Federal;Mulheres;2012;Sinais e achados mal definidos;41;4.5
DF;Distrito Federal;Mulheres;2012;Demais causas definidas;363;38.2
DF;Distrito Federal;Mulheres;2013;Aparelho circulatório;1446;157.74
DF;Distrito Federal;Mulheres;2013;Neoplasias;1154;116.29
DF;Distrito Federal;Mulheres;2013;Aparelho respiratório;571;64.42
DF;Distrito Federal;Mulheres;2013;Causas externas;377;31.46
DF;Distrito Federal;Mulheres;2013;Endócrinas e metabólicas;250;26.45
DF;Distrito Federal;Mulheres;2013;Aparelho digestivo;215;22.1
DF;Distrito Federal;Mulheres;2013;Infecciosas e parasitárias;216;22.02
DF;Distrito Federal;Mulheres;2013;Perinatais e malformações;264;15.58
DF;Distrito Federal;Mulheres;2013;Sinais e achados mal definidos;28;2.93
DF;Distrito Federal;Mulheres;2013;Demais causas definidas;401;41.5
DF;Distrito Federal;Mulheres;2014;Aparelho circulatório;1475;153.11
DF;Distrito Federal;Mulheres;2014;Neoplasias;1206;115.03
DF;Distrito Federal;Mulheres;2014;Aparelho respiratório;604;65.04
DF;Distrito Federal;Mulheres;2014;Causas externas;371;30.8
DF;Distrito Federal;Mulheres;2014;Endócrinas e metabólicas;299;30.5
DF;Distrito Federal;Mulheres;2014;Aparelho digestivo;263;26.52
DF;Distrito Federal;Mulheres;2014;Infecciosas e parasitárias;213;20.51
DF;Distrito Federal;Mulheres;2014;Perinatais e malformações;208;12.18
DF;Distrito Federal;Mulheres;2014;Sinais e achados mal definidos;34;3.12
DF;Distrito Federal;Mulheres;2014;Demais causas definidas;481;46.97
DF;Distrito Federal;Mulheres;2015;Aparelho circulatório;1482;146.99
DF;Distrito Federal;Mulheres;2015;Neoplasias;1295;119.11
DF;Distrito Federal;Mulheres;2015;Aparelho respiratório;580;58.57
DF;Distrito Federal;Mulheres;2015;Causas externas;338;27.46
DF;Distrito Federal;Mulheres;2015;Endócrinas e metabólicas;283;27.34
DF;Distrito Federal;Mulheres;2015;Aparelho digestivo;255;24.31
DF;Distrito Federal;Mulheres;2015;Infecciosas e parasitárias;241;22.14
DF;Distrito Federal;Mulheres;2015;Perinatais e malformações;228;13.13
DF;Distrito Federal;Mulheres;2015;Sinais e achados mal definidos;29;2.46
DF;Distrito Federal;Mulheres;2015;Demais causas definidas;526;48.96
DF;Distrito Federal;Mulheres;2016;Aparelho circulatório;1460;136.19
DF;Distrito Federal;Mulheres;2016;Neoplasias;1252;109.71
DF;Distrito Federal;Mulheres;2016;Aparelho respiratório;536;50.65
DF;Distrito Federal;Mulheres;2016;Causas externas;349;28.01
DF;Distrito Federal;Mulheres;2016;Endócrinas e metabólicas;311;28.41
DF;Distrito Federal;Mulheres;2016;Aparelho digestivo;286;25.9
DF;Distrito Federal;Mulheres;2016;Infecciosas e parasitárias;216;18.73
DF;Distrito Federal;Mulheres;2016;Perinatais e malformações;177;10.3
DF;Distrito Federal;Mulheres;2016;Sinais e achados mal definidos;87;7.26
DF;Distrito Federal;Mulheres;2016;Demais causas definidas;597;54.03
DF;Distrito Federal;Mulheres;2017;Aparelho circulatório;1629;145.56
DF;Distrito Federal;Mulheres;2017;Neoplasias;1291;108.06
DF;Distrito Federal;Mulheres;2017;Aparelho respiratório;609;55.15
DF;Distrito Federal;Mulheres;2017;Causas externas;337;26.34
DF;Distrito Federal;Mulheres;2017;Endócrinas e metabólicas;295;25.76
