Território;Nome do território;Sexo;Ano;Faixa etária;População
MG;Minas Gerais;Mulheres;2001;20-24;853649
MG;Minas Gerais;Mulheres;2001;25-29;751265
MG;Minas Gerais;Mulheres;2001;30-34;715473
MG;Minas Gerais;Mulheres;2001;35-39;697257
MG;Minas Gerais;Mulheres;2001;40-44;628459
MG;Minas Gerais;Mulheres;2001;45-49;526482
MG;Minas Gerais;Mulheres;2001;50-54;417924
MG;Minas Gerais;Mulheres;2001;55-59;332131
MG;Minas Gerais;Mulheres;2001;60-64;282721
MG;Minas Gerais;Mulheres;2001;65-69;232623
MG;Minas Gerais;Mulheres;2001;70-74;182688
MG;Minas Gerais;Mulheres;2001;75-79;129097
MG;Minas Gerais;Mulheres;2001;80+;141501
MG;Minas Gerais;Mulheres;2002;<1;152110
MG;Minas Gerais;Mulheres;2002;1-4;644728
MG;Minas Gerais;Mulheres;2002;5-9;850834
MG;Minas Gerais;Mulheres;2002;10-14;871792
MG;Minas Gerais;Mulheres;2002;15-19;899028
MG;Minas Gerais;Mulheres;2002;20-24;868829
MG;Minas Gerais;Mulheres;2002;25-29;765005
MG;Minas Gerais;Mulheres;2002;30-34;718144
MG;Minas Gerais;Mulheres;2002;35-39;703504
MG;Minas Gerais;Mulheres;2002;40-44;644604
MG;Minas Gerais;Mulheres;2002;45-49;546755
MG;Minas Gerais;Mulheres;2002;50-54;436489
MG;Minas Gerais;Mulheres;2002;55-59;344023
MG;Minas Gerais;Mulheres;2002;60-64;287777
MG;Minas Gerais;Mulheres;2002;65-69;239100
MG;Minas Gerais;Mulheres;2002;70-74;187744
MG;Minas Gerais;Mulheres;2002;75-79;134919
MG;Minas Gerais;Mulheres;2002;80+;146690
MG;Minas Gerais;Mulheres;2003;<1;148265
MG;Minas Gerais;Mulheres;2003;1-4;631376
MG;Minas Gerais;Mulheres;2003;5-9;844852
MG;Minas Gerais;Mulheres;2003;10-14;867382
MG;Minas Gerais;Mulheres;2003;15-19;894182
MG;Minas Gerais;Mulheres;2003;20-24;879234
MG;Minas Gerais;Mulheres;2003;25-29;782296
MG;Minas Gerais;Mulheres;2003;30-34;722272
MG;Minas Gerais;Mulheres;2003;35-39;707657
MG;Minas Gerais;Mulheres;2003;40-44;658979
MG;Minas Gerais;Mulheres;2003;45-49;566458
MG;Minas Gerais;Mulheres;2003;50-54;455880
MG;Minas Gerais;Mulheres;2003;55-59;357557
MG;Minas Gerais;Mulheres;2003;60-64;293094
MG;Minas Gerais;Mulheres;2003;65-69;245699
MG;Minas Gerais;Mulheres;2003;70-74;192839
MG;Minas Gerais;Mulheres;2003;75-79;140290
MG;Minas Gerais;Mulheres;2003;80+;152468
MG;Minas Gerais;Mulheres;2004;<1;144841
MG;Minas Gerais;Mulheres;2004;1-4;616131
MG;Minas Gerais;Mulheres;2004;5-9;837806
MG;Minas Gerais;Mulheres;2004;10-14;864367
MG;Minas Gerais;Mulheres;2004;15-19;887161
MG;Minas Gerais;Mulheres;2004;20-24;885366
MG;Minas Gerais;Mulheres;2004;25-29;802519
MG;Minas Gerais;Mulheres;2004;30-34;727778
MG;Minas Gerais;Mulheres;2004;35-39;709679
MG;Minas Gerais;Mulheres;2004;40-44;672008
MG;Minas Gerais;Mulheres;2004;45-49;585369
MG;Minas Gerais;Mulheres;2004;50-54;475763
MG;Minas Gerais;Mulheres;2004;55-59;372502
MG;Minas Gerais;Mulheres;2004;60-64;299483
MG;Minas Gerais;Mulheres;2004;65-69;252062
MG;Minas Gerais;Mulheres;2004;70-74;198101
MG;Minas Gerais;Mulheres;2004;75-79;145296
MG;Minas Gerais;Mulheres;2004;80+;158756
MG;Minas Gerais;Mulheres;2005;<1;141712
MG;Minas Gerais;Mulheres;2005;1-4;600697
MG;Minas Gerais;Mulheres;2005;5-9;828649
MG;Minas Gerais;Mulheres;2005;10-14;861925
MG;Minas Gerais;Mulheres;2005;15-19;879151
MG;Minas Gerais;Mulheres;2005;20-24;887775
MG;Minas Gerais;Mulheres;2005;25-29;823553
MG;Minas Gerais;Mulheres;2005;30-34;735338
MG;Minas Gerais;Mulheres;2005;35-39;710556
MG;Minas Gerais;Mulheres;2005;40-44;683251
MG;Minas Gerais;Mulheres;2005;45-49;603302
MG;Minas Gerais;Mulheres;2005;50-54;495833
MG;Minas Gerais;Mulheres;2005;55-59;388621
MG;Minas Gerais;Mulheres;2005;60-64;307582
MG;Minas Gerais;Mulheres;2005;65-69;257994
MG;Minas Gerais;Mulheres;2005;70-74;203619
MG;Minas Gerais;Mulheres;2005;75-79;150039
MG;Minas Gerais;Mulheres;2005;80+;165498
MG;Minas Gerais;Mulheres;2006;<1;137969
MG;Minas Gerais;Mulheres;2006;1-4;586398
MG;Minas Gerais;Mulheres;2006;5-9;816617
MG;Minas Gerais;Mulheres;2006;10-14;858868
MG;Minas Gerais;Mulheres;2006;15-19;871699
MG;Minas Gerais;Mulheres;2006;20-24;887425
MG;Minas Gerais;Mulheres;2006;25-29;842544
MG;Minas Gerais;Mulheres;2006;30-34;745658
MG;Minas Gerais;Mulheres;2006;35-39;711683
MG;Minas Gerais;Mulheres;2006;40-44;692020
MG;Minas Gerais;Mulheres;2006;45-49;620240
MG;Minas Gerais;Mulheres;2006;50-54;515836
MG;Minas Gerais;Mulheres;2006;55-59;405873
MG;Minas Gerais;Mulheres;2006;60-64;317605
MG;Minas Gerais;Mulheres;2006;65-69;263386
MG;Minas Gerais;Mulheres;2006;70-74;209521
MG;Minas Gerais;Mulheres;2006;75-79;154684
MG;Minas Gerais;Mulheres;2006;80+;172674
MG;Minas Gerais;Mulheres;2007;<1;132844
MG;Minas Gerais;Mulheres;2007;1-4;572551
MG;Minas Gerais;Mulheres;2007;5-9;802074
MG;Minas Gerais;Mulheres;2007;10-14;854343
MG;Minas Gerais;Mulheres;2007;15-19;865805
MG;Minas Gerais;Mulheres;2007;20-24;885125
MG;Minas Gerais;Mulheres;2007;25-29;857396
MG;Minas Gerais;Mulheres;2007;30-34;759073
MG;Minas Gerais;Mulheres;2007;35-39;714120
MG;Minas Gerais;Mulheres;2007;40-44;698011
MG;Minas Gerais;Mulheres;2007;45-49;636074
MG;Minas Gerais;Mulheres;2007;50-54;535554
MG;Minas Gerais;Mulheres;2007;55-59;424164
MG;Minas Gerais;Mulheres;2007;60-64;329375
MG;Minas Gerais;Mulheres;2007;65-69;268488
MG;Minas Gerais;Mulheres;2007;70-74;215794
MG;Minas Gerais;Mulheres;2007;75-79;159376
MG;Minas Gerais;Mulheres;2007;80+;180196
MG;Minas Gerais;Mulheres;2008;<1;130456
MG;Minas Gerais;Mulheres;2008;1-4;557408
MG;Minas Gerais;Mulheres;2008;5-9;785346
MG;Minas Gerais;Mulheres;2008;10-14;848495
MG;Minas Gerais;Mulheres;2008;15-19;861834
MG;Minas Gerais;Mulheres;2008;20-24;880682
MG;Minas Gerais;Mulheres;2008;25-29;867555
MG;Minas Gerais;Mulheres;2008;30-34;776055
MG;Minas Gerais;Mulheres;2008;35-39;718027
MG;Minas Gerais;Mulheres;2008;40-44;701943
MG;Minas Gerais;Mulheres;2008;45-49;650125
MG;Minas Gerais;Mulheres;2008;50-54;554761
MG;Minas Gerais;Mulheres;2008;55-59;443245
MG;Minas Gerais;Mulheres;2008;60-64;342755
MG;Minas Gerais;Mulheres;2008;65-69;273876
MG;Minas Gerais;Mulheres;2008;70-74;222228
MG;Minas Gerais;Mulheres;2008;75-79;164236
MG;Minas Gerais;Mulheres;2008;80+;188041
MG;Minas Gerais;Mulheres;2009;<1;128295
MG;Minas Gerais;Mulheres;2009;1-4;543257
MG;Minas Gerais;Mulheres;2009;5-9;767071
MG;Minas Gerais;Mulheres;2009;10-14;841618
MG;Minas Gerais;Mulheres;2009;15-19;859328
MG;Minas Gerais;Mulheres;2009;20-24;874187
MG;Minas Gerais;Mulheres;2009;25-29;873651
MG;Minas Gerais;Mulheres;2009;30-34;796053
MG;Minas Gerais;Mulheres;2009;35-39;723400
MG;Minas Gerais;Mulheres;2009;40-44;703864
MG;Minas Gerais;Mulheres;2009;45-49;662923
MG;Minas Gerais;Mulheres;2009;50-54;573307
MG;Minas Gerais;Mulheres;2009;55-59;462797
MG;Minas Gerais;Mulheres;2009;60-64;357518
MG;Minas Gerais;Mulheres;2009;65-69;280340
MG;Minas Gerais;Mulheres;2009;70-74;228497
MG;Minas Gerais;Mulheres;2009;75-79;169311
MG;Minas Gerais;Mulheres;2009;80+;196092
MG;Minas Gerais;Mulheres;2010;<1;125885
MG;Minas Gerais;Mulheres;2010;1-4;529226
MG;Minas Gerais;Mulheres;2010;5-9;748524
MG;Minas Gerais;Mulheres;2010;10-14;832599
MG;Minas Gerais;Mulheres;2010;15-19;855887
MG;Minas Gerais;Mulheres;2010;20-24;863344
MG;Minas Gerais;Mulheres;2010;25-29;873538
MG;Minas Gerais;Mulheres;2010;30-34;815467
MG;Minas Gerais;Mulheres;2010;35-39;730133
MG;Minas Gerais;Mulheres;2010;40-44;704420
MG;Minas Gerais;Mulheres;2010;45-49;673884
MG;Minas Gerais;Mulheres;2010;50-54;590948
MG;Minas Gerais;Mulheres;2010;55-59;482444
MG;Minas Gerais;Mulheres;2010;60-64;373400
MG;Minas Gerais;Mulheres;2010;65-69;288421
MG;Minas Gerais;Mulheres;2010;70-74;234443
MG;Minas Gerais;Mulheres;2010;75-79;174655
MG;Minas Gerais;Mulheres;2010;80+;204431
MG;Minas Gerais;Mulheres;2011;<1;126681
MG;Minas Gerais;Mulheres;2011;1-4;515738
MG;Minas Gerais;Mulheres;2011;5-9;730032
MG;Minas Gerais;Mulheres;2011;10-14;820707
MG;Minas Gerais;Mulheres;2011;15-19;851778
MG;Minas Gerais;Mulheres;2011;20-24;850895
MG;Minas Gerais;Mulheres;2011;25-29;868398
MG;Minas Gerais;Mulheres;2011;30-34;831524
MG;Minas Gerais;Mulheres;2011;35-39;738967
MG;Minas Gerais;Mulheres;2011;40-44;704987
MG;Minas Gerais;Mulheres;2011;45-49;682339
MG;Minas Gerais;Mulheres;2011;50-54;607678
MG;Minas Gerais;Mulheres;2011;55-59;501998
MG;Minas Gerais;Mulheres;2011;60-64;390330
MG;Minas Gerais;Mulheres;2011;65-69;298266
MG;Minas Gerais;Mulheres;2011;70-74;239910
MG;Minas Gerais;Mulheres;2011;75-79;180374
MG;Minas Gerais;Mulheres;2011;80+;213172
MG;Minas Gerais;Mulheres;2012;<1;127562
MG;Minas Gerais;Mulheres;2012;1-4;508928
MG;Minas Gerais;Mulheres;2012;5-9;710430
MG;Minas Gerais;Mulheres;2012;10-14;806310
MG;Minas Gerais;Mulheres;2012;15-19;847565
MG;Minas Gerais;Mulheres;2012;20-24;842324
MG;Minas Gerais;Mulheres;2012;25-29;862504
MG;Minas Gerais;Mulheres;2012;30-34;844135
MG;Minas Gerais;Mulheres;2012;35-39;751257
MG;Minas Gerais;Mulheres;2012;40-44;707170
MG;Minas Gerais;Mulheres;2012;45-49;688263
MG;Minas Gerais;Mulheres;2012;50-54;623546
MG;Minas Gerais;Mulheres;2012;55-59;521415
MG;Minas Gerais;Mulheres;2012;60-64;408282
MG;Minas Gerais;Mulheres;2012;65-69;309766
MG;Minas Gerais;Mulheres;2012;70-74;245060
MG;Minas Gerais;Mulheres;2012;75-79;186448
MG;Minas Gerais;Mulheres;2012;80+;222237
MG;Minas Gerais;Mulheres;2013;<1;126943
MG;Minas Gerais;Mulheres;2013;1-4;505949
MG;Minas Gerais;Mulheres;2013;5-9;692048
MG;Minas Gerais;Mulheres;2013;10-14;789668
MG;Minas Gerais;Mulheres;2013;15-19;842633
MG;Minas Gerais;Mulheres;2013;20-24;837300
MG;Minas Gerais;Mulheres;2013;25-29;855192
MG;Minas Gerais;Mulheres;2013;30-34;852379
MG;Minas Gerais;Mulheres;2013;35-39;767268
MG;Minas Gerais;Mulheres;2013;40-44;710990
MG;Minas Gerais;Mulheres;2013;45-49;692313
MG;Minas Gerais;Mulheres;2013;50-54;637807
MG;Minas Gerais;Mulheres;2013;55-59;540529
MG;Minas Gerais;Mulheres;2013;60-64;427040
MG;Minas Gerais;Mulheres;2013;65-69;322864
MG;Minas Gerais;Mulheres;2013;70-74;250479
MG;Minas Gerais;Mulheres;2013;75-79;192700
MG;Minas Gerais;Mulheres;2013;80+;231732
MG;Minas Gerais;Mulheres;2014;<1;128426
MG;Minas Gerais;Mulheres;2014;1-4;504945
MG;Minas Gerais;Mulheres;2014;5-9;674575
MG;Minas Gerais;Mulheres;2014;10-14;771371
MG;Minas Gerais;Mulheres;2014;15-19;836771
MG;Minas Gerais;Mulheres;2014;20-24;834664
MG;Minas Gerais;Mulheres;2014;25-29;846036
MG;Minas Gerais;Mulheres;2014;30-34;856447
MG;Minas Gerais;Mulheres;2014;35-39;786194
MG;Minas Gerais;Mulheres;2014;40-44;716248
MG;Minas Gerais;Mulheres;2014;45-49;694410
MG;Minas Gerais;Mulheres;2014;50-54;650876
MG;Minas Gerais;Mulheres;2014;55-59;559115
MG;Minas Gerais;Mulheres;2014;60-64;446270
MG;Minas Gerais;Mulheres;2014;65-69;337340
MG;Minas Gerais;Mulheres;2014;70-74;256924
MG;Minas Gerais;Mulheres;2014;75-79;198842
MG;Minas Gerais;Mulheres;2014;80+;241609
MG;Minas Gerais;Mulheres;2015;<1;131399
MG;Minas Gerais;Mulheres;2015;1-4;507838
MG;Minas Gerais;Mulheres;2015;5-9;657715
MG;Minas Gerais;Mulheres;2015;10-14;752936
MG;Minas Gerais;Mulheres;2015;15-19;828552
MG;Minas Gerais;Mulheres;2015;20-24;832946
MG;Minas Gerais;Mulheres;2015;25-29;835900
MG;Minas Gerais;Mulheres;2015;30-34;856601
MG;Minas Gerais;Mulheres;2015;35-39;805783
MG;Minas Gerais;Mulheres;2015;40-44;723481
MG;Minas Gerais;Mulheres;2015;45-49;695496
MG;Minas Gerais;Mulheres;2015;50-54;662278
MG;Minas Gerais;Mulheres;2015;55-59;576959
MG;Minas Gerais;Mulheres;2015;60-64;465640
MG;Minas Gerais;Mulheres;2015;65-69;352960
MG;Minas Gerais;Mulheres;2015;70-74;264944
MG;Minas Gerais;Mulheres;2015;75-79;204699
MG;Minas Gerais;Mulheres;2015;80+;251943
MG;Minas Gerais;Mulheres;2016;<1;127887
MG;Minas Gerais;Mulheres;2016;1-4;512514
MG;Minas Gerais;Mulheres;2016;5-9;645660
MG;Minas Gerais;Mulheres;2016;10-14;734787
MG;Minas Gerais;Mulheres;2016;15-19;817280
MG;Minas Gerais;Mulheres;2016;20-24;830754
MG;Minas Gerais;Mulheres;2016;25-29;826395
MG;Minas Gerais;Mulheres;2016;30-34;853733
MG;Minas Gerais;Mulheres;2016;35-39;823187
MG;Minas Gerais;Mulheres;2016;40-44;733356
MG;Minas Gerais;Mulheres;2016;45-49;696908
MG;Minas Gerais;Mulheres;2016;50-54;671313
MG;Minas Gerais;Mulheres;2016;55-59;593976
MG;Minas Gerais;Mulheres;2016;60-64;484968
MG;Minas Gerais;Mulheres;2016;65-69;369634
MG;Minas Gerais;Mulheres;2016;70-74;274670
MG;Minas Gerais;Mulheres;2016;75-79;210097
MG;Minas Gerais;Mulheres;2016;80+;262870
MG;Minas Gerais;Mulheres;2017;<1;125141
MG;Minas Gerais;Mulheres;2017;1-4;512550
MG;Minas Gerais;Mulheres;2017;5-9;639810
MG;Minas Gerais;Mulheres;2017;10-14;715380
MG;Minas Gerais;Mulheres;2017;15-19;803200
MG;Minas Gerais;Mulheres;2017;20-24;826833
MG;Minas Gerais;Mulheres;2017;25-29;818514
MG;Minas Gerais;Mulheres;2017;30-34;848568
MG;Minas Gerais;Mulheres;2017;35-39;836317
MG;Minas Gerais;Mulheres;2017;40-44;746153
MG;Minas Gerais;Mulheres;2017;45-49;699680
MG;Minas Gerais;Mulheres;2017;50-54;677692
MG;Minas Gerais;Mulheres;2017;55-59;610044
MG;Minas Gerais;Mulheres;2017;60-64;504138
MG;Minas Gerais;Mulheres;2017;65-69;387265
MG;Minas Gerais;Mulheres;2017;70-74;285949
MG;Minas Gerais;Mulheres;2017;75-79;215164
MG;Minas Gerais;Mulheres;2017;80+;274390
MG;Minas Gerais;Mulheres;2018;<1;127204
MG;Minas Gerais;Mulheres;2018;1-4;510264
MG;Minas Gerais;Mulheres;2018;5-9;635819
MG;Minas Gerais;Mulheres;2018;10-14;697134
MG;Minas Gerais;Mulheres;2018;15-19;786891
MG;Minas Gerais;Mulheres;2018;20-24;821251
MG;Minas Gerais;Mulheres;2018;25-29;812627
MG;Minas Gerais;Mulheres;2018;30-34;840885
MG;Minas Gerais;Mulheres;2018;35-39;844511
MG;Minas Gerais;Mulheres;2018;40-44;762358
MG;Minas Gerais;Mulheres;2018;45-49;703922
MG;Minas Gerais;Mulheres;2018;50-54;682176
MG;Minas Gerais;Mulheres;2018;55-59;624452
MG;Minas Gerais;Mulheres;2018;60-64;522981
MG;Minas Gerais;Mulheres;2018;65-69;405603
MG;Minas Gerais;Mulheres;2018;70-74;298686
MG;Minas Gerais;Mulheres;2018;75-79;220403
MG;Minas Gerais;Mulheres;2018;80+;286225
MG;Minas Gerais;Mulheres;2019;<1;126225
MG;Minas Gerais;Mulheres;2019;1-4;509092
MG;Minas Gerais;Mulheres;2019;5-9;635843
MG;Minas Gerais;Mulheres;2019;10-14;679791
MG;Minas Gerais;Mulheres;2019;15-19;769873
MG;Minas Gerais;Mulheres;2019;20-24;816498
MG;Minas Gerais;Mulheres;2019;25-29;810088
MG;Minas Gerais;Mulheres;2019;30-34;831809
MG;Minas Gerais;Mulheres;2019;35-39;848746
MG;Minas Gerais;Mulheres;2019;40-44;781618
MG;Minas Gerais;Mulheres;2019;45-49;709627
MG;Minas Gerais;Mulheres;2019;50-54;684781
MG;Minas Gerais;Mulheres;2019;55-59;637687
MG;Minas Gerais;Mulheres;2019;60-64;541276
MG;Minas Gerais;Mulheres;2019;65-69;424277
MG;Minas Gerais;Mulheres;2019;70-74;312631
MG;Minas Gerais;Mulheres;2019;75-79;226511
MG;Minas Gerais;Mulheres;2019;80+;297945
MG;Minas Gerais;Mulheres;2020;<1;122420
MG;Minas Gerais;Mulheres;2020;1-4;504696
MG;Minas Gerais;Mulheres;2020;5-9;641545
MG;Minas Gerais;Mulheres;2020;10-14;663049
MG;Minas Gerais;Mulheres;2020;15-19;753057
MG;Minas Gerais;Mulheres;2020;20-24;811499
MG;Minas Gerais;Mulheres;2020;25-29;810365
MG;Minas Gerais;Mulheres;2020;30-34;822861
MG;Minas Gerais;Mulheres;2020;35-39;849574
MG;Minas Gerais;Mulheres;2020;40-44;801736
MG;Minas Gerais;Mulheres;2020;45-49;717300
MG;Minas Gerais;Mulheres;2020;50-54;686249
MG;Minas Gerais;Mulheres;2020;55-59;649217
MG;Minas Gerais;Mulheres;2020;60-64;558667
MG;Minas Gerais;Mulheres;2020;65-69;442775
MG;Minas Gerais;Mulheres;2020;70-74;327414
MG;Minas Gerais;Mulheres;2020;75-79;233824
MG;Minas Gerais;Mulheres;2020;80+;308874
MG;Minas Gerais;Mulheres;2021;<1;118922
MG;Minas Gerais;Mulheres;2021;1-4;500084
MG;Minas Gerais;Mulheres;2021;5-9;642822
MG;Minas Gerais;Mulheres;2021;10-14;651106
MG;Minas Gerais;Mulheres;2021;15-19;736089
MG;Minas Gerais;Mulheres;2021;20-24;803669
MG;Minas Gerais;Mulheres;2021;25-29;810831
MG;Minas Gerais;Mulheres;2021;30-34;814912
MG;Minas Gerais;Mulheres;2021;35-39;847439
MG;Minas Gerais;Mulheres;2021;40-44;819343
MG;Minas Gerais;Mulheres;2021;45-49;727127
MG;Minas Gerais;Mulheres;2021;50-54;687371
MG;Minas Gerais;Mulheres;2021;55-59;657386
MG;Minas Gerais;Mulheres;2021;60-64;574148
MG;Minas Gerais;Mulheres;2021;65-69;460000
MG;Minas Gerais;Mulheres;2021;70-74;342185
MG;Minas Gerais;Mulheres;2021;75-79;241672
MG;Minas Gerais;Mulheres;2021;80+;316579
MG;Minas Gerais;Mulheres;2022;<1;115674
MG;Minas Gerais;Mulheres;2022;1-4;494140
MG;Minas Gerais;Mulheres;2022;5-9;640434
MG;Minas Gerais;Mulheres;2022;10-14;645350
MG;Minas Gerais;Mulheres;2022;15-19;716742
MG;Minas Gerais;Mulheres;2022;20-24;791473
MG;Minas Gerais;Mulheres;2022;25-29;809176
MG;Minas Gerais;Mulheres;2022;30-34;808502
MG;Minas Gerais;Mulheres;2022;35-39;843083
MG;Minas Gerais;Mulheres;2022;40-44;832615
MG;Minas Gerais;Mulheres;2022;45-49;739875
MG;Minas Gerais;Mulheres;2022;50-54;690013
MG;Minas Gerais;Mulheres;2022;55-59;662969
MG;Minas Gerais;Mulheres;2022;60-64;588775
MG;Minas Gerais;Mulheres;2022;65-69;476892
MG;Minas Gerais;Mulheres;2022;70-74;357466
MG;Minas Gerais;Mulheres;2022;75-79;250616
MG;Minas Gerais;Mulheres;2022;80+;323275
MG;Minas Gerais;Mulheres;2023;<1;113570
MG;Minas Gerais;Mulheres;2023;1-4;482268
MG;Minas Gerais;Mulheres;2023;5-9;640911
MG;Minas Gerais;Mulheres;2023;10-14;641521
MG;Minas Gerais;Mulheres;2023;15-19;698299
MG;Minas Gerais;Mulheres;2023;20-24;775815
MG;Minas Gerais;Mulheres;2023;25-29;805714
MG;Minas Gerais;Mulheres;2023;30-34;804280
MG;Minas Gerais;Mulheres;2023;35-39;836542
MG;Minas Gerais;Mulheres;2023;40-44;841285
MG;Minas Gerais;Mulheres;2023;45-49;756401
MG;Minas Gerais;Mulheres;2023;50-54;694699
MG;Minas Gerais;Mulheres;2023;55-59;667653
MG;Minas Gerais;Mulheres;2023;60-64;602984
MG;Minas Gerais;Mulheres;2023;65-69;494646
MG;Minas Gerais;Mulheres;2023;70-74;374121
MG;Minas Gerais;Mulheres;2023;75-79;261679
MG;Minas Gerais;Mulheres;2023;80+;333066
MG;Minas Gerais;Mulheres;2024;<1;111861
MG;Minas Gerais;Mulheres;2024;1-4;469437
MG;Minas Gerais;Mulheres;2024;5-9;639185
MG;Minas Gerais;Mulheres;2024;10-14;641642
MG;Minas Gerais;Mulheres;2024;15-19;681097
MG;Minas Gerais;Mulheres;2024;20-24;759012
MG;Minas Gerais;Mulheres;2024;25-29;801958
MG;Minas Gerais;Mulheres;2024;30-34;802569
MG;Minas Gerais;Mulheres;2024;35-39;828062
MG;Minas Gerais;Mulheres;2024;40-44;845810
MG;Minas Gerais;Mulheres;2024;45-49;775722
MG;Minas Gerais;Mulheres;2024;50-54;700713
MG;Minas Gerais;Mulheres;2024;55-59;670522
MG;Minas Gerais;Mulheres;2024;60-64;616157
MG;Minas Gerais;Mulheres;2024;65-69;512261
MG;Minas Gerais;Mulheres;2024;70-74;391265
MG;Minas Gerais;Mulheres;2024;75-79;274057
MG;Minas Gerais;Mulheres;2024;80+;344945
MG;Minas Gerais;Mulheres;2025;<1;109656
MG;Minas Gerais;Mulheres;2025;1-4;458925
MG;Minas Gerais;Mulheres;2025;5-9;630581
MG;Minas Gerais;Mulheres;2025;10-14;647211
MG;Minas Gerais;Mulheres;2025;15-19;664586
MG;Minas Gerais;Mulheres;2025;20-24;742172
MG;Minas Gerais;Mulheres;2025;25-29;796377
MG;Minas Gerais;Mulheres;2025;30-34;802307
MG;Minas Gerais;Mulheres;2025;35-39;818854
MG;Minas Gerais;Mulheres;2025;40-44;846595
MG;Minas Gerais;Mulheres;2025;45-49;795694
MG;Minas Gerais;Mulheres;2025;50-54;708581
MG;Minas Gerais;Mulheres;2025;55-59;672406
MG;Minas Gerais;Mulheres;2025;60-64;627711
MG;Minas Gerais;Mulheres;2025;65-69;529316
MG;Minas Gerais;Mulheres;2025;70-74;408460
MG;Minas Gerais;Mulheres;2025;75-79;287226
MG;Minas Gerais;Mulheres;2025;80+;358181
MS;Mato Grosso do Sul;Ambos;2000;<1;41887
MS;Mato Grosso do Sul;Ambos;2000;1-4;172311
MS;Mato Grosso do Sul;Ambos;2000;5-9;224135
MS;Mato Grosso do Sul;Ambos;2000;10-14;225671
MS;Mato Grosso do Sul;Ambos;2000;15-19;222525
MS;Mato Grosso do Sul;Ambos;2000;20-24;203024
MS;Mato Grosso do Sul;Ambos;2000;25-29;180153
MS;Mato Grosso do Sul;Ambos;2000;30-34;171718
MS;Mato Grosso do Sul;Ambos;2000;35-39;158442
MS;Mato Grosso do Sul;Ambos;2000;40-44;135103
MS;Mato Grosso do Sul;Ambos;2000;45-49;110007
MS;Mato Grosso do Sul;Ambos;2000;50-54;84282
MS;Mato Grosso do Sul;Ambos;2000;55-59;66693
MS;Mato Grosso do Sul;Ambos;2000;60-64;54083
MS;Mato Grosso do Sul;Ambos;2000;65-69;41042
MS;Mato Grosso do Sul;Ambos;2000;70-74;29880
MS;Mato Grosso do Sul;Ambos;2000;75-79;19991
MS;Mato Grosso do Sul;Ambos;2000;80+;21527
MS;Mato Grosso do Sul;Ambos;2001;<1;41608
MS;Mato Grosso do Sul;Ambos;2001;1-4;170154
MS;Mato Grosso do Sul;Ambos;2001;5-9;223175
MS;Mato Grosso do Sul;Ambos;2001;10-14;225443
MS;Mato Grosso do Sul;Ambos;2001;15-19;223647
MS;Mato Grosso do Sul;Ambos;2001;20-24;208686
MS;Mato Grosso do Sul;Ambos;2001;25-29;182743
MS;Mato Grosso do Sul;Ambos;2001;30-34;173175
MS;Mato Grosso do Sul;Ambos;2001;35-39;161649
MS;Mato Grosso do Sul;Ambos;2001;40-44;139746
MS;Mato Grosso do Sul;Ambos;2001;45-49;114685
MS;Mato Grosso do Sul;Ambos;2001;50-54;88364
MS;Mato Grosso do Sul;Ambos;2001;55-59;68973
MS;Mato Grosso do Sul;Ambos;2001;60-64;55765
MS;Mato Grosso do Sul;Ambos;2001;65-69;42641
MS;Mato Grosso do Sul;Ambos;2001;70-74;31118
MS;Mato Grosso do Sul;Ambos;2001;75-79;20820
MS;Mato Grosso do Sul;Ambos;2001;80+;22459
MS;Mato Grosso do Sul;Ambos;2002;<1;41354
MS;Mato Grosso do Sul;Ambos;2002;1-4;168424
MS;Mato Grosso do Sul;Ambos;2002;5-9;221853
MS;Mato Grosso do Sul;Ambos;2002;10-14;225413
MS;Mato Grosso do Sul;Ambos;2002;15-19;224428
MS;Mato Grosso do Sul;Ambos;2002;20-24;213474
MS;Mato Grosso do Sul;Ambos;2002;25-29;186303
MS;Mato Grosso do Sul;Ambos;2002;30-34;174702
MS;Mato Grosso do Sul;Ambos;2002;35-39;164301
MS;Mato Grosso do Sul;Ambos;2002;40-44;144409
MS;Mato Grosso do Sul;Ambos;2002;45-49;119260
MS;Mato Grosso do Sul;Ambos;2002;50-54;92819
MS;Mato Grosso do Sul;Ambos;2002;55-59;71487
MS;Mato Grosso do Sul;Ambos;2002;60-64;57434
MS;Mato Grosso do Sul;Ambos;2002;65-69;44321
MS;Mato Grosso do Sul;Ambos;2002;70-74;32385
MS;Mato Grosso do Sul;Ambos;2002;75-79;21712
MS;Mato Grosso do Sul;Ambos;2002;80+;23405
MS;Mato Grosso do Sul;Ambos;2003;<1;41152
MS;Mato Grosso do Sul;Ambos;2003;1-4;167098
MS;Mato Grosso do Sul;Ambos;2003;5-9;220276
MS;Mato Grosso do Sul;Ambos;2003;10-14;225614
MS;Mato Grosso do Sul;Ambos;2003;15-19;224836
MS;Mato Grosso do Sul;Ambos;2003;20-24;217165
MS;Mato Grosso do Sul;Ambos;2003;25-29;191004
MS;Mato Grosso do Sul;Ambos;2003;30-34;176294
MS;Mato Grosso do Sul;Ambos;2003;35-39;166646
MS;Mato Grosso do Sul;Ambos;2003;40-44;148768
MS;Mato Grosso do Sul;Ambos;2003;45-49;123772
MS;Mato Grosso do Sul;Ambos;2003;50-54;97523
MS;Mato Grosso do Sul;Ambos;2003;55-59;74277
