Território;Nome do território;Sexo;Ano;Faixa etária;População
AP;Amapá;Ambos;2003;25-29;48654
AP;Amapá;Ambos;2003;30-34;40575
AP;Amapá;Ambos;2003;35-39;32789
AP;Amapá;Ambos;2003;40-44;25861
AP;Amapá;Ambos;2003;45-49;20312
AP;Amapá;Ambos;2003;50-54;14696
AP;Amapá;Ambos;2003;55-59;10674
AP;Amapá;Ambos;2003;60-64;8248
AP;Amapá;Ambos;2003;65-69;6032
AP;Amapá;Ambos;2003;70-74;4357
AP;Amapá;Ambos;2003;75-79;2797
AP;Amapá;Ambos;2003;80+;4050
AP;Amapá;Ambos;2004;<1;16408
AP;Amapá;Ambos;2004;1-4;66305
AP;Amapá;Ambos;2004;5-9;79297
AP;Amapá;Ambos;2004;10-14;68805
AP;Amapá;Ambos;2004;15-19;63338
AP;Amapá;Ambos;2004;20-24;59159
AP;Amapá;Ambos;2004;25-29;51173
AP;Amapá;Ambos;2004;30-34;42606
AP;Amapá;Ambos;2004;35-39;34590
AP;Amapá;Ambos;2004;40-44;27217
AP;Amapá;Ambos;2004;45-49;21507
AP;Amapá;Ambos;2004;50-54;15785
AP;Amapá;Ambos;2004;55-59;11199
AP;Amapá;Ambos;2004;60-64;8680
AP;Amapá;Ambos;2004;65-69;6305
AP;Amapá;Ambos;2004;70-74;4586
AP;Amapá;Ambos;2004;75-79;2937
AP;Amapá;Ambos;2004;80+;4067
AP;Amapá;Ambos;2005;<1;16390
AP;Amapá;Ambos;2005;1-4;66115
AP;Amapá;Ambos;2005;5-9;80928
AP;Amapá;Ambos;2005;10-14;71223
AP;Amapá;Ambos;2005;15-19;64800
AP;Amapá;Ambos;2005;20-24;61183
AP;Amapá;Ambos;2005;25-29;53662
AP;Amapá;Ambos;2005;30-34;44659
AP;Amapá;Ambos;2005;35-39;36433
AP;Amapá;Ambos;2005;40-44;28649
AP;Amapá;Ambos;2005;45-49;22699
AP;Amapá;Ambos;2005;50-54;16907
AP;Amapá;Ambos;2005;55-59;11851
AP;Amapá;Ambos;2005;60-64;9111
AP;Amapá;Ambos;2005;65-69;6608
AP;Amapá;Ambos;2005;70-74;4829
AP;Amapá;Ambos;2005;75-79;3111
AP;Amapá;Ambos;2005;80+;4116
AP;Amapá;Ambos;2006;<1;15784
AP;Amapá;Ambos;2006;1-4;65855
AP;Amapá;Ambos;2006;5-9;81959
AP;Amapá;Ambos;2006;10-14;73532
AP;Amapá;Ambos;2006;15-19;66341
AP;Amapá;Ambos;2006;20-24;63037
AP;Amapá;Ambos;2006;25-29;56042
AP;Amapá;Ambos;2006;30-34;46760
AP;Amapá;Ambos;2006;35-39;38305
AP;Amapá;Ambos;2006;40-44;30167
AP;Amapá;Ambos;2006;45-49;23874
AP;Amapá;Ambos;2006;50-54;18050
AP;Amapá;Ambos;2006;55-59;12648
AP;Amapá;Ambos;2006;60-64;9518
AP;Amapá;Ambos;2006;65-69;6970
AP;Amapá;Ambos;2006;70-74;5070
AP;Amapá;Ambos;2006;75-79;3310
AP;Amapá;Ambos;2006;80+;4206
AP;Amapá;Ambos;2007;<1;15672
AP;Amapá;Ambos;2007;1-4;64976
AP;Amapá;Ambos;2007;5-9;82406
AP;Amapá;Ambos;2007;10-14;75603
AP;Amapá;Ambos;2007;15-19;68081
AP;Amapá;Ambos;2007;20-24;64689
AP;Amapá;Ambos;2007;25-29;58270
AP;Amapá;Ambos;2007;30-34;48915
AP;Amapá;Ambos;2007;35-39;40184
AP;Amapá;Ambos;2007;40-44;31777
AP;Amapá;Ambos;2007;45-49;25035
AP;Amapá;Ambos;2007;50-54;19209
AP;Amapá;Ambos;2007;55-59;13569
AP;Amapá;Ambos;2007;60-64;9910
AP;Amapá;Ambos;2007;65-69;7378
AP;Amapá;Ambos;2007;70-74;5314
AP;Amapá;Ambos;2007;75-79;3534
AP;Amapá;Ambos;2007;80+;4319
AP;Amapá;Ambos;2008;<1;15841
AP;Amapá;Ambos;2008;1-4;64008
AP;Amapá;Ambos;2008;5-9;82303
AP;Amapá;Ambos;2008;10-14;77450
AP;Amapá;Ambos;2008;15-19;69994
AP;Amapá;Ambos;2008;20-24;66110
AP;Amapá;Ambos;2008;25-29;60331
AP;Amapá;Ambos;2008;30-34;51144
AP;Amapá;Ambos;2008;35-39;42028
AP;Amapá;Ambos;2008;40-44;33398
AP;Amapá;Ambos;2008;45-49;26264
AP;Amapá;Ambos;2008;50-54;20362
AP;Amapá;Ambos;2008;55-59;14585
AP;Amapá;Ambos;2008;60-64;10326
AP;Amapá;Ambos;2008;65-69;7796
AP;Amapá;Ambos;2008;70-74;5570
AP;Amapá;Ambos;2008;75-79;3760
AP;Amapá;Ambos;2008;80+;4449
AP;Amapá;Ambos;2009;<1;16325
AP;Amapá;Ambos;2009;1-4;63256
AP;Amapá;Ambos;2009;5-9;81802
AP;Amapá;Ambos;2009;10-14;79054
AP;Amapá;Ambos;2009;15-19;71967
AP;Amapá;Ambos;2009;20-24;67308
AP;Amapá;Ambos;2009;25-29;62223
AP;Amapá;Ambos;2009;30-34;53390
AP;Amapá;Ambos;2009;35-39;43859
AP;Amapá;Ambos;2009;40-44;35068
AP;Amapá;Ambos;2009;45-49;27521
AP;Amapá;Ambos;2009;50-54;21497
AP;Amapá;Ambos;2009;55-59;15643
AP;Amapá;Ambos;2009;60-64;10828
AP;Amapá;Ambos;2009;65-69;8198
AP;Amapá;Ambos;2009;70-74;5842
AP;Amapá;Ambos;2009;75-79;3981
AP;Amapá;Ambos;2009;80+;4595
AP;Amapá;Ambos;2010;<1;16150
AP;Amapá;Ambos;2010;1-4;62972
AP;Amapá;Ambos;2010;5-9;81150
AP;Amapá;Ambos;2010;10-14;80223
AP;Amapá;Ambos;2010;15-19;73791
AP;Amapá;Ambos;2010;20-24;68043
AP;Amapá;Ambos;2010;25-29;63661
AP;Amapá;Ambos;2010;30-34;55437
AP;Amapá;Ambos;2010;35-39;45615
AP;Amapá;Ambos;2010;40-44;36724
AP;Amapá;Ambos;2010;45-49;28815
AP;Amapá;Ambos;2010;50-54;22600
AP;Amapá;Ambos;2010;55-59;16692
AP;Amapá;Ambos;2010;60-64;11448
AP;Amapá;Ambos;2010;65-69;8583
AP;Amapá;Ambos;2010;70-74;6140
AP;Amapá;Ambos;2010;75-79;4195
AP;Amapá;Ambos;2010;80+;4748
AP;Amapá;Ambos;2011;<1;15918
AP;Amapá;Ambos;2011;1-4;63083
AP;Amapá;Ambos;2011;5-9;79890
AP;Amapá;Ambos;2011;10-14;80865
AP;Amapá;Ambos;2011;15-19;75471
AP;Amapá;Ambos;2011;20-24;68564
AP;Amapá;Ambos;2011;25-29;64652
AP;Amapá;Ambos;2011;30-34;57214
AP;Amapá;Ambos;2011;35-39;47318
AP;Amapá;Ambos;2011;40-44;38350
AP;Amapá;Ambos;2011;45-49;30156
AP;Amapá;Ambos;2011;50-54;23659
AP;Amapá;Ambos;2011;55-59;17741
AP;Amapá;Ambos;2011;60-64;12185
AP;Amapá;Ambos;2011;65-69;8933
AP;Amapá;Ambos;2011;70-74;6461
AP;Amapá;Ambos;2011;75-79;4399
AP;Amapá;Ambos;2011;80+;4911
AP;Amapá;Ambos;2012;<1;15395
AP;Amapá;Ambos;2012;1-4;63170
AP;Amapá;Ambos;2012;5-9;78584
AP;Amapá;Ambos;2012;10-14;81001
AP;Amapá;Ambos;2012;15-19;77065
AP;Amapá;Ambos;2012;20-24;69412
AP;Amapá;Ambos;2012;25-29;65492
AP;Amapá;Ambos;2012;30-34;58855
AP;Amapá;Ambos;2012;35-39;49082
AP;Amapá;Ambos;2012;40-44;39961
AP;Amapá;Ambos;2012;45-49;31579
AP;Amapá;Ambos;2012;50-54;24685
AP;Amapá;Ambos;2012;55-59;18781
AP;Amapá;Ambos;2012;60-64;13027
AP;Amapá;Ambos;2012;65-69;9260
AP;Amapá;Ambos;2012;70-74;6796
AP;Amapá;Ambos;2012;75-79;4595
AP;Amapá;Ambos;2012;80+;5088
AP;Amapá;Ambos;2013;<1;15739
AP;Amapá;Ambos;2013;1-4;62622
AP;Amapá;Ambos;2013;5-9;77524
AP;Amapá;Ambos;2013;10-14;80659
AP;Amapá;Ambos;2013;15-19;78507
AP;Amapá;Ambos;2013;20-24;70539
AP;Amapá;Ambos;2013;25-29;66125
AP;Amapá;Ambos;2013;30-34;60332
AP;Amapá;Ambos;2013;35-39;50906
AP;Amapá;Ambos;2013;40-44;41530
AP;Amapá;Ambos;2013;45-49;33005
AP;Amapá;Ambos;2013;50-54;25774
AP;Amapá;Ambos;2013;55-59;19809
AP;Amapá;Ambos;2013;60-64;13940
AP;Amapá;Ambos;2013;65-69;9606
AP;Amapá;Ambos;2013;70-74;7135
AP;Amapá;Ambos;2013;75-79;4799
AP;Amapá;Ambos;2013;80+;5280
AP;Amapá;Ambos;2014;<1;16468
AP;Amapá;Ambos;2014;1-4;61972
AP;Amapá;Ambos;2014;5-9;76993
AP;Amapá;Ambos;2014;10-14;79944
AP;Amapá;Ambos;2014;15-19;79710
AP;Amapá;Ambos;2014;20-24;71810
AP;Amapá;Ambos;2014;25-29;66527
AP;Amapá;Ambos;2014;30-34;61615
AP;Amapá;Ambos;2014;35-39;52723
AP;Amapá;Ambos;2014;40-44;43080
AP;Amapá;Ambos;2014;45-49;34463
AP;Amapá;Ambos;2014;50-54;26886
AP;Amapá;Ambos;2014;55-59;20830
AP;Amapá;Ambos;2014;60-64;14887
AP;Amapá;Ambos;2014;65-69;10018
AP;Amapá;Ambos;2014;70-74;7460
AP;Amapá;Ambos;2014;75-79;5014
AP;Amapá;Ambos;2014;80+;5483
AP;Amapá;Ambos;2015;<1;16478
AP;Amapá;Ambos;2015;1-4;62219
AP;Amapá;Ambos;2015;5-9;76340
AP;Amapá;Ambos;2015;10-14;79107
AP;Amapá;Ambos;2015;15-19;80447
AP;Amapá;Ambos;2015;20-24;73084
AP;Amapá;Ambos;2015;25-29;66762
AP;Amapá;Ambos;2015;30-34;62648
AP;Amapá;Ambos;2015;35-39;54457
AP;Amapá;Ambos;2015;40-44;44611
AP;Amapá;Ambos;2015;45-49;35942
AP;Amapá;Ambos;2015;50-54;28040
AP;Amapá;Ambos;2015;55-59;21823
AP;Amapá;Ambos;2015;60-64;15837
AP;Amapá;Ambos;2015;65-69;10545
AP;Amapá;Ambos;2015;70-74;7764
AP;Amapá;Ambos;2015;75-79;5265
AP;Amapá;Ambos;2015;80+;5681
AP;Amapá;Ambos;2016;<1;16126
AP;Amapá;Ambos;2016;1-4;62669
AP;Amapá;Ambos;2016;5-9;76126
AP;Amapá;Ambos;2016;10-14;77683
AP;Amapá;Ambos;2016;15-19;80630
AP;Amapá;Ambos;2016;20-24;74208
AP;Amapá;Ambos;2016;25-29;66989
AP;Amapá;Ambos;2016;30-34;63414
AP;Amapá;Ambos;2016;35-39;56028
AP;Amapá;Ambos;2016;40-44;46160
AP;Amapá;Ambos;2016;45-49;37414
AP;Amapá;Ambos;2016;50-54;29251
AP;Amapá;Ambos;2016;55-59;22773
AP;Amapá;Ambos;2016;60-64;16810
AP;Amapá;Ambos;2016;65-69;11185
AP;Amapá;Ambos;2016;70-74;8045
AP;Amapá;Ambos;2016;75-79;5535
AP;Amapá;Ambos;2016;80+;5902
AP;Amapá;Ambos;2017;<1;15799
AP;Amapá;Ambos;2017;1-4;63273
AP;Amapá;Ambos;2017;5-9;75540
AP;Amapá;Ambos;2017;10-14;76189
AP;Amapá;Ambos;2017;15-19;80294
AP;Amapá;Ambos;2017;20-24;75054
AP;Amapá;Ambos;2017;25-29;67299
AP;Amapá;Ambos;2017;30-34;63886
AP;Amapá;Ambos;2017;35-39;57389
AP;Amapá;Ambos;2017;40-44;47727
AP;Amapá;Ambos;2017;45-49;38862
AP;Amapá;Ambos;2017;50-54;30538
AP;Amapá;Ambos;2017;55-59;23690
AP;Amapá;Ambos;2017;60-64;17781
AP;Amapá;Ambos;2017;65-69;11951
AP;Amapá;Ambos;2017;70-74;8311
AP;Amapá;Ambos;2017;75-79;5825
AP;Amapá;Ambos;2017;80+;6150
AP;Amapá;Ambos;2018;<1;15953
AP;Amapá;Ambos;2018;1-4;63151
AP;Amapá;Ambos;2018;5-9;75121
AP;Amapá;Ambos;2018;10-14;74882
AP;Amapá;Ambos;2018;15-19;79398
AP;Amapá;Ambos;2018;20-24;75537
AP;Amapá;Ambos;2018;25-29;67631
AP;Amapá;Ambos;2018;30-34;63992
AP;Amapá;Ambos;2018;35-39;58499
AP;Amapá;Ambos;2018;40-44;49275
AP;Amapá;Ambos;2018;45-49;40241
AP;Amapá;Ambos;2018;50-54;31810
AP;Amapá;Ambos;2018;55-59;24659
AP;Amapá;Ambos;2018;60-64;18725
AP;Amapá;Ambos;2018;65-69;12788
AP;Amapá;Ambos;2018;70-74;8590
AP;Amapá;Ambos;2018;75-79;6115
AP;Amapá;Ambos;2018;80+;6417
AP;Amapá;Ambos;2019;<1;15896
AP;Amapá;Ambos;2019;1-4;62493
AP;Amapá;Ambos;2019;5-9;74967
AP;Amapá;Ambos;2019;10-14;74110
AP;Amapá;Ambos;2019;15-19;78193
AP;Amapá;Ambos;2019;20-24;75905
AP;Amapá;Ambos;2019;25-29;68161
AP;Amapá;Ambos;2019;30-34;63873
AP;Amapá;Ambos;2019;35-39;59421
AP;Amapá;Ambos;2019;40-44;50828
AP;Amapá;Ambos;2019;45-49;41592
AP;Amapá;Ambos;2019;50-54;33109
AP;Amapá;Ambos;2019;55-59;25654
AP;Amapá;Ambos;2019;60-64;19636
AP;Amapá;Ambos;2019;65-69;13645
AP;Amapá;Ambos;2019;70-74;8926
AP;Amapá;Ambos;2019;75-79;6387
AP;Amapá;Ambos;2019;80+;6672
AP;Amapá;Ambos;2020;<1;15251
AP;Amapá;Ambos;2020;1-4;61886
AP;Amapá;Ambos;2020;5-9;75037
AP;Amapá;Ambos;2020;10-14;73290
AP;Amapá;Ambos;2020;15-19;77056
AP;Amapá;Ambos;2020;20-24;76145
AP;Amapá;Ambos;2020;25-29;68939
AP;Amapá;Ambos;2020;30-34;63745
AP;Amapá;Ambos;2020;35-39;60184
AP;Amapá;Ambos;2020;40-44;52322
AP;Amapá;Ambos;2020;45-49;42934
AP;Amapá;Ambos;2020;50-54;34419
AP;Amapá;Ambos;2020;55-59;26659
AP;Amapá;Ambos;2020;60-64;20489
AP;Amapá;Ambos;2020;65-69;14425
AP;Amapá;Ambos;2020;70-74;9312
AP;Amapá;Ambos;2020;75-79;6590
AP;Amapá;Ambos;2020;80+;6850
AP;Amapá;Ambos;2021;<1;15030
AP;Amapá;Ambos;2021;1-4;61037
AP;Amapá;Ambos;2021;5-9;74998
AP;Amapá;Ambos;2021;10-14;72945
AP;Amapá;Ambos;2021;15-19;75431
AP;Amapá;Ambos;2021;20-24;76020
AP;Amapá;Ambos;2021;25-29;69720
AP;Amapá;Ambos;2021;30-34;63714
AP;Amapá;Ambos;2021;35-39;60716
AP;Amapá;Ambos;2021;40-44;53670
AP;Amapá;Ambos;2021;45-49;44275
AP;Amapá;Ambos;2021;50-54;35694
AP;Amapá;Ambos;2021;55-59;27698
AP;Amapá;Ambos;2021;60-64;21255
AP;Amapá;Ambos;2021;65-69;15185
AP;Amapá;Ambos;2021;70-74;9766
AP;Amapá;Ambos;2021;75-79;6730
AP;Amapá;Ambos;2021;80+;6987
AP;Amapá;Ambos;2022;<1;14442
AP;Amapá;Ambos;2022;1-4;60283
AP;Amapá;Ambos;2022;5-9;75178
AP;Amapá;Ambos;2022;10-14;72277
AP;Amapá;Ambos;2022;15-19;73727
AP;Amapá;Ambos;2022;20-24;75407
AP;Amapá;Ambos;2022;25-29;70306
AP;Amapá;Ambos;2022;30-34;63855
AP;Amapá;Ambos;2022;35-39;61017
AP;Amapá;Ambos;2022;40-44;54874
AP;Amapá;Ambos;2022;45-49;45688
AP;Amapá;Ambos;2022;50-54;37011
AP;Amapá;Ambos;2022;55-59;28863
AP;Amapá;Ambos;2022;60-64;22059
AP;Amapá;Ambos;2022;65-69;15991
AP;Amapá;Ambos;2022;70-74;10379
AP;Amapá;Ambos;2022;75-79;6894
AP;Amapá;Ambos;2022;80+;7206
AP;Amapá;Ambos;2023;<1;13372
AP;Amapá;Ambos;2023;1-4;58743
AP;Amapá;Ambos;2023;5-9;75213
AP;Amapá;Ambos;2023;10-14;71835
AP;Amapá;Ambos;2023;15-19;72329
AP;Amapá;Ambos;2023;20-24;74391
AP;Amapá;Ambos;2023;25-29;70745
AP;Amapá;Ambos;2023;30-34;64201
AP;Amapá;Ambos;2023;35-39;61119
AP;Amapá;Ambos;2023;40-44;55932
AP;Amapá;Ambos;2023;45-49;47189
AP;Amapá;Ambos;2023;50-54;38370
AP;Amapá;Ambos;2023;55-59;30094
AP;Amapá;Ambos;2023;60-64;23014
AP;Amapá;Ambos;2023;65-69;16870
AP;Amapá;Ambos;2023;70-74;11102
AP;Amapá;Ambos;2023;75-79;7100
AP;Amapá;Ambos;2023;80+;7505
AP;Amapá;Ambos;2024;<1;13004
AP;Amapá;Ambos;2024;1-4;56207
AP;Amapá;Ambos;2024;5-9;74563
AP;Amapá;Ambos;2024;10-14;71686
AP;Amapá;Ambos;2024;15-19;71570
AP;Amapá;Ambos;2024;20-24;73218
AP;Amapá;Ambos;2024;25-29;71166
AP;Amapá;Ambos;2024;30-34;64776
AP;Amapá;Ambos;2024;35-39;61066
AP;Amapá;Ambos;2024;40-44;56844
AP;Amapá;Ambos;2024;45-49;48728
AP;Amapá;Ambos;2024;50-54;39740
AP;Amapá;Ambos;2024;55-59;31384
AP;Amapá;Ambos;2024;60-64;24015
AP;Amapá;Ambos;2024;65-69;17788
AP;Amapá;Ambos;2024;70-74;11870
AP;Amapá;Ambos;2024;75-79;7377
AP;Amapá;Ambos;2024;80+;7835
AP;Amapá;Ambos;2025;<1;12769
AP;Amapá;Ambos;2025;1-4;54007
AP;Amapá;Ambos;2025;5-9;73297
AP;Amapá;Ambos;2025;10-14;71754
AP;Amapá;Ambos;2025;15-19;70778
AP;Amapá;Ambos;2025;20-24;72115
AP;Amapá;Ambos;2025;25-29;71346
AP;Amapá;Ambos;2025;30-34;65483
AP;Amapá;Ambos;2025;35-39;60952
AP;Amapá;Ambos;2025;40-44;57595
AP;Amapá;Ambos;2025;45-49;50234
AP;Amapá;Ambos;2025;50-54;41107
AP;Amapá;Ambos;2025;55-59;32727
AP;Amapá;Ambos;2025;60-64;25076
AP;Amapá;Ambos;2025;65-69;18697
AP;Amapá;Ambos;2025;70-74;12645
AP;Amapá;Ambos;2025;75-79;7750
AP;Amapá;Ambos;2025;80+;8185
AP;Amapá;Homens;2000;<1;8372
AP;Amapá;Homens;2000;1-4;32173
AP;Amapá;Homens;2000;5-9;34956
AP;Amapá;Homens;2000;10-14;30027
AP;Amapá;Homens;2000;15-19;27663
AP;Amapá;Homens;2000;20-24;24273
AP;Amapá;Homens;2000;25-29;20586
AP;Amapá;Homens;2000;30-34;17336
AP;Amapá;Homens;2000;35-39;13988
AP;Amapá;Homens;2000;40-44;11200
AP;Amapá;Homens;2000;45-49;8778
AP;Amapá;Homens;2000;50-54;6263
AP;Amapá;Homens;2000;55-59;4911
AP;Amapá;Homens;2000;60-64;3554
AP;Amapá;Homens;2000;65-69;2706
AP;Amapá;Homens;2000;70-74;1896
AP;Amapá;Homens;2000;75-79;1178
AP;Amapá;Homens;2000;80+;1735
AP;Amapá;Homens;2001;<1;8399
AP;Amapá;Homens;2001;1-4;32992
AP;Amapá;Homens;2001;5-9;36440
AP;Amapá;Homens;2001;10-14;30997
AP;Amapá;Homens;2001;15-19;28698
AP;Amapá;Homens;2001;20-24;25535
AP;Amapá;Homens;2001;25-29;21673
AP;Amapá;Homens;2001;30-34;18344
AP;Amapá;Homens;2001;35-39;14803
AP;Amapá;Homens;2001;40-44;11821
AP;Amapá;Homens;2001;45-49;9338
AP;Amapá;Homens;2001;50-54;6670
AP;Amapá;Homens;2001;55-59;5129
AP;Amapá;Homens;2001;60-64;3760
AP;Amapá;Homens;2001;65-69;2800
AP;Amapá;Homens;2001;70-74;1986
AP;Amapá;Homens;2001;75-79;1224
AP;Amapá;Homens;2001;80+;1703
AP;Amapá;Homens;2002;<1;8396
AP;Amapá;Homens;2002;1-4;33534
AP;Amapá;Homens;2002;5-9;37823
AP;Amapá;Homens;2002;10-14;32063
AP;Amapá;Homens;2002;15-19;29643
AP;Amapá;Homens;2002;20-24;26732
AP;Amapá;Homens;2002;25-29;22781
AP;Amapá;Homens;2002;30-34;19332
AP;Amapá;Homens;2002;35-39;15659
AP;Amapá;Homens;2002;40-44;12437
AP;Amapá;Homens;2002;45-49;9903
AP;Amapá;Homens;2002;50-54;7138
AP;Amapá;Homens;2002;55-59;5331
AP;Amapá;Homens;2002;60-64;3985
AP;Amapá;Homens;2002;65-69;2903
AP;Amapá;Homens;2002;70-74;2078
AP;Amapá;Homens;2002;75-79;1275
AP;Amapá;Homens;2002;80+;1676
AP;Amapá;Homens;2003;<1;8393
AP;Amapá;Homens;2003;1-4;33796
AP;Amapá;Homens;2003;5-9;39102
AP;Amapá;Homens;2003;10-14;33220
AP;Amapá;Homens;2003;15-19;30490
AP;Amapá;Homens;2003;20-24;27873
AP;Amapá;Homens;2003;25-29;23922
AP;Amapá;Homens;2003;30-34;20301
AP;Amapá;Homens;2003;35-39;16512
AP;Amapá;Homens;2003;40-44;13094
AP;Amapá;Homens;2003;45-49;10460
AP;Amapá;Homens;2003;50-54;7654
AP;Amapá;Homens;2003;55-59;5550
AP;Amapá;Homens;2003;60-64;4225
AP;Amapá;Homens;2003;65-69;3021
AP;Amapá;Homens;2003;70-74;2170
AP;Amapá;Homens;2003;75-79;1335
AP;Amapá;Homens;2003;80+;1658
AP;Amapá;Homens;2004;<1;8390
AP;Amapá;Homens;2004;1-4;33834
AP;Amapá;Homens;2004;5-9;40242
AP;Amapá;Homens;2004;10-14;34435
AP;Amapá;Homens;2004;15-19;31275
AP;Amapá;Homens;2004;20-24;28954
AP;Amapá;Homens;2004;25-29;25090
AP;Amapá;Homens;2004;30-34;21255
AP;Amapá;Homens;2004;35-39;17384
AP;Amapá;Homens;2004;40-44;13779
AP;Amapá;Homens;2004;45-49;11023
AP;Amapá;Homens;2004;50-54;8195
AP;Amapá;Homens;2004;55-59;5817
AP;Amapá;Homens;2004;60-64;4456
AP;Amapá;Homens;2004;65-69;3160
AP;Amapá;Homens;2004;70-74;2266
AP;Amapá;Homens;2004;75-79;1410
AP;Amapá;Homens;2004;80+;1656
AP;Amapá;Homens;2005;<1;8381
AP;Amapá;Homens;2005;1-4;33773
AP;Amapá;Homens;2005;5-9;41119
AP;Amapá;Homens;2005;10-14;35669
AP;Amapá;Homens;2005;15-19;32046
AP;Amapá;Homens;2005;20-24;29969
AP;Amapá;Homens;2005;25-29;26244
AP;Amapá;Homens;2005;30-34;22217
AP;Amapá;Homens;2005;35-39;18268
AP;Amapá;Homens;2005;40-44;14500
AP;Amapá;Homens;2005;45-49;11602
AP;Amapá;Homens;2005;50-54;8750
AP;Amapá;Homens;2005;55-59;6151
AP;Amapá;Homens;2005;60-64;4680
AP;Amapá;Homens;2005;65-69;3318
AP;Amapá;Homens;2005;70-74;2374
AP;Amapá;Homens;2005;75-79;1490
AP;Amapá;Homens;2005;80+;1673
AP;Amapá;Homens;2006;<1;8078
AP;Amapá;Homens;2006;1-4;33672
AP;Amapá;Homens;2006;5-9;41689
AP;Amapá;Homens;2006;10-14;36866
AP;Amapá;Homens;2006;15-19;32855
AP;Amapá;Homens;2006;20-24;30917
AP;Amapá;Homens;2006;25-29;27367
AP;Amapá;Homens;2006;30-34;23190
AP;Amapá;Homens;2006;35-39;19168
AP;Amapá;Homens;2006;40-44;15251
AP;Amapá;Homens;2006;45-49;12188
AP;Amapá;Homens;2006;50-54;9309
AP;Amapá;Homens;2006;55-59;6560
AP;Amapá;Homens;2006;60-64;4888
AP;Amapá;Homens;2006;65-69;3508
AP;Amapá;Homens;2006;70-74;2485
AP;Amapá;Homens;2006;75-79;1580
AP;Amapá;Homens;2006;80+;1710
AP;Amapá;Homens;2007;<1;8024
AP;Amapá;Homens;2007;1-4;33263
AP;Amapá;Homens;2007;5-9;41955
AP;Amapá;Homens;2007;10-14;37959
AP;Amapá;Homens;2007;15-19;33766
AP;Amapá;Homens;2007;20-24;31768
AP;Amapá;Homens;2007;25-29;28438
AP;Amapá;Homens;2007;30-34;24181
AP;Amapá;Homens;2007;35-39;20065
AP;Amapá;Homens;2007;40-44;16040
AP;Amapá;Homens;2007;45-49;12773
AP;Amapá;Homens;2007;50-54;9878
AP;Amapá;Homens;2007;55-59;7034
AP;Amapá;Homens;2007;60-64;5081
AP;Amapá;Homens;2007;65-69;3720
AP;Amapá;Homens;2007;70-74;2602
AP;Amapá;Homens;2007;75-79;1677
AP;Amapá;Homens;2007;80+;1761
AP;Amapá;Homens;2008;<1;8109
AP;Amapá;Homens;2008;1-4;32803
AP;Amapá;Homens;2008;5-9;41949
AP;Amapá;Homens;2008;10-14;38948
AP;Amapá;Homens;2008;15-19;34759
AP;Amapá;Homens;2008;20-24;32518
AP;Amapá;Homens;2008;25-29;29439
AP;Amapá;Homens;2008;30-34;25212
AP;Amapá;Homens;2008;35-39;20940
AP;Amapá;Homens;2008;40-44;16830
AP;Amapá;Homens;2008;45-49;13392
AP;Amapá;Homens;2008;50-54;10436
AP;Amapá;Homens;2008;55-59;7550
AP;Amapá;Homens;2008;60-64;5283
AP;Amapá;Homens;2008;65-69;3931
AP;Amapá;Homens;2008;70-74;2735
AP;Amapá;Homens;2008;75-79;1766
AP;Amapá;Homens;2008;80+;1819
AP;Amapá;Homens;2009;<1;8352
AP;Amapá;Homens;2009;1-4;32439
AP;Amapá;Homens;2009;5-9;41752
AP;Amapá;Homens;2009;10-14;39811
AP;Amapá;Homens;2009;15-19;35779
AP;Amapá;Homens;2009;20-24;33176
AP;Amapá;Homens;2009;25-29;30361
AP;Amapá;Homens;2009;30-34;26257
AP;Amapá;Homens;2009;35-39;21791
AP;Amapá;Homens;2009;40-44;17639
AP;Amapá;Homens;2009;45-49;14022
AP;Amapá;Homens;2009;50-54;10987
AP;Amapá;Homens;2009;55-59;8076
AP;Amapá;Homens;2009;60-64;5532
AP;Amapá;Homens;2009;65-69;4125
AP;Amapá;Homens;2009;70-74;2872
AP;Amapá;Homens;2009;75-79;1854
AP;Amapá;Homens;2009;80+;1884
AP;Amapá;Homens;2010;<1;8268
AP;Amapá;Homens;2010;1-4;32303
AP;Amapá;Homens;2010;5-9;41484
AP;Amapá;Homens;2010;10-14;40459
AP;Amapá;Homens;2010;15-19;36722
AP;Amapá;Homens;2010;20-24;33621
AP;Amapá;Homens;2010;25-29;31086
AP;Amapá;Homens;2010;30-34;27204
AP;Amapá;Homens;2010;35-39;22605
AP;Amapá;Homens;2010;40-44;18432
AP;Amapá;Homens;2010;45-49;14666
AP;Amapá;Homens;2010;50-54;11526
AP;Amapá;Homens;2010;55-59;8591
AP;Amapá;Homens;2010;60-64;5846
AP;Amapá;Homens;2010;65-69;4313
AP;Amapá;Homens;2010;70-74;3020
AP;Amapá;Homens;2010;75-79;1945
AP;Amapá;Homens;2010;80+;1952
AP;Amapá;Homens;2011;<1;8146
AP;Amapá;Homens;2011;1-4;32363
AP;Amapá;Homens;2011;5-9;40905
AP;Amapá;Homens;2011;10-14;40849
AP;Amapá;Homens;2011;15-19;37605
AP;Amapá;Homens;2011;20-24;33956
AP;Amapá;Homens;2011;25-29;31610
AP;Amapá;Homens;2011;30-34;28038
AP;Amapá;Homens;2011;35-39;23383
AP;Amapá;Homens;2011;40-44;19208
AP;Amapá;Homens;2011;45-49;15324
AP;Amapá;Homens;2011;50-54;12047
AP;Amapá;Homens;2011;55-59;9099
